gene,SI_15001,SI_15002,SI_15003,SI_15004,SI_16462,SI_16463,SI_16464,SI_16465,SI_16466,SI_16467,SI_16468,GTEX.1117F.0226.SM.5GZZ7,GTEX.1117F.0426.SM.5EGHI,GTEX.1117F.0526.SM.5EGHJ,GTEX.1117F.0626.SM.5N9CS,GTEX.1117F.0726.SM.5GIEN,GTEX.1117F.1326.SM.5EGHH,GTEX.1117F.2426.SM.5EGGH,GTEX.1117F.2526.SM.5GZY6,GTEX.1117F.2826.SM.5GZXL,GTEX.1117F.2926.SM.5GZYI
ENSP00000322229,783,620,3208,874,778,391,206,2157,167,672,169,1337,475,5617,3107,1847,1439,3040,640,1230,425
ENSP00000398053,1430,1009,722,2493,170,142,557,449,514,574,451,336,285,204,688,416,308,335,1051,566,863
ENSP00000410470,20,70,320,29,69,17,0,58,13,52,51,258,568,472,499,440,256,806,536,599,396
ENSP00000342805,681,210,149,171,301,26,66,192,80,380,237,227,80,193,425,134,195,213,361,393,201
ENSP00000384648,1386,500,808,1004,836,276,232,807,260,742,381,548,311,526,704,330,485,372,916,739,780
ENSP00000509111,500,264,246,480,261,64,8,162,117,269,122,111,134,155,363,266,193,457,553,253,373
ENSP00000367731,5296,3401,5321,4000,2692,772,876,2184,797,1435,1456,3458,185,2453,2415,973,2115,4192,1109,2206,2145
ENSP00000509301,348,614,967,108,339,74,275,538,84,228,215,1378,550,771,751,832,891,1114,261,1036,546
ENSP00000434435,9898,1664,3810,5625,2440,1379,580,1868,1650,8037,2961,1746,260,583,3616,1803,1730,3150,3779,3075,2120
ENSP00000485745,14307,3517,9773,7848,5998,2490,2118,7323,2849,13715,4747,2590,1378,2576,2333,1261,1488,2027,2374,2437,1418
ENSP00000359826,3754,1079,1190,1414,943,363,1183,1287,513,1232,655,2208,905,2382,2901,1387,1360,3339,2681,2432,1787
ENSP00000481212,252,332,370,149,195,69,96,912,187,108,219,152,177,171,650,219,849,396,175,260,129
ENSP00000403396,2086,1028,1590,1338,4504,588,489,2241,592,1931,852,4265,3926,1727,4733,1965,4045,2502,3747,5172,2089
ENSP00000393667,3202,1861,1521,3922,1312,827,413,1376,675,2401,940,1909,454,1154,2086,1026,981,1571,2403,1681,1517
ENSP00000410603,28,26,23,30,22,1,7,38,26,44,4,113,45,49,97,40,138,2639,61,132,74
ENSP00000389783,931,544,484,760,485,213,89,342,124,539,218,618,351,542,686,429,623,633,983,806,744
ENSP00000410768,4685,2594,3365,3426,1447,1271,767,2103,1730,4975,2160,1075,399,952,948,470,590,1303,4845,853,2224
ENSP00000033079,5907,2606,2927,3554,2871,913,1378,1643,1381,3347,1372,1301,293,1826,2771,1144,1167,1783,2173,1870,1188
ENSP00000481854,651,311,641,422,596,104,11,346,175,744,487,209,657,90,907,253,607,233,316,318,197
ENSP00000426835,4297,1802,3188,3089,1153,773,1549,1065,1165,2599,2111,792,48,499,504,182,122,376,169,323,203
ENSP00000242505,897,493,897,368,443,94,93,429,327,803,467,933,445,891,1477,898,828,1036,1626,1309,842
ENSP00000513109,394,65,334,142,12,33,0,66,48,2,26,49,5,26,14,331,154,22,283,22,360
ENSP00000365080,125,75,68,114,184,19,72,100,22,144,41,13,0,20,37,64,65,4,20,28,2
ENSP00000252338,39,51,19,129,9,0,2,134,19,0,41,8,2,7,8,3446,16,5,6,15,2
ENSP00000480373,1752,684,2275,1699,918,395,1405,964,334,1948,420,42,14,15,54,34,23,25,65,38,44
ENSP00000484983,3,8,21,19,9,13,4,14,10,4,2,5,1,10,12,3,7,11,15,7,8
ENSP00000416918,5673,3401,3980,5803,1593,540,5971,2431,1434,3148,1321,3364,1167,3044,4690,1914,2234,3932,4222,4769,4164
ENSP00000510152,3764,1710,1948,1280,1798,334,319,1315,527,1209,937,2787,1423,4062,1580,3538,1546,1758,5705,1193,2276
ENSP00000354891,38,13,26,29,16,2,48,10,6,45,10,1,2,0,1,12,2,2,2,4,0
ENSP00000064778,1650,708,1023,947,1118,188,140,821,306,989,567,2562,7371,2641,3455,1902,1736,3274,2313,3168,1457
ENSP00000293443,36,44,44,36,48,1,27,64,24,86,25,55,6,9,64,52,72,263,149,36,80
ENSP00000451508,1135,1073,1377,717,1008,157,458,1407,367,744,752,2309,1873,3103,2975,2153,1868,1066,2762,2145,1990
ENSP00000265018,19,26,22,21,15,6,14,9,3,9,4,14,204,14,6,1,3,5,12,6,0
ENSP00000448989,139,47,68,169,20,16,34,253,21,76,35,33,19,25,18,12,7,25,25,14,8
ENSP00000261275,174,40,276,7,4,51,37,6,96,6,69,31,7,16,125,29,35,49,55,55,24
ENSP00000490564,10134,5747,10190,9172,5498,2095,4641,8172,3176,11912,4421,2533,1812,2463,2134,1309,1589,2770,2634,2940,1928
ENSP00000261844,6982,1908,3006,4672,4035,2267,731,2024,1668,7893,2670,4096,8264,3325,2138,1488,2126,1982,2347,2435,1797
ENSP00000367829,1419,636,828,1185,862,230,921,1667,343,1335,448,1928,1714,2261,2040,1178,1049,1176,3168,1164,1682
ENSP00000443292,130,189,21,132,19,10,64,81,21,67,27,50,227,18,38,295,24,31,47,106,181
ENSP00000462251,3606,2243,2421,2419,1699,863,878,3238,1117,3701,1573,1180,2699,950,1368,866,747,1075,1999,1403,794
ENSP00000299338,436,48,199,66,95,18,19,16,82,144,60,138,212,123,236,297,88,389,301,185,175
ENSP00000455971,65,86,150,85,46,34,210,66,12,69,21,169,83,184,237,57,72,194,183,109,112
ENSP00000352955,831,486,680,484,221,22,541,268,168,371,191,2691,1678,2217,3700,2514,2149,3511,4181,3022,2958
ENSP00000371397,181,290,389,177,204,40,516,463,45,440,121,1506,356,371,1082,1334,2272,1598,1544,2148,2549
ENSP00000370724,1002,323,1494,502,625,671,154,889,164,741,466,1883,1048,895,1637,905,1855,1211,705,2059,504
ENSP00000429150,1365,474,1044,915,580,450,98,947,199,375,435,948,969,711,1029,695,959,643,1702,1200,972
ENSP00000423987,82,71,165,76,44,108,40,63,8,79,16,132,68,121,93,49,68,87,138,123,127
ENSP00000279389,25,6,14,29,8,5,0,2,5,6,1,17,37,7,1,3,0,9,13,7,7
ENSP00000363065,558,332,540,355,298,153,119,369,185,658,241,1200,326,1058,1077,369,388,860,957,777,728
ENSP00000412766,104,147,188,622,180,136,59,92,52,192,93,154,42,43,398,144,463,771,125,198,84
ENSP00000283357,25,21,14,105,56,39,0,45,25,13,136,2,6,2,2,66,0,0,1,4,0
ENSP00000263266,3,22,16,7,9,1,13,40,2,2,2,85,9,8,1,0,4,3,509,97,104
ENSP00000430217,235,137,51,190,99,24,8,161,53,137,89,950,304,430,1269,855,458,1080,695,684,355
ENSP00000380734,569,381,431,454,259,68,106,277,175,457,214,680,433,794,1356,727,1053,1079,1360,909,879
ENSP00000467974,438,425,874,640,185,132,347,268,140,323,165,576,149,587,656,349,341,499,1290,683,1341
ENSP00000506736,1138,239,582,657,320,174,113,369,215,479,341,623,169,735,210,147,137,298,577,366,297
ENSP00000412793,602,352,482,478,337,94,365,383,93,431,143,919,252,752,560,243,287,720,1137,660,574
ENSP00000502474,1627,424,303,1220,727,402,82,774,363,666,488,1721,191,912,331,196,343,245,1106,573,396
ENSP00000512708,2736,1159,1376,916,779,230,55,339,254,785,359,285,81,345,464,216,181,621,672,444,174
ENSP00000357682,512,212,324,278,138,71,168,108,135,209,149,58,8,48,66,53,32,93,370,223,135
ENSP00000471242,15635,8905,16238,9327,2500,1015,8505,7923,3893,9056,4135,4122,425,2114,2739,1598,2070,3299,2354,4528,2261
ENSP00000261800,32,18,28,40,43,2,3,94,6,13,26,307,67,94,75,27,37,35,19033,438,6178
ENSP00000432586,1555,1118,131,836,787,138,105,1203,709,4691,427,24,8,359,897,24,12,178,168,34,8
ENSP00000501473,21108,10432,7165,16788,20272,4503,1598,10517,8642,24625,8424,3803,321,1899,2652,1665,855,829,370,1080,537
ENSP00000465132,445,287,354,573,339,128,97,254,102,415,140,837,279,329,1285,706,620,1512,4464,753,1498
ENSP00000380439,4041,2360,3352,2144,1713,602,1873,2838,1151,3113,1421,3265,1634,2770,3992,2478,2811,4330,3881,3717,3159
ENSP00000473383,0,7,4,0,2,0,40,2,5,0,1,24,1,0,15,12,6,6,23,25,10
ENSP00000345008,1451,3604,3044,549,1340,144,345,1692,1380,2115,1469,17360,915,3618,22804,20900,9242,29652,2809,8753,11829
ENSP00000325527,7094,6508,5510,6155,32184,2095,3898,19714,4197,10406,8556,22630,653,4968,20884,14742,11804,5237,1926,7636,5263
ENSP00000348489,12354,11823,13804,23329,8635,2950,9671,12992,4717,7848,4633,4552,3904,6327,4830,2577,2577,6188,7617,4521,5864
ENSP00000467059,600,563,675,783,332,60,1492,587,194,384,163,1146,1002,1170,1352,628,860,1194,1302,1195,849
ENSP00000390126,323,160,285,137,209,70,16,326,60,289,85,42,5,46,73,34,34,38,50,27,39
ENSP00000411435,229,197,466,231,64,39,264,106,79,146,57,1041,599,1094,1218,515,451,779,898,1002,957
ENSP00000437464,1602,1301,1595,2935,842,297,780,828,638,1044,611,1028,1615,1020,1616,1040,804,782,1587,1302,1039
ENSP00000455871,1080,1238,1422,1750,620,294,2174,930,396,946,414,903,202,582,956,419,627,1219,2571,966,1034
ENSP00000353794,14,24,9,9,75,0,0,40,14,29,12,41,15,197,471,132,9,1784,105,54,17
ENSP00000344866,27329,13570,9430,12275,4976,2349,2722,5262,7360,9030,7047,4140,3659,3469,5822,2646,3604,2858,4097,4688,3030
ENSP00000402692,4996,3146,2628,2452,2197,612,745,1862,897,3253,1475,2123,1262,2775,1532,991,1488,2276,1365,1739,1216
ENSP00000483508,2392,1686,2243,1401,927,224,1161,1613,570,1296,1462,2339,3575,2899,2061,1566,1401,2672,2867,2046,2115
ENSP00000428872,1086,633,1317,591,440,143,143,1138,355,741,518,1862,1330,2014,1642,958,849,1324,1733,1501,1252
ENSP00000428205,627,446,1786,777,5074,370,833,2291,269,1486,676,14667,319675,11165,9326,7309,2918,21924,2357,8457,4346
ENSP00000298097,1152,645,673,738,411,178,429,562,197,795,350,858,275,730,781,392,562,752,819,676,578
ENSP00000296701,4621,2363,3866,3824,1761,627,2060,3302,1687,4067,2016,2429,1563,1878,2346,1589,1066,1658,2529,1894,1829
ENSP00000428646,139,245,329,594,120,121,788,193,61,228,169,160,23,85,214,185,156,441,389,483,322
ENSP00000377280,1861,859,983,1285,932,162,6,517,421,832,579,629,314,454,1251,754,822,661,1350,1122,1112
ENSP00000417154,2658,1629,1308,2073,1088,353,496,1244,984,2453,1122,3262,1631,2632,3893,1697,1807,2947,3884,3366,2466
ENSP00000310382,16,17,9,15,13,0,0,0,0,32,4,2,4,0,11,4,4,1,7,5,0
ENSP00000428753,4625,2298,3281,2928,1107,418,924,1739,771,1578,801,2606,2052,3720,3130,2040,1757,2509,3353,2516,1959
ENSP00000357097,154,43,23,5,15,0,0,3,2,106,57,88,4,4,11,0,9,34,82,9,280
ENSP00000450750,357,221,233,278,289,110,32,289,125,378,238,1268,672,1421,1612,992,1138,1267,1877,1606,1267
ENSP00000394279,56,6,66,124,13,19,0,27,19,21,12,50,7,30,45,41,40,52,15,10,12
ENSP00000356949,3457,1395,7333,2970,1626,1265,432,5317,289,1368,1109,1235,69,895,1509,999,1179,1073,116,612,277
ENSP00000236937,487,62,250,144,176,26,1,249,42,453,38,477,18,221,259,680,460,129,68,59,162
ENSP00000426627,3491,1035,1334,2746,1598,1663,474,1346,455,2699,971,2337,205,718,1232,1472,768,844,159,272,516
ENSP00000472350,3809,3146,7000,3610,2133,612,4413,3026,1104,2574,1535,13088,1628,4280,13534,6104,10407,9519,4984,16941,9444
ENSP00000473001,591,217,735,518,230,427,370,363,154,225,84,135,28,89,129,132,193,103,85,129,1884
ENSP00000270879,296,565,344,509,147,21,38,194,175,1128,128,81,35,24,441,933,421,24,141,629,31
ENSP00000356925,50,32,53,162,44,18,91,81,6,26,12,37,4,19,83,30,206,24,39,36,18
ENSP00000318437,0,1,1,0,235,575,0,25,6,0,7,6,0,2,0,14,4,4,2,241,4
ENSP00000483188,625,297,705,758,528,27,190,181,171,465,140,1830,672,1035,1538,844,1108,1002,1611,1637,1914
ENSP00000516489,237,308,228,270,133,41,230,202,42,98,72,192,148,172,471,283,229,396,447,442,452
ENSP00000269856,330,258,290,416,100,63,113,287,95,271,80,123,1155,93,109,122,54,136,355,110,239
ENSP00000428280,16,24,60,37,17,0,0,42,5,11,7,2,17,2,2,2,0,2,1,0,0
ENSP00000217289,6,40,17,70,43,0,19,78,4,10,5,37,9,12,90,104,8,89,3788,81,1764
ENSP00000513984,979,677,1733,1512,446,251,1425,2104,424,596,335,1798,200,929,1132,723,692,545,354,852,352
ENSP00000418589,3,9,4,4,1,2,4,1,0,1,2,2,0,1,0,0,0,0,0,10,0
ENSP00000473159,37,57,35,30,7,9,21,328,1,14,0,10,2,2,83,12,257,5,41,286,38
ENSP00000360536,49,38,22,101,22,14,6,16,48,47,35,37,0,1,7,6,16,0,2,7,10
ENSP00000306099,11,182,24950,80,205,845,3,27579,305,33,5,98,56,77,33,32,80,63,66,46,35
ENSP00000449273,3762,1994,7078,2203,1623,1016,1346,3370,897,3590,1858,2835,5302,3483,3366,939,2054,787,3326,2558,2166
ENSP00000492654,5884,4464,4574,7553,2892,897,3662,4013,2990,12934,2655,4094,569,2330,2353,1216,2364,1718,539,3177,1003
ENSP00000413496,209,76,38,52,148,60,8,81,26,197,69,76,50,44,367,2326,256,45,36,392,14
ENSP00000365313,77,28,134,26,89,7,1,38,28,120,50,450,8,102,284,176,175,20,130,183,156
ENSP00000398353,1,3,7,4,115,1,2,27,0,8,5,4,0,4,20,0,4,13,0,0,2
ENSP00000371790,4,44,7,6,25,0,0,9,8,11,1,249,4,6,54,310,63,129,47,20,29
ENSP00000339067,41,30,39,59,23,6,63,19,5,34,2,71,170,99,161,55,40,118,57,42,44
ENSP00000351276,3746,1936,3062,901,563,217,549,451,360,2068,745,800,14,810,271,206,240,3261,5735,1214,3877
ENSP00000384860,14,200,31901,309,338,1613,3,22373,166,42,0,114,36,49,35,34,44,51,53,48,40
ENSP00000463260,2666,720,2157,665,488,91,270,585,476,1200,432,231,1434,270,345,352,183,406,454,348,384
ENSP00000507894,2428,1533,1023,1434,763,266,218,828,453,966,722,2011,3342,1356,2035,3286,1227,1409,2613,2441,2124
ENSP00000506973,321,59,80,296,191,31,157,98,54,200,51,35,4,10,3,22,5,37,26,21,3
ENSP00000427567,267,240,457,461,262,29,276,298,128,495,381,186,40,66,246,84,147,80,2712,265,1280
ENSP00000442357,339,403,299,88,251,15,114,293,199,1245,248,1260,247,6544,5172,106,1396,421,267,1337,182
ENSP00000257209,2687,2230,5376,1087,906,485,1316,1698,649,1513,2805,1234,1250,781,630,2005,101,330,51,404,181
ENSP00000321962,185,324,254,1545,285,354,30,129,242,254,197,5177,692,5702,5170,2916,483,1830,1299,2371,889
ENSP00000350124,1336,1143,1671,976,616,203,692,927,378,630,365,1917,1117,1397,1864,1381,1058,1490,1742,2140,1583
ENSP00000502353,3374,916,2038,1027,1110,330,508,1164,834,1912,1095,789,231,472,1192,460,390,907,1018,1118,635
ENSP00000349356,1305,489,643,560,768,239,28,232,228,1052,504,216,49,126,387,217,230,745,1693,475,362
ENSP00000491257,803,473,348,1281,55,19,447,168,100,136,53,25,6,13,17,13,28,23,25,81,13
ENSP00000417617,13893,12583,4357,9983,8095,1319,1513,6523,3027,14892,6388,2913,1751,8436,7501,1211,3253,9217,596,2581,1117
ENSP00000411442,2583,2375,2569,2434,970,130,1722,1065,586,1024,729,4383,9447,4402,5475,4210,2929,3057,3574,4249,4230
ENSP00000267426,77,35,75,107,52,2,7,96,45,104,15,44,4288,33,56,1499,75,29,61,57,33
ENSP00000400223,202,309,265,146,78,34,227,217,61,174,78,253,115,78,807,148,1190,271,242,521,297
ENSP00000468703,5036,2535,10133,11451,9540,1953,1923,6667,550,4550,1356,7981,405,3636,8606,5805,5800,8868,2042,4943,3282
ENSP00000222803,221,156,225,172,382,38,8,295,38,125,79,550,81,380,998,414,741,696,904,615,352
ENSP00000349811,9885,2994,26648,12516,11295,7108,3256,18914,1287,16279,9207,17001,26324,15483,22775,10517,16232,7766,28517,13357,16157
ENSP00000470103,622,623,568,829,241,53,1195,429,132,555,197,741,881,868,1381,635,667,1207,1205,1051,607
ENSP00000286190,140,107,228,112,162,19,39,134,39,219,29,25,2,32,78,144,28,28,13,70,40
ENSP00000357789,11,7,11,8,20,7,55,3,17,22,23,178,59,33,121,131,380,156,155,149,46828
ENSP00000508183,14263,12490,42521,18894,23192,3289,9110,32790,5103,14790,15870,9460,3479,9609,10606,4666,10131,26100,13330,18096,9615
ENSP00000327145,1169,2390,1620,689,6189,633,11232,8720,716,799,913,4734,108567,8360,9528,35165,1584,14495,1432,1019,2706
ENSP00000246841,1,21,8,4,2,0,0,7,10,6,0,11,6,12,107,48,52,66,174,101,81
ENSP00000241453,684,43,102,288,61,94,4,58,35,236,61,93,39,187,14,24,50,74,20,31,22
ENSP00000253928,2028,1513,2322,1960,1347,693,1598,2031,952,1295,665,8460,4155,4429,6215,3641,2601,5868,5737,4586,5350
ENSP00000479134,5156,1518,6439,7209,6374,2420,1852,4830,645,3990,1459,767,132,119,492,167,291,195,1441,629,843
ENSP00000271234,7566,3073,4587,1831,6484,570,931,2860,1710,7027,4237,2114,1397,857,3019,1886,4167,3174,3694,4819,2190
ENSP00000263773,11259,5157,10143,5882,8515,1562,8221,8963,2313,9807,3303,10740,5837,10439,7653,4810,7094,10010,10203,8163,7702
ENSP00000417257,10217,8394,14838,9564,5151,2727,2622,8694,4665,9929,7554,3784,1076,2835,4342,2338,4019,3956,2824,3892,2229
ENSP00000478933,228,246,203,303,168,45,13,140,140,442,175,36,4,45,59,11,25,15,56,12,7
ENSP00000369599,4192,2268,2203,2774,2977,548,644,2308,829,5263,1395,485,445,238,1520,1326,862,1875,1837,1286,945
ENSP00000310170,356,417,769,209,632,95,1465,1876,34,94,90,754,48,525,231,162,2190,120,1001,696,628
ENSP00000400341,1,5,0,9,46,0,0,186,0,6,2,6,0,2,0,1,2,2,0,0,2
ENSP00000365898,55,8,1,2,0,1,1,3,6,58,317,0,0,0,0,0,0,0,0,0,0
ENSP00000335493,24,44,24,98,19,19,22,44,27,107,24,86,12,445,225,19,27,27,19,120,54
ENSP00000516406,15,6,0,24,1,4,46,32,4,47,10,9,2,50,6,6,4,4,0,6,7
ENSP00000472376,120,129,605,557,59,70,379,282,177,910,145,182,740,3442,610,274,99,14,40,68,22
ENSP00000352901,668,394,43,982,599,16,87,561,101,247,228,40,13,26,93,40,46,74,857,40,192
ENSP00000450783,4351,2080,6008,2712,2863,772,3636,3591,840,3543,2042,7507,11055,12000,4234,2792,3777,3574,5050,3889,6247
ENSP00000363377,1383,770,1689,976,541,181,301,979,576,1321,491,930,4215,1140,1757,1076,1411,1688,1680,1573,1512
ENSP00000509050,739,351,657,850,398,107,353,304,281,730,200,993,722,727,927,655,607,988,1154,842,608
ENSP00000380401,308,420,206,632,213,122,46,246,127,243,185,445,163,130,378,276,252,637,608,468,697
ENSP00000365145,136,155,78,501,136,2,70,216,295,657,280,28,12,90,1234,138,30,84,59,89,51
ENSP00000377309,1275,1356,2280,1521,1334,205,1925,2187,512,1235,635,3332,8643,4054,3450,1642,2152,3442,1549,4036,1602
ENSP00000359935,1574,629,1248,870,775,181,226,359,540,1223,672,651,248,597,1105,537,382,596,1270,815,507
ENSP00000471493,929,764,1402,283,365,285,86,3616,84,220,132,469,22,102,339,223,383,250,52,310,63
ENSP00000360060,24,7,48,25,27,2,12,74,8,71,17,203,182,88,193,84,116,245,216,147,167
ENSP00000360058,47,52,91,55,17,49,37,48,8,40,12,311,180,67,287,149,186,306,1435,327,986
ENSP00000370278,126,492,7,42,607,37,128,31,58,69,140,314,20,194,1358,407,266,2307,163,178,199
ENSP00000348550,493,646,647,386,955,125,221,1134,378,776,345,3721,286,923,1707,661,865,9983,10550,1970,4354
ENSP00000507942,43,17,45,118,39,35,0,31,67,32,21,8,4,7,58,67,36,251,20,10,12
ENSP00000447724,2296,1368,1290,1769,1268,479,492,1549,648,2127,1506,1474,636,1658,1517,718,1023,1583,2006,1564,943
ENSP00000259748,365,333,240,513,198,11,153,332,158,530,172,623,228,527,767,328,355,796,575,608,229
ENSP00000388716,16,48,589,46,51,77,148,215,20,120,66,59,34,118,32,23,23,96,133,49,39
ENSP00000359804,14464,6782,8623,5827,9049,1775,2602,4692,1801,6417,2158,5487,4247,7024,7594,4119,4679,7330,6408,7020,3445
ENSP00000363603,2549,1574,2030,856,679,205,577,659,326,513,927,1161,360,690,1198,613,493,1049,738,790,675
ENSP00000002165,2853,1244,2168,927,1237,345,411,1256,369,700,1063,3438,281,758,1712,1245,1448,1067,1112,2193,962
ENSP00000254108,11770,6972,9570,11506,5954,1811,5055,7446,2869,8159,3995,6433,4727,7360,9507,5162,6805,9279,8689,8426,6490
ENSP00000332757,981,483,582,581,320,120,140,322,260,685,300,274,39,111,355,121,130,321,688,309,376
ENSP00000351602,765,648,1044,1221,427,151,1666,1076,335,845,264,516,48,260,625,261,295,402,97,414,130
ENSP00000252675,6,5,47,3,11,0,0,22,0,1,0,125,11,43,2,0,4,2,0,3,7
ENSP00000313398,2836,432,140,562,2,6,1097,73,290,161,660,19,21,10,0,1,0,2,1174,15,7
ENSP00000318142,23,14,22,36,6,14,0,80,6,8,5,6,3,11,12,8,0,0,7,5,16
ENSP00000353910,1116,339,1259,699,770,417,128,974,358,901,697,937,142,241,825,422,532,520,649,851,832
ENSP00000313309,831,523,744,589,210,48,418,190,235,420,148,303,744,161,812,384,257,917,725,545,415
ENSP00000250113,2372,2031,1465,1624,750,365,1044,1314,364,972,505,2127,6848,2391,2303,2917,1127,2245,2700,2147,2117
ENSP00000343314,23,524,85,349,40,27,187,241,175,94,107,1747,9429,3596,5724,4363,1152,3128,1180,1812,1699
ENSP00000474438,2,6,16,33,5,13,0,2,6,0,19,1213,52,85,160,35,49,30,18119,1158,8265
ENSP00000376052,2471,1020,2537,2570,2763,1570,297,3638,698,2796,1168,6240,699,2943,5508,3915,9037,2571,3618,8730,5465
ENSP00000346671,4987,2040,4915,3324,3484,1144,1981,3680,1124,6157,1618,11356,712,3132,6503,3018,6949,4252,1063,6593,3701
ENSP00000287934,3334,4498,3043,2837,490,329,1532,1623,2135,2556,2108,2181,173,3599,2245,1434,509,1026,3035,1215,1098
ENSP00000438460,3,6,10,267,21,4,49,113,27,70,21,158,11,10,80,10,86,70,2041,38,914
ENSP00000323901,51,72,76,82,59,0,10,128,51,108,50,61,6,52,315,144,77,411,60,78,79
ENSP00000286201,168,294,180,347,302,88,304,396,212,392,144,1271,390,663,1220,1125,1138,2593,762,1692,598
ENSP00000363826,590,1614,416,482,1000,314,537,2141,505,621,424,630,425,649,1110,1305,364,695,100,577,175
ENSP00000504312,7883,8250,6743,7849,4749,1103,2856,4324,1971,2821,3025,4168,4618,5397,4184,2384,4845,2781,4423,3460,2487
ENSP00000465958,108,43,20,64,6,6,280,114,68,14,14,3,4,4,1,0,7,4,6,2,2
ENSP00000396939,17,41,47,5,12,2,0,0,7,90,1,2,2,0,0,0,2,0,0,8,0
ENSP00000512593,1534,1581,1174,2086,804,450,402,1933,994,1102,1107,2027,1152,978,2212,1270,1500,1600,1431,2538,984
ENSP00000262994,7499,3431,3778,5994,4933,1556,1666,2878,2629,8446,4210,1747,1047,1738,3051,1453,1513,2212,3967,2078,1718
ENSP00000346886,508,179,423,257,326,86,20,241,142,494,224,1197,770,877,2063,1022,1343,1685,2336,1889,1113
ENSP00000421828,16,20,10,28,12,11,67,60,9,6,15,22,14,25,281,10,367,12,29,45,4
ENSP00000274547,28,13,4,18,14,0,0,37,5,30,5,49,25,11,123,12,178,8,19,15,36
ENSP00000412673,20,18,2,5,9,10,0,21,15,42,9,2,1,30,9,0,6,2,0,2,4
ENSP00000386029,129,59,214,153,66,2,204,169,30,205,25,8,9,21,112,60,128,74,20,118,16
ENSP00000282538,20,10,13,10,9,22,1,13,14,28,7,10,8,154,31,11,12,7,4,5,2
ENSP00000192314,16,14,43,75,16,0,0,109,17,9,7,32,8,28,2,5,16,7,16,3,6
ENSP00000225614,394,331,901,304,180,89,182,333,151,255,113,930,165,234,1122,414,653,791,1328,1116,1123
ENSP00000465699,2814,1717,2984,1895,3645,791,595,2955,906,1831,2034,3171,1650,1554,2730,1796,2561,1517,3911,3041,5317
ENSP00000376465,1554,543,328,439,385,156,196,194,246,473,537,448,29,189,93,31,146,66,2693,681,871
ENSP00000299727,137,85,193,85,51,27,21,54,43,483,13,7,0,2,28,67,13,8,0,15,13
ENSP00000401956,1315,861,844,1337,539,214,619,808,650,1550,466,603,517,330,1853,1270,811,1521,1938,1351,1680
ENSP00000252288,2421,1122,1644,1042,124,173,210,362,290,422,179,252,13536,85,841,742,339,350,1947,315,1498
ENSP00000326227,5026,1496,3164,4159,1739,672,896,1563,1245,4414,1307,1090,929,1114,1738,827,851,1430,2147,1314,1046
ENSP00000379997,502,95,44,384,48,84,0,61,42,184,67,43,6,4,34,34,12,46,16,15,42
ENSP00000419799,9000,4117,6989,5827,4883,1409,2249,6864,2434,6945,3296,4569,2852,3716,2968,1597,2582,2620,3798,2873,3377
ENSP00000478908,1469,1400,1509,2695,685,444,2303,1672,492,2618,769,1104,282,478,2315,895,923,1471,3273,1938,1980
ENSP00000474529,44,10,65,5,106,7,0,93,2,15,75,4,0,4,21,10,2,14,9,3,1
ENSP00000465976,2682,1906,1607,2171,4722,727,473,2534,797,2538,1384,930,111,1041,8364,4164,3713,4402,489,1623,453
ENSP00000512796,404,470,339,449,277,56,443,456,192,1191,262,3329,887,493,1125,775,690,1474,651,1338,1156
ENSP00000477171,6700,6822,8881,7652,3341,1736,11695,9000,2688,6206,2846,4995,2294,3969,4223,1953,3323,3194,6277,4498,4627
ENSP00000367343,8339,4000,4252,4773,1570,482,7896,2790,1514,5673,1636,5908,5490,4893,6340,5589,3607,5390,6577,6314,3625
ENSP00000427458,8727,760,671,1126,2,310,1082,708,702,968,1364,0,2,0,2,6,7,0,0,4,4
ENSP00000503529,11194,6721,10289,8734,5649,1732,4457,6590,3840,9000,4396,5281,5401,4274,5265,3127,3827,4924,6444,5597,4762
ENSP00000359488,3407,310,1808,3134,229,2279,82,491,548,325,321,481,83,267,269,304,1164,95,109,117,60
ENSP00000359485,21,6,55,37,8,12,2,38,13,28,9,4,18,35,8,5,6,11,5245,4,19
ENSP00000371110,73,92,211,106,77,11,38,120,19,124,56,474,448,417,207,454,240,222,455,233,321
ENSP00000509332,7734,5363,6881,6515,4326,1693,1299,4246,2349,6958,3816,3206,1008,3386,2732,1717,2666,1955,2454,2597,1514
ENSP00000475130,1549,709,1234,814,1006,221,296,608,288,900,402,653,1648,603,1113,533,665,1180,1346,933,709
ENSP00000362800,298,103,486,226,124,5,909,353,148,711,137,78,107,208,318,197,140,193,196,215,90
ENSP00000319531,123,97,101,142,46,42,27,53,25,52,25,261,439,285,345,211,199,201,347,336,146
ENSP00000366185,3334,3014,2124,3226,3,140,3307,4760,2313,12,2213,7,3,6,2,2,1,2,2,6,13
ENSP00000502198,455,183,178,204,169,64,48,161,60,215,171,470,409,449,456,268,259,255,421,525,137
ENSP00000257868,304,189,153,344,157,27,84,254,108,545,101,469,140,276,966,672,800,1174,596,758,382
ENSP00000469819,1445,1642,1928,506,936,95,2165,1391,484,131,1365,1704,55,392,219,124,25357,1143,122,4902,1538
ENSP00000296875,49,13,45,57,33,32,0,18,26,36,5,55,17,30,36,38,22,34,95,41,36
ENSP00000452793,289,189,233,284,99,118,104,211,108,250,84,77,21,33,106,88,21,113,154,89,37
ENSP00000466342,169,99,221,150,58,1,126,92,61,121,67,164,196,62,201,115,95,132,799,235,242
