gene,SI_15001,SI_15002,SI_15003,SI_15004,SI_16462,SI_16463,SI_16464,SI_16465,SI_16466,SI_16467,SI_16468,GTEX.1117F.0226.SM.5GZZ7,GTEX.1117F.0426.SM.5EGHI,GTEX.1117F.0526.SM.5EGHJ,GTEX.1117F.0626.SM.5N9CS,GTEX.1117F.0726.SM.5GIEN,GTEX.1117F.1326.SM.5EGHH,GTEX.1117F.2426.SM.5EGGH,GTEX.1117F.2526.SM.5GZY6,GTEX.1117F.2826.SM.5GZXL,GTEX.1117F.2926.SM.5GZYI
ENSP00000427223,779,192,252,447,166,139,28,356,107,276,133,1069,206,865,1276,576,390,982,973,827,298
ENSP00000370423,438,353,708,550,180,159,274,657,136,311,204,2257,2749,1309,2809,1478,969,1384,1447,1696,1086
ENSP00000376801,1427,944,568,1481,1052,164,63,744,476,2239,731,1374,349,1316,4708,1953,3729,1835,637,2725,1004
ENSP00000264893,10386,5016,6568,4858,6770,1461,1525,4970,2507,7043,3496,7904,1129,2604,9121,4860,10318,4477,2633,9991,3298
ENSP00000263100,55,100,118,240,47,3,137,119,36,69,21,230,37,391,502,373,278,455,221,294,232
ENSP00000323929,46176,31239,35782,34597,30576,3887,4815,31813,12022,42904,19640,30353,12402,150397,144872,50514,144494,45467,17864,89257,12324
ENSP00000475261,74,13,25,10,9,0,53,21,0,18,2,0,3,6,1,3,2,0,0,0,2
,82,40,76,122,36,5,4,25,7,28,14,27,0,0,2,0,0,8,51,5,109
ENSP00000261880,1870,1234,1248,1259,809,117,509,659,275,589,390,1470,1659,860,1462,706,834,894,2273,1596,1003
ENSP00000433293,466,227,372,305,214,35,58,146,130,315,113,372,438,360,395,365,245,244,256,343,371
ENSP00000248450,4276,4321,3466,3554,1676,347,3113,1787,740,1098,755,5946,3525,6042,4897,2872,3888,3938,5608,5558,5180
ENSP00000502797,5536,4447,13070,4967,3113,761,1291,2849,1217,2489,1347,4129,4103,2891,5731,4348,4664,6080,3641,7254,4907
ENSP00000468351,707,246,557,217,1055,101,389,126,277,426,115,832,886,597,8354,2633,1612,2685,982,5007,1332
ENSP00000263094,2005,1255,2183,2296,604,1124,1367,1945,691,1010,567,685,380,727,1622,725,2216,562,3668,3841,2261
ENSP00000478255,2647,2175,1612,970,187,621,772,699,920,366,418,90,19,91,929,62,592,556,183,439,97
ENSP00000384881,10,4,7,10,40,30,16,26,10,8,186,654,0,23,24,2,81,25,7,448,308
ENSP00000438776,805,1074,846,1236,395,428,1157,820,404,819,558,608,180,445,1658,726,726,4914,2073,1476,1102
ENSP00000349017,29,4,35,22,15,8,14,12,5,8,1,10,6,2,0,2,4,0,5,57,9
ENSP00000205557,3019,1361,2571,3676,68,216,1356,518,1379,174,510,18,16,217,77,46,41,29,33,65,18
ENSP00000261200,5901,3064,9863,2364,5870,280,284,7348,1734,6015,1916,1133,4884,895,5606,2715,5138,3076,460,2827,1263
ENSP00000415704,2866,1615,2574,1824,1407,261,2959,1573,776,1905,734,2363,2262,1654,2002,1618,1346,1941,3032,2409,2190
ENSP00000381475,2626,1192,3624,3838,1156,871,2106,2285,1177,2876,1274,1875,8452,1130,794,866,1427,824,228,1087,1480
ENSP00000222800,1178,778,626,616,144,147,3996,290,192,602,661,742,253,275,415,533,264,386,566,797,642
ENSP00000420065,924,618,1001,647,230,62,185,351,235,378,418,2704,528,2178,3079,1598,2363,2027,2825,2922,2327
ENSP00000504042,324,223,366,281,143,50,279,283,107,226,73,2326,1787,2225,3884,1732,2544,2242,4084,3538,3747
ENSP00000366240,914,416,279,456,231,87,224,345,156,364,192,1046,561,670,967,238,934,501,1667,1181,1084
ENSP00000414558,491,445,1320,1013,648,70,155,470,142,351,197,3856,1384,2545,3059,1591,2573,3732,6512,2501,2859
ENSP00000295962,755,396,701,627,104,75,68,405,452,327,473,477,153,226,921,314,726,744,722,834,1382
ENSP00000315841,7939,3802,11583,4833,1986,1771,7577,8470,2226,5522,1071,5688,4505,2625,8059,7438,11571,1794,1786,25143,1883
ENSP00000341044,7479,4714,8026,9650,4744,2236,2632,2468,3430,11953,2944,12616,13096,3050,17387,5122,18554,5274,2408,22865,3574
ENSP00000325137,2682,1267,2455,2063,991,713,853,670,948,2080,1008,1709,309,669,1537,1231,768,1404,2686,1440,1367
ENSP00000431532,591,417,677,518,213,63,858,238,184,548,206,1750,1548,824,1635,960,996,1830,2065,1704,2113
ENSP00000505803,7461,2703,2845,2193,1348,630,674,1371,1382,1852,1918,1338,1414,1183,2514,2985,1205,1271,2251,2142,992
ENSP00000357862,1162,443,738,384,190,238,65,183,205,599,325,1722,1232,1746,1658,1260,578,1592,2953,2053,1562
ENSP00000500444,5326,2701,1835,1874,612,270,351,1239,1328,1093,1344,2686,18718,2657,2563,2882,1789,1905,1924,2786,2843
ENSP00000356015,553,109,470,161,398,70,34,328,120,209,171,582,119,584,425,208,347,405,879,490,1047
ENSP00000482750,1801,476,1190,741,266,186,457,283,324,759,288,826,291,819,1509,561,278,1415,796,761,683
ENSP00000434156,1290,587,1443,1154,541,337,559,409,267,1390,472,816,159,463,1313,421,531,1253,771,868,740
ENSP00000503771,11157,4354,372,8470,114,377,569,13,9828,1306,65,6,8,10,369,947,251,27,157,372,6
ENSP00000451138,29370,12473,18201,34243,16272,4343,14415,13372,2912,20170,6690,8615,3893,6638,10285,6151,9225,13020,15215,10835,10866
ENSP00000249887,260,62,37,130,427,97,0,350,258,67,128,1192,13,324,198,113,398,232,39,1429,1195
ENSP00000340260,1376,1074,808,544,325,317,771,533,148,891,751,36,28,194,291,301,16,264,911,81,85
ENSP00000440961,735,349,333,239,169,75,352,284,142,209,213,1327,1433,1217,1351,871,1043,727,784,1734,638
ENSP00000323071,211,90,147,78,21,3,319,84,12,12,7,81,19,34,42,34,41,45,43,62,32
ENSP00000476610,2559,1356,524,1267,292,229,1474,577,256,477,1002,318,370,479,753,319,288,495,1254,577,1102
ENSP00000503683,31,18,22,24,17,12,5,9,5,23,7,28,41,9,18,6,20,11,9,20,8
ENSP00000469048,9,11,12,16,10,20,4,22,7,23,5,6,1,0,5,5,5,34,7,5,200
ENSP00000216139,242,88,310,147,73,28,84,118,93,468,167,187,86,106,19,17,28,37,16,80,6
ENSP00000425332,375,226,505,515,209,82,253,394,125,370,117,1542,267,559,1041,1122,706,843,2310,1226,2120
ENSP00000419171,5135,4494,6265,2415,2942,1339,811,6954,733,1820,1312,4395,26401,2098,5325,2018,10329,1470,2759,7124,2254
ENSP00000346680,1861,430,4419,768,437,367,561,1058,464,732,695,857,164,557,1499,560,1574,518,907,3445,258
ENSP00000428047,49,21,32,91,7,0,0,15,29,18,26,18,2,27,71,39,19,154,172,59,15
ENSP00000327453,17579,2404,4563,4308,17,485,2670,331,2098,1523,1343,12,4,5,10,2,17,8,5,7,8
ENSP00000460112,1970,768,1926,1043,28,71,734,319,406,508,213,355,540,21,260,357,237,24,67,283,70
ENSP00000508084,8,10,3,8,4,0,1,13,7,11,4,893,665422,551,431,65301,286,148,549,1121,1067
ENSP00000224784,8780,15659,3050,11299,12695,1333,3487,14875,6757,16974,6543,12528,1854,93994,109757,5679,12117,82815,11728,30376,7533
ENSP00000410706,240,582,648,466,749,166,347,1309,601,521,536,2073,121,16800,16641,254,567,54043,4510,6013,5212
ENSP00000377941,10059,13363,24007,6365,14718,2085,8693,20640,3478,9920,7275,15022,2229,69224,30839,11122,11310,30408,6404,18960,7586
ENSP00000289228,2346,2548,2981,2181,730,397,2207,1681,728,1433,626,3031,2457,4009,4590,2698,2397,5202,3675,4408,2507
ENSP00000490877,8856,6181,7113,7245,5978,1957,1009,7864,2419,4771,3889,7629,3728,8346,9359,3944,6195,3929,7910,7692,4682
ENSP00000263238,6893,5484,6563,4883,5411,1884,1914,6742,2085,3789,3107,3889,1305,8583,8133,3931,6707,4331,8495,8187,7374
ENSP00000417426,1417,775,1400,964,224,315,872,222,400,691,835,7,7,10,8,26,10,31,159,50,22
ENSP00000448508,404,227,344,225,283,69,78,223,119,250,172,686,266,671,985,514,482,634,1164,873,839
ENSP00000507086,2318,2438,1780,1232,1191,351,471,1552,691,1699,1015,2894,534,1242,1395,1018,1166,1499,1593,2091,1763
ENSP00000455848,851,665,1086,821,447,187,994,1221,516,2180,581,6323,1022,1771,4790,2142,4060,2959,1318,6030,2525
ENSP00000268624,7,6,12,4,51,41,0,19,0,1,4,7,28,10,57,30,85,123,106,17,33
ENSP00000357668,222,287,958,96,2946,114,176,2727,66,233,388,2654,16,111,500,246,915,383,22,757,126
ENSP00000348227,1921,2264,5277,2157,1496,468,1867,3335,855,2667,1077,8049,3065,6885,8762,2651,4773,3883,15302,12202,9766
ENSP00000428376,1561,1499,1996,1996,1656,696,1101,3247,449,1272,676,2014,175,2635,1690,1796,830,3140,417,597,403
ENSP00000381262,1976,544,1694,295,542,389,157,284,507,1138,343,247,41,226,198,176,133,460,398,170,111
ENSP00000431108,5593,596,3853,1528,1579,988,433,1682,445,3302,701,3228,173,1490,452,577,651,615,96,309,130
ENSP00000369190,20,119,6,30,316,32,53,152,71,168,28,9337,173,2006,20877,2701,7084,41717,15229,11280,18202
ENSP00000256412,154,11,221,125,81,88,33,44,12,93,126,482,5,225,37,44,67,16,4,12,12
ENSP00000360997,261,120,198,357,222,17,212,218,99,205,60,264,457,219,546,410,339,908,780,453,299
ENSP00000299164,301,547,336,190,487,148,305,273,95,215,180,3738,107,618,2988,731,4821,229,49,5404,470
ENSP00000421631,43,368,3,334,127,19,41,4,576,254,11,25,6,10,124,5,313,70,26,89,10
ENSP00000374071,12,1,721,1,1,1,0,1,9,14,48,0,0,0,2,0,0,4,0,0,1
ENSP00000418735,14619,10100,24534,5522,7801,2278,19280,26350,2460,4769,4404,1601,3112,1480,8377,5122,16400,6910,1996,11071,979
ENSP00000358035,1818,1448,10180,819,2232,885,588,3866,713,660,668,6803,1577,7498,9823,3419,4946,8973,6852,12060,4897
ENSP00000457501,1570,674,958,1451,561,145,145,738,251,1141,562,776,325,634,945,379,682,659,835,808,485
ENSP00000441992,366,64,396,165,105,34,59,63,55,121,27,17,13,6,9,1,8,6,17,7,4
ENSP00000342952,175,300,13,37,79,511,14,137,901,81,64,1048,11686,259,188,142,99,426,185,229,481
ENSP00000260600,4562,2217,5485,4112,2075,1005,3532,4604,1329,6022,1703,7379,537,2840,6259,1973,5393,4240,2403,5835,1529
ENSP00000312126,2747,1665,2210,1210,1217,259,2182,1426,645,5042,819,7795,1765,4621,7171,2386,5022,4309,2417,8030,2561
ENSP00000419361,6691,4499,1520,776,306,286,3667,1791,1924,4437,1144,944,240,5760,7675,7578,834,2264,394,1171,282
ENSP00000350536,4252,4456,2231,4613,1453,265,3943,2397,1474,5328,1800,3621,1008,6650,9440,9033,3943,5050,3956,4533,1932
ENSP00000460636,2604,1077,1890,3059,1309,684,997,1619,933,1501,710,842,65,274,365,347,497,207,952,156,429
ENSP00000353286,10411,5571,6764,5031,3983,1613,1803,3631,2643,8964,3136,10119,703,2124,12453,6071,7048,3811,7614,7423,8324
ENSP00000400860,3070,2427,2169,4982,2358,681,1365,4147,2136,8331,2313,4033,438,2378,3916,1808,2574,7992,1943,3842,1845
ENSP00000381564,98,309,34,37,392,114,56,159,42,86,38,126,27,42,266,853,200,428,145,166,252
ENSP00000396208,181,114,178,42,8,9,1,381,5,27,11,5,4,2,11,2,9,7,10,14,0
ENSP00000360264,12,4,6,1133,0,312,0,2,0,111,1,4,12,13,12,6,11,30,3298,2,4916
ENSP00000456781,19701,18954,14562,15908,4577,2782,27345,8100,5206,11809,13282,3610,2025,2265,6252,2355,7021,2644,10959,12260,10565
ENSP00000377699,49,32,23,10,402,74,1,57,38,19,19,148,21,101,28,21,34,68,12,32,6
ENSP00000230173,6671,1860,5353,5158,445,596,579,1599,2467,1644,703,214,73,209,737,1160,269,121,3724,168,1557
ENSP00000340688,1064,1012,1260,648,763,123,1053,1666,474,2193,776,1995,283,861,1616,1035,1049,6407,2440,1441,1259
ENSP00000359756,10639,7599,10121,5598,11244,1512,2900,6977,3535,22024,8392,1794,381,1823,4353,2062,4033,1767,3372,2954,1283
ENSP00000423388,1374,1270,460,474,603,24,119,647,757,3550,1473,545,33,1050,1405,177,164,279,403,812,151
ENSP00000378358,109,132,5,91,3,0,32,447,20,3,16,57,16,88,69,5,11,33,37,37,15
ENSP00000394643,9086,4617,13128,2702,3107,714,1327,4358,659,4104,885,3,1,34,24,2,11,3,5,13,2
ENSP00000500292,451,290,701,209,457,76,211,665,126,290,213,1002,325,534,785,503,485,338,2160,650,1902
ENSP00000393631,25,26,168,44,38,17,2,28,12,103,20,100,82,142,145,48,94,274,177,71,96
ENSP00000362888,406,567,369,540,147,130,709,338,156,344,161,482,289,367,801,618,471,672,839,732,383
ENSP00000304501,154,58,330,119,105,16,16,241,60,117,46,26,1,4,49,32,14,19,1388,65,378
ENSP00000241356,1131,145,279,364,131,211,40,330,110,372,275,134,10,56,137,113,103,187,41,111,89
ENSP00000397694,2775,1190,2340,1655,1141,431,941,1666,468,1409,566,2716,663,1308,2589,1281,2163,1839,3324,2521,2353
ENSP00000420200,352,206,254,250,118,69,190,170,88,243,92,796,560,478,1135,562,931,575,139,1213,279
ENSP00000506851,30,28,67,43,16,20,48,64,12,57,23,198,5877,913,452,9773,64,56,150,124,164
ENSP00000369099,451,131,377,158,254,63,1,235,139,424,210,1119,202,640,496,356,475,636,650,690,705
ENSP00000369960,484,397,1295,195,184,100,102,896,110,446,76,33,5,41,11,17,99,200,4,158,58
ENSP00000280155,19,314,37,95,713,12,19,844,211,120,60,1917,38,838,1294,244,1220,1094,1635,2379,857
ENSP00000426268,314,444,412,142,96,27,336,442,127,177,115,524,382,5652,3125,151,463,2752,271,942,275
ENSP00000358301,8,26,21,19,31,12,3,34,5,25,3,76,6,4,123,388,194,4,9,87,39
ENSP00000305372,197,65,163,258,108,55,44,143,116,456,84,809,380,290,895,188,1408,142,3433,4364,3592
ENSP00000485288,1632,1166,1815,1327,840,409,723,1343,641,1778,768,1608,7132,984,1849,1360,1137,1803,2040,1927,1328
ENSP00000518203,3694,2526,4488,450,1216,85,4426,3113,116,4477,4260,988,18067,11882,732,4077,477,430,1198,329,358
ENSP00000424680,222,29,57,46,9,1,24,55,2,8,18,18,4,8,2,17,9,15,27,51,737
ENSP00000353402,2351,3064,5121,1050,2438,378,1535,2567,572,2154,1003,2691,590,3217,3131,1704,2547,3645,2194,2538,1425
ENSP00000422166,20675,7564,32429,9669,12296,2231,19048,13074,2941,19720,7774,9165,4162,4191,4649,4582,5874,7461,13687,8289,9267
ENSP00000378578,43204,18385,32099,33327,18271,10012,11000,21165,8309,34873,25956,7495,21627,8026,10232,5209,6369,9269,12453,8641,6058
ENSP00000359489,2611,409,1511,6292,470,75,931,705,253,706,342,219,4,37,413,360,93,34,10,21,65
ENSP00000387207,4106,3874,2597,1908,554,611,650,613,1125,3301,1077,276,40,180,637,376,42,1144,200,1130,183
ENSP00000357973,456,100,352,166,214,53,277,151,140,360,152,87,31,38,133,124,98,78,225,157,84
ENSP00000269143,3811,2802,5027,2403,923,432,2108,1246,1075,1109,1218,2393,5088,1482,1240,1725,987,949,2004,1573,1789
ENSP00000386890,1684,615,2357,1964,623,729,254,620,338,973,327,275,223,140,876,767,522,675,1633,681,879
ENSP00000512229,10205,6544,5747,5939,2918,1038,848,2729,2538,4801,2794,1849,756,2743,1865,933,1431,1672,3439,2145,2741
ENSP00000257897,1229,435,830,1156,408,387,730,944,297,576,194,145,478,142,254,245,208,193,129,86,109
ENSP00000392513,270,123,251,289,155,138,235,170,108,604,128,320,107,262,398,219,202,495,656,332,296
ENSP00000402792,250,86,385,300,174,135,23,200,109,475,157,209,87,141,384,237,196,409,532,341,263
ENSP00000392206,943,209,1138,1183,450,218,118,532,255,686,160,725,234,509,960,474,563,655,1272,625,872
ENSP00000388275,881,281,705,262,207,150,62,116,284,780,287,107,63,125,116,36,53,93,27,74,27
ENSP00000387282,8030,8824,9829,5075,5052,1617,2922,12808,2622,5793,3964,6053,1913,3263,4459,1701,4551,2148,2871,4934,2995
ENSP00000365251,6224,2104,4719,2332,2327,1390,671,3134,915,3758,1486,1420,2092,1837,1564,940,1210,844,985,1161,1046
ENSP00000419422,801,248,51,17,104,9,17,204,47,646,56,4422,543,1058,1651,268,3855,169,79,6118,2000
ENSP00000315931,1183,800,754,1424,452,221,351,572,389,937,702,1015,1282,544,1216,660,763,1069,2199,1205,2221
ENSP00000382120,71,32,72,86,35,1,44,13,30,49,28,51,7,2,33,14,26,27,57,48,24
ENSP00000423681,1790,937,2228,1351,1115,255,330,940,482,970,699,2858,3143,4609,2168,1438,1659,1525,2517,2238,1948
ENSP00000367432,475,331,73,267,101,103,743,167,230,805,283,139,9,70,116,6,129,118,87,122,130
ENSP00000412388,69,77,108,172,33,47,35,55,89,79,94,345,170,1528,1547,548,277,978,639,353,310
ENSP00000362548,4371,1979,4954,1501,2027,400,784,2257,504,1988,821,4064,3395,3802,3973,2533,2836,3363,6116,4478,3592
ENSP00000510584,56,37,32,14,11,3,2,12,1,5,18,1,1,2,1,0,0,11,0,4,1
ENSP00000298545,240,65,103,248,76,9,51,55,42,145,31,117,9,47,50,23,32,56,86,38,55
ENSP00000418771,2533,463,2365,748,983,120,255,262,386,1790,451,289,60,336,399,201,204,353,421,542,239
ENSP00000453768,28004,11842,30808,20027,20270,8699,12851,27472,6401,30039,12446,10227,11743,7080,9069,10777,7591,20124,8535,6909,5313
ENSP00000378207,316,125,153,372,70,238,39,138,93,64,149,58,20,55,73,45,74,279,40,44,44
ENSP00000506674,26719,8355,19295,19265,12268,4851,3992,8361,5505,22430,12940,7190,3485,5754,4127,2485,4159,4565,6425,4726,4589
ENSP00000299576,450,187,326,320,185,100,34,181,117,474,164,620,847,542,1042,623,430,710,883,674,501
ENSP00000363201,11381,4401,17054,11482,4696,5568,3858,8853,2978,6169,2769,4041,353,2734,3228,1675,7575,6942,1615,4366,1466
ENSP00000361140,2306,1175,1946,1458,469,316,811,961,773,704,1022,1830,616,1303,3174,1603,1770,2738,4279,3172,3061
ENSP00000370129,376,690,125,320,125,273,111,541,89,269,181,1269,313,226,722,494,620,60,2388,1086,509
ENSP00000235835,1769,957,1076,409,296,195,377,491,334,436,567,796,1331,348,1274,822,539,1376,1698,1124,1345
ENSP00000375710,1127,1184,2048,2072,661,463,647,1456,317,671,314,3357,7182,2898,2521,1427,1490,1669,3049,2106,2124
ENSP00000305988,1989,749,1259,961,2784,211,570,1861,430,946,1268,1412,73,2230,2488,660,305,460,1025,1643,1111
ENSP00000273450,12415,4677,3866,12926,400,1620,5731,650,625,4822,298,1325,7339,3386,2241,1133,1690,656,378,1641,139
ENSP00000461916,5827,2714,1572,1421,847,582,722,980,1855,2389,818,2184,719,1211,3682,1504,2052,2044,11252,4496,10011
ENSP00000417687,679,342,237,576,131,152,89,340,137,238,237,426,459,393,640,550,229,555,3822,424,803
ENSP00000450436,4922,1265,603,1571,894,194,540,925,374,816,577,1424,1829,2656,1828,1478,986,1399,1228,1179,1096
ENSP00000346827,4617,3701,2651,3654,1597,633,674,1400,687,1187,509,2968,2666,1474,3137,2068,2693,1744,4096,3452,2393
ENSP00000478130,9366,3563,7539,6636,4152,1592,1317,3877,2240,8527,3545,1297,725,1436,2966,1828,2013,3471,3546,2293,1889
ENSP00000380793,849,807,765,1120,578,173,229,901,390,312,293,1082,855,686,1339,624,1149,872,1849,1631,1403
ENSP00000368152,700,304,422,574,266,124,388,268,102,308,124,767,332,752,520,315,380,489,806,418,472
ENSP00000415885,660,308,300,379,359,146,90,279,215,414,218,375,207,374,557,318,234,386,709,436,290
ENSP00000369858,446,287,2007,265,563,264,54,5504,266,190,280,306,24,245,420,224,615,359,192,244,286
ENSP00000258888,20825,8179,8500,2946,1541,1057,7477,2377,454,8051,1142,763,52241,9297,2611,8232,365,205,221,741,140
ENSP00000421592,825,1032,841,1096,618,163,371,678,178,384,173,1039,1223,1000,1396,706,1071,826,1676,1705,1512
ENSP00000318313,4932,2998,4105,4385,2232,776,2139,2889,1279,4083,1425,2241,1247,1365,1339,902,1195,1695,2032,1786,1975
ENSP00000221496,25,27,59,35,24,35,38,54,15,65,15,45,316,70,63,12,17,49,76,92,27
ENSP00000266581,672,396,625,479,522,59,94,469,259,464,286,632,52,3682,1673,247,511,696,440,1100,162
ENSP00000323096,0,0,0,0,0,2,257,360,65,36,12,0,0,0,0,0,0,0,0,0,0
ENSP00000272647,1935,1305,1135,1020,788,342,390,1103,247,979,502,2266,695,1500,2111,922,1720,1993,2974,2367,1982
ENSP00000299155,915,717,135,303,31,20,4625,164,360,81,370,32,1,8,441,26,576,12,848,115,239
ENSP00000305557,2494,1690,801,1385,763,216,192,509,710,1554,498,470,402,303,1001,455,283,785,459,570,442
ENSP00000249883,4045,3924,1443,4161,1228,377,3645,821,1265,1793,650,16528,2435,8323,8341,3119,5237,3947,4744,5959,4758
ENSP00000489753,3,11,3,16,7,57,0,11,3,3,3,8,23130,1,11,5,45,0,6,63,7
ENSP00000432707,2589,581,2519,838,1204,473,690,2634,450,1650,753,612,22506,270,397,315,507,426,1792,327,1591
ENSP00000490871,1413,878,924,1084,584,271,614,267,331,1209,452,1517,495,1441,2734,1630,1256,3943,3372,1596,1724
ENSP00000433347,1191,378,678,260,176,27,88,131,136,695,147,2635,2606,3093,2197,1829,1179,1662,1391,2163,1351
ENSP00000308149,57,11,64,49,190,203,49,72,31,33,20,22,5,151,13,40,17,63,37,9,21
ENSP00000458143,507,588,992,561,322,52,522,581,201,352,180,1522,2298,1206,2096,1507,1410,1026,2347,1926,1764
ENSP00000421842,2133,1264,823,1403,926,184,133,731,449,662,503,1337,1636,947,1890,1588,1193,1065,1433,1523,1505
ENSP00000441774,352,320,142,276,175,161,51,170,86,193,133,203,287,433,274,233,153,269,395,287,256
ENSP00000318775,1990,746,1597,1054,710,215,537,672,529,1760,787,1115,456,1027,1864,1044,972,1748,2103,1675,1270
ENSP00000394394,2600,1540,1336,1686,1053,332,795,1140,478,1736,726,1371,1220,915,2441,1102,1034,2566,6165,2071,1918
ENSP00000336762,519,342,1573,1006,326,3,125,414,130,335,197,590,35,400,515,286,417,450,381,712,828
ENSP00000251089,2023,879,1765,1120,746,207,742,1103,373,1627,571,1133,518,784,2233,1348,1607,1871,1159,1474,628
ENSP00000486858,3996,937,3288,2204,3043,305,707,2304,568,3198,1620,1077,224,225,3676,5377,4719,1153,488,2123,817
ENSP00000360170,55,104,1,5,1,55,0,41,72,2,1589,11,6,4,17,29,21,24,35,18,32
ENSP00000465597,16,4,31,22,24,0,15,29,5,7,7,25,0,4,17,57,7,17,12,25,33
ENSP00000464941,2,2,65,2,2,10,0,398,0,3,6,31,5,18,15,12,29,24,20,19,16
ENSP00000407459,1991,686,934,1093,545,272,175,265,514,1784,664,204,118,256,331,149,81,232,180,267,111
ENSP00000500538,148,57,79,120,46,10,52,24,74,145,177,26,10,22,47,17,25,21,129,36,36
ENSP00000306678,118,33,306,105,39,46,131,117,41,244,23,34,10,37,32,16,14,79,219,64,136
ENSP00000362415,3472,1739,2092,2585,852,531,1387,1039,748,2467,869,812,309,838,894,563,447,787,1549,904,798
ENSP00000360762,44,70,26,14,111,4,150,579,6,12,7,103,1231,30,405,161029,28,17,20,57,61
ENSP00000267339,9176,3748,8061,5612,4571,2171,3063,3125,1488,5776,2961,7923,8457,6138,9549,4256,6383,10149,5484,6277,4275
ENSP00000474172,4557,3185,2506,2498,2772,1200,3044,2242,1868,2451,3918,4737,964,3197,2977,1479,1927,1810,5010,2529,3847
ENSP00000427130,1215,1223,1858,1728,914,524,1709,1850,739,1836,521,2193,276,1032,2697,1183,1280,2560,6106,2006,3633
ENSP00000351416,48649,20183,26345,32673,21994,5656,6191,19980,9489,27574,15884,5398,3833,4812,5663,3359,4952,4176,7456,5792,4212
ENSP00000510683,0,6,0,0,17,10,0,12,1,1,2,0,27,0,0,18,2,2,394,0,132
ENSP00000298808,23,5,1,6,0,13,5,0,2,1,23,22,919,2,82,1273,7,2,41,12,64
ENSP00000321731,360,134,556,481,120,79,44,230,59,358,53,86,108,105,248,103,212,88,104,130,78
ENSP00000502237,6311,1657,2924,2019,2177,454,499,1167,807,5562,1342,668,283,422,638,520,518,848,1123,674,423
ENSP00000382379,2709,1219,2945,1536,2952,647,1730,2568,608,2243,1606,5645,3512,6183,3258,1422,2792,2141,2801,3691,3853
ENSP00000274361,345,90,441,351,491,24,79,43,75,362,44,14,2,5,8,16,14,11,202,17,10
ENSP00000477778,1925,858,1836,1386,661,322,370,875,356,2571,760,300,31,257,295,166,225,289,216,318,133
ENSP00000485004,4155,1499,2308,2187,1554,686,707,920,781,3885,1555,334,51,315,432,255,388,393,265,537,257
ENSP00000435790,2267,1418,2290,2422,1110,241,2300,1284,710,1427,499,840,115,990,814,419,445,678,620,540,534
ENSP00000331268,227,117,44,241,145,1,0,1,3,35,52,8,3,7,37,46,21,27,8,10,9
ENSP00000429015,726,330,580,485,280,26,117,253,149,287,148,700,808,469,1111,522,469,916,1332,915,654
ENSP00000429035,48,76,20,48,73,2,19,54,18,61,4,212,33,47,395,203,173,631,867,421,315
ENSP00000452523,4208,747,3193,1620,1129,359,152,1163,303,1525,743,20,18,109,280,83,43,85,79,218,37
ENSP00000304586,771,627,1096,1167,364,138,1107,407,247,583,200,1006,295,1193,1713,763,657,2072,2109,1463,1071
ENSP00000394359,2192,1060,5181,1714,1095,479,3054,1635,644,2715,716,4217,2199,2798,3012,2303,2183,4414,6802,2768,3587
ENSP00000432843,4829,1969,3175,9939,2163,474,2821,4446,3117,14534,3246,949,533,959,2782,1285,468,3399,2245,3283,1899
ENSP00000292246,1600,1030,1328,1064,896,354,249,591,345,1181,644,1011,341,825,2236,822,1572,1266,2198,2121,2018
ENSP00000274979,282,269,609,125,182,62,352,280,157,465,332,131,9,46,49,49,60,98,28,70,23
ENSP00000417864,7469,4758,7221,7439,4694,1406,3730,3490,1116,2214,2027,2686,2022,2435,4486,3767,3877,3110,4469,4536,3179
ENSP00000266594,17,11,10,14,2,87,1,3,4,17,1,2,0,0,2,2,0,2,4,4,1
ENSP00000301945,2865,5896,1982,4814,10920,776,801,7508,3055,7956,6589,27517,1444,11612,18546,7282,4216,9482,3137,10669,15078
ENSP00000379342,10814,6906,16098,4754,14221,2835,2424,16948,3577,4210,6315,23677,4121,14869,28032,13889,18264,7136,67170,31511,41983
ENSP00000479862,313,210,599,256,155,130,115,123,90,233,52,210,69,98,230,158,273,181,275,321,175
ENSP00000483783,3951,964,1913,3185,382,1506,254,767,660,1703,867,333,37,129,263,150,383,203,95,102,52
ENSP00000418614,14070,7337,3077,38491,11,835,5644,1153,21646,5582,3145,27,0,0,0,2,7,1,5,4,39
ENSP00000274000,687,508,813,613,402,241,403,366,223,503,401,1100,304,961,1043,549,856,873,1676,1308,1439
ENSP00000350199,6779,4682,6389,5488,2578,1225,5622,5107,1787,5930,2924,3194,1667,1944,4034,1890,2792,2945,8102,4496,5612
ENSP00000299980,9288,5093,5390,8171,3700,910,2110,3948,1757,4373,2437,5828,3662,6580,4092,1710,3314,3305,6272,4168,4331
ENSP00000312442,2601,1267,3351,2684,731,552,3024,1638,772,2078,1014,853,102,374,988,564,766,1812,3442,1473,1959
ENSP00000291439,2456,2250,3575,3183,1212,906,2953,3050,1453,2603,1353,3617,1686,2190,3814,1700,1982,2561,2345,3465,2359
ENSP00000465865,274,284,26,557,9,26,45,5,23,15,67,164,8,7,0,2,4,7,2374,427,1631
ENSP00000346246,5400,5045,10908,6234,4283,1669,6092,9756,2755,6515,2637,7794,8876,4829,7529,4347,4404,5258,5984,5673,6432
