gene,TCGA.D7.5577.01A,TCGA.D7.6818.01A,TCGA.BR.4280.01A,TCGA.D7.8572.01A,GTEX.1399T.1326.SM.5PNVH,GTEX.13OVL.0011.R3b.SM.5L3I8,GTEX.Q2AI.0006.SM.2I3FG,GTEX.ZTSS.1226.SM.51MSZ
ENSP00000350633,498,276,197,237,1266,1253,1313,1312
ENSP00000305107,188,238,140,219,0,0,0,0
ENSP00000474534,3,3,8,12,636,495,1051,671
ENSP00000200639,464,533,459,440,0,0,0,0
ENSP00000366568,644,676,631,603,0,0,0,0
ENSP00000451040,115,215,83,168,791,804,359,697
ENSP00000464287,350,392,285,411,0,0,0,0
ENSP00000329467,0,0,0,0,1322,1176,981,1316
ENSP00000359520,312,243,244,430,0,1025,0,346
ENSP00000315417,0,0,0,64,0,0,0,0
ENSP00000251287,21,64,21,62,0,0,0,0
ENSP00000448785,386,383,153,336,0,0,0,0
ENSP00000297991,154,461,150,202,0,0,0,0
ENSP00000512633,1,1,1,2,0,0,0,0
ENSP00000426014,304,173,299,249,0,0,0,30
ENSP00000341021,0,0,0,18,0,0,0,359
ENSP00000346342,0,0,0,4,407,0,0,0
ENSP00000325527,227,415,195,464,0,0,0,0
ENSP00000333984,1,19,0,23,317,359,200,300
ENSP00000367832,152,152,9,54,500,559,200,159
ENSP00000296980,8,14,25,26,0,0,0,0
ENSP00000362051,202,72,69,373,320,0,0,382
ENSP00000307077,194,192,210,249,0,0,0,0
ENSP00000367173,115,45,73,105,0,0,0,0
ENSP00000218340,303,327,352,316,0,0,0,0
ENSP00000412035,335,389,394,399,0,0,0,0
ENSP00000478557,444,379,273,386,0,0,0,0
ENSP00000442477,0,18,1,5,807,1065,100,504
ENSP00000463847,4,11,8,25,988,495,921,608
ENSP00000419194,0,0,0,0,743,359,636,259
ENSP00000388465,348,305,368,358,951,927,779,1005
ENSP00000403016,348,343,265,405,0,0,0,0
ENSP00000326244,5,285,4,63,0,0,0,0
ENSP00000477920,0,0,0,0,0,0,0,0
ENSP00000483262,0,0,2,3,0,0,0,0
ENSP00000425590,1,26,1,2,970,873,232,869
ENSP00000485258,0,0,0,2,0,0,0,0
ENSP00000360158,24,53,1,74,900,907,914,924
ENSP00000420753,1,2,3,5,965,1110,819,947
ENSP00000367894,181,237,165,220,0,0,0,0
ENSP00000462879,0,0,10,4,486,346,495,281
ENSP00000333212,75,134,93,182,281,259,0,381
ENSP00000510600,36,148,30,196,0,0,0,0
ENSP00000516541,0,0,0,0,814,200,970,629
ENSP00000450420,340,280,510,391,0,0,0,0
ENSP00000370697,130,174,98,171,0,0,0,0
ENSP00000477507,318,293,299,341,1184,1056,892,1115
ENSP00000402238,2,2,4,4,0,0,0,0
ENSP00000461733,401,387,405,393,0,0,0,0
ENSP00000217999,15,6,19,0,370,100,0,100
ENSP00000442000,0,0,0,38,931,1126,748,1082
ENSP00000376512,336,440,224,223,0,0,0,0
ENSP00000400341,415,487,230,453,0,0,0,0
ENSP00000319476,135,38,107,154,731,593,440,711
ENSP00000295266,0,0,1,3,0,0,0,0
ENSP00000330240,241,187,224,309,100,0,0,0
ENSP00000392268,0,0,0,0,281,317,0,300
ENSP00000394014,357,299,455,390,0,0,0,0
ENSP00000369609,6,0,0,53,790,521,653,899
ENSP00000307241,352,317,378,318,0,0,0,0
ENSP00000393562,2,6,0,21,1111,971,100,874
ENSP00000512716,1060,919,940,799,425,159,0,100
ENSP00000470240,240,313,143,130,100,0,0,100
ENSP00000480476,238,277,398,282,389,317,494,517
ENSP00000422550,17,46,34,102,0,0,0,0
ENSP00000470534,597,478,554,541,522,530,575,576
ENSP00000478568,0,0,0,5,0,0,0,0
ENSP00000514220,175,158,232,248,159,100,0,0
ENSP00000040663,104,210,256,380,0,232,200,0
ENSP00000377602,121,251,438,129,1095,1040,897,1165
ENSP00000440087,157,38,73,129,1096,987,1091,1119
ENSP00000228887,50,46,56,147,0,0,0,100
ENSP00000481212,49,112,54,177,0,0,0,0
ENSP00000474438,828,587,423,463,0,0,0,0
ENSP00000285398,223,207,271,288,0,0,0,0
ENSP00000465057,48,25,57,46,459,513,200,200
ENSP00000353533,257,258,269,258,733,794,535,902
ENSP00000332444,267,317,327,401,232,100,0,0
ENSP00000366637,0,1,0,1,0,0,0,100
ENSP00000513228,349,291,292,327,0,0,0,0
ENSP00000430515,178,240,119,293,0,0,0,0
ENSP00000347338,174,140,144,160,0,0,0,0
ENSP00000341819,1,0,1,6,0,0,111,209
ENSP00000418164,0,0,0,0,0,0,0,0
ENSP00000513694,4,64,1,22,0,0,0,0
ENSP00000492202,0,0,0,8,491,100,0,0
ENSP00000493366,0,3,0,0,390,295,304,285
ENSP00000369395,4,54,183,121,0,0,0,0
ENSP00000380460,301,300,364,340,316,1071,100,502
ENSP00000339952,18,145,10,41,0,0,0,0
ENSP00000220325,351,344,324,441,0,0,0,0
ENSP00000435380,7,0,165,100,100,0,0,0
ENSP00000328016,72,176,19,107,0,0,0,0
ENSP00000501211,0,52,1,6,259,0,0,0
ENSP00000482872,250,529,316,267,391,750,159,332
ENSP00000247005,0,0,0,0,0,0,0,0
ENSP00000413158,482,446,456,437,0,0,0,0
ENSP00000340083,304,263,378,314,0,0,0,0
ENSP00000321449,463,383,356,346,0,0,0,0
ENSP00000356036,171,168,233,238,0,0,0,0
ENSP00000502429,731,622,727,575,0,0,0,0
ENSP00000450505,175,48,67,91,0,0,0,0
ENSP00000406293,349,389,122,183,551,384,710,584
ENSP00000312631,6,899,257,36,1056,864,1297,860
ENSP00000495988,0,0,0,2,0,0,0,0
ENSP00000369048,13,450,129,32,609,1521,567,755
ENSP00000490361,0,0,0,0,1178,1101,1046,1156
ENSP00000430000,331,370,408,367,0,0,180,0
ENSP00000380746,47,487,217,169,159,0,0,100
ENSP00000379895,518,153,116,256,867,746,555,841
ENSP00000285737,295,281,343,330,0,0,0,0
ENSP00000480945,232,273,250,267,200,0,332,0
ENSP00000428564,345,308,405,394,0,0,0,0
ENSP00000389988,415,356,462,436,334,311,124,362
ENSP00000437362,210,69,148,187,332,417,317,281
ENSP00000281187,333,387,334,337,491,549,200,575
ENSP00000362103,21,10,4,31,1138,1013,1049,1134
ENSP00000443299,69,57,53,65,947,788,604,931
ENSP00000226299,704,492,594,540,0,100,0,100
ENSP00000379326,2,14,2,60,0,0,0,0
ENSP00000333113,180,149,256,278,0,536,0,332
ENSP00000274063,282,781,324,666,0,0,0,0
ENSP00000383189,0,0,0,0,0,0,0,0
ENSP00000308386,302,352,356,399,100,0,0,0
ENSP00000495403,0,0,0,0,885,1176,100,949
ENSP00000515458,447,481,464,433,781,661,536,757
ENSP00000277540,224,182,245,241,1059,1052,1013,1090
ENSP00000228705,212,168,310,345,1080,1145,934,1147
ENSP00000372547,0,0,0,0,0,0,0,0
ENSP00000339087,58,75,124,110,1043,1029,863,1139
ENSP00000322408,2,106,1,140,0,0,0,0
ENSP00000432088,586,494,551,438,0,0,0,0
ENSP00000379153,454,441,414,445,200,0,0,100
ENSP00000289228,460,394,440,444,0,0,0,0
ENSP00000399735,401,364,475,385,0,0,0,0
ENSP00000402623,465,490,451,400,688,809,583,688
ENSP00000388940,300,342,416,424,0,0,0,0
ENSP00000485966,535,505,582,459,0,0,0,0
ENSP00000336972,501,464,373,374,964,830,1266,1120
ENSP00000397103,0,0,0,0,1084,934,974,1042
ENSP00000509385,88,219,447,260,0,100,0,100
ENSP00000362935,26,24,27,40,0,0,0,0
ENSP00000305480,433,452,416,525,1108,998,746,1223
ENSP00000412807,364,380,303,396,1080,1066,744,1061
ENSP00000265080,50,94,217,158,0,0,0,0
ENSP00000433329,32,38,19,84,491,414,333,517
ENSP00000480851,37,180,11,80,0,0,0,0
ENSP00000428376,199,353,191,402,0,0,0,100
ENSP00000461827,211,248,264,302,281,100,0,200
ENSP00000450783,265,318,292,318,259,0,0,300
ENSP00000342838,244,412,345,368,0,0,0,0
ENSP00000322845,297,348,274,357,923,725,1030,946
ENSP00000385636,67,183,67,386,251,100,0,0
ENSP00000331358,44,24,79,53,896,715,1018,929
ENSP00000329797,78,123,98,185,159,0,0,0
ENSP00000447834,419,340,294,301,936,877,742,1040
ENSP00000430190,236,176,224,241,259,0,486,200
ENSP00000370764,640,590,511,482,0,0,100,0
ENSP00000444022,274,260,303,274,0,0,0,0
ENSP00000502524,409,467,473,410,0,0,0,0
ENSP00000301738,415,374,376,405,0,0,0,0
ENSP00000434791,119,117,78,174,0,0,159,0
ENSP00000267549,136,134,106,139,1130,1000,775,1205
ENSP00000518888,211,208,228,203,0,0,0,0
ENSP00000303276,164,305,103,161,946,935,760,874
ENSP00000489472,17,25,0,2,0,0,0,0
ENSP00000379738,224,3,74,82,159,0,200,346
ENSP00000500444,231,329,316,240,0,0,0,0
ENSP00000357882,87,24,73,56,0,0,0,0
ENSP00000385137,43,31,44,60,0,159,0,159
ENSP00000291592,110,152,154,198,882,847,708,892
ENSP00000265276,87,116,142,216,960,710,831,828
ENSP00000357051,320,404,368,339,0,0,0,0
ENSP00000321386,18,6,6,30,0,0,0,0
ENSP00000218230,68,952,192,467,394,159,0,300
ENSP00000399896,231,300,336,311,0,0,0,0
ENSP00000356989,579,519,524,569,259,100,100,100
ENSP00000508359,148,101,118,138,0,0,0,100
ENSP00000280285,216,305,286,341,0,0,0,0
ENSP00000264723,4,127,15,68,532,536,159,400
ENSP00000243913,7,11,12,40,0,0,0,0
ENSP00000471655,106,81,170,180,998,761,775,939
ENSP00000428579,2,18,13,20,1068,1237,346,748
ENSP00000483161,1,7,2,11,0,0,0,100
ENSP00000271620,261,369,322,379,0,0,0,0
ENSP00000377238,459,540,553,512,1191,1067,731,1173
ENSP00000276943,0,2,7,21,0,0,0,0
ENSP00000430706,243,131,195,79,1220,1151,1188,1313
ENSP00000463221,282,155,208,204,0,0,0,0
ENSP00000221444,5,1,1,3,0,0,0,0
ENSP00000334187,0,0,0,6,0,0,0,0
ENSP00000337512,196,121,265,249,1064,870,985,1016
ENSP00000360985,267,319,436,405,0,0,0,0
ENSP00000398860,235,239,389,347,825,782,591,685
ENSP00000352329,16,43,19,52,0,0,0,0
ENSP00000328397,262,322,134,206,0,0,0,0
ENSP00000334998,0,0,0,21,391,159,0,259
ENSP00000401938,157,206,368,329,0,0,0,0
ENSP00000313833,3,39,224,16,927,844,805,977
ENSP00000410643,246,208,217,244,296,121,0,245
ENSP00000335307,0,0,0,7,994,783,300,972
ENSP00000355800,377,301,433,400,0,0,0,0
ENSP00000431620,341,389,317,355,0,0,0,0
ENSP00000355464,257,250,304,303,0,0,0,0
ENSP00000490137,1,1,7,18,0,100,0,0
ENSP00000473089,37,137,72,132,0,0,0,0
ENSP00000504290,493,456,478,423,727,627,886,688
ENSP00000462418,0,2,5,4,100,0,0,200
ENSP00000450983,280,291,357,436,232,100,788,0
ENSP00000505355,192,179,55,411,0,0,0,0
ENSP00000344741,338,325,488,406,0,0,0,0
ENSP00000326194,121,173,154,236,792,631,396,739
ENSP00000444736,0,5,1,8,100,259,0,100
ENSP00000365174,4,16,1,60,739,657,529,695
ENSP00000298687,194,272,326,249,630,521,1085,659
ENSP00000368856,271,296,368,327,787,1384,619,1019
ENSP00000451066,0,0,0,30,0,0,0,0
ENSP00000333181,0,0,0,11,325,0,243,302
ENSP00000386461,25,310,476,420,100,200,0,0
ENSP00000380077,137,108,128,194,0,0,100,0
ENSP00000307199,29,24,0,18,0,0,0,0
ENSP00000473408,376,328,316,306,0,0,0,0
ENSP00000364643,0,0,0,1,391,100,452,200
ENSP00000515873,56,123,114,130,1045,915,833,1014
ENSP00000401018,145,100,180,186,0,0,0,0
ENSP00000450393,132,128,174,230,0,0,0,0
ENSP00000369578,0,0,0,0,0,0,0,0
ENSP00000376758,242,187,287,263,0,0,0,0
ENSP00000319127,7,145,8,187,0,0,0,0
ENSP00000327545,37,495,16,159,987,939,619,1006
ENSP00000365926,370,371,395,377,200,100,0,0
ENSP00000387144,39,115,137,152,0,0,0,0
ENSP00000266503,298,202,176,299,100,0,0,0
ENSP00000367064,6,14,7,25,0,0,0,0
ENSP00000329684,52,31,15,126,159,654,100,100
ENSP00000374632,0,0,0,13,0,0,0,0
ENSP00000498019,812,726,789,728,0,0,0,0
ENSP00000299705,213,342,233,200,0,0,0,0
ENSP00000478478,0,0,1,2,539,876,317,1010
ENSP00000499950,237,235,187,250,1015,684,766,964
ENSP00000217420,0,1,0,4,0,0,0,0
ENSP00000491593,396,379,456,480,0,0,0,0
ENSP00000333183,0,0,0,0,418,0,0,0
ENSP00000341412,0,0,6,2,0,0,0,0
ENSP00000306335,132,126,46,161,780,200,459,525
ENSP00000347409,38,5,7,22,1040,820,327,891
ENSP00000420189,398,469,427,394,0,0,0,0
ENSP00000239690,236,218,299,293,0,0,0,0
ENSP00000449571,511,498,611,527,0,0,0,0
ENSP00000322087,0,60,2,5,0,0,0,0
ENSP00000331867,0,4,0,13,0,100,0,0
ENSP00000384405,236,216,301,292,0,0,0,0
ENSP00000427240,0,3,0,17,1102,937,994,1036
ENSP00000354775,381,432,444,462,475,0,350,587
ENSP00000343002,48,173,141,178,0,871,0,0
ENSP00000400484,1,0,0,6,553,423,251,413
ENSP00000371469,197,268,235,233,1058,926,996,1120
ENSP00000419052,108,21,254,37,0,0,0,0
ENSP00000376962,0,1,1,2,507,468,1126,530
ENSP00000515485,0,1,2,6,159,0,0,0
ENSP00000410245,253,271,239,201,0,0,0,100
ENSP00000407114,197,210,231,265,1086,1053,943,1059
ENSP00000423533,16,10,51,39,0,0,0,0
ENSP00000404120,2,2,1,173,959,878,856,935
ENSP00000429491,311,297,365,398,0,0,0,0
ENSP00000309565,662,626,695,612,0,0,0,0
ENSP00000396854,402,386,430,381,0,0,0,0
ENSP00000357467,18,29,8,44,559,464,0,629
ENSP00000216338,387,78,186,192,559,509,0,370
ENSP00000514349,161,113,185,187,200,100,0,0
ENSP00000356729,225,46,55,95,159,275,0,184
ENSP00000243167,351,345,453,205,0,0,0,0
ENSP00000506542,297,270,319,368,0,0,0,100
ENSP00000384436,132,117,132,192,200,0,0,0
ENSP00000419475,252,244,268,316,771,639,654,709
ENSP00000451802,0,0,0,2,869,1134,992,915
ENSP00000379680,403,483,335,438,555,394,1337,343
ENSP00000377172,7,56,76,44,0,0,0,0
ENSP00000327054,484,409,431,537,280,315,448,377
ENSP00000476436,27,10,27,11,259,370,0,259
ENSP00000260746,248,308,251,249,0,0,0,0
ENSP00000428940,45,80,1,6,0,0,0,0
ENSP00000352678,260,244,343,267,0,0,0,0
ENSP00000455871,353,378,255,413,0,0,0,0
ENSP00000396252,45,26,27,27,0,0,0,0
ENSP00000301831,43,55,79,101,0,0,0,0
ENSP00000429760,99,8,53,50,1201,1045,1242,1159
ENSP00000465533,12,7,2,117,0,0,0,0
ENSP00000314914,0,285,1,28,0,0,0,0
ENSP00000328444,0,0,3,2,332,300,0,100
ENSP00000463762,1,0,3,27,1120,1158,639,1230
ENSP00000307722,0,469,1,17,100,200,446,159
ENSP00000458192,5,8,1,15,0,0,0,0
ENSP00000389160,352,311,258,210,0,0,100,0
ENSP00000384573,0,0,0,0,0,0,0,0
ENSP00000380271,28,207,51,122,0,0,0,0
ENSP00000430788,75,0,89,97,0,0,0,100
ENSP00000334134,5,2,1,21,1012,978,846,1041
ENSP00000489273,0,0,0,0,0,0,0,0
ENSP00000006015,4,132,101,198,0,0,0,0
ENSP00000407748,594,549,629,568,0,0,0,0
ENSP00000501402,36,63,1,65,0,0,0,0
ENSP00000405421,111,234,184,213,0,0,0,0
ENSP00000420211,277,360,280,366,0,0,0,0
ENSP00000401371,276,198,426,354,0,0,0,0
ENSP00000450991,922,659,812,688,100,575,100,300
ENSP00000443988,305,283,368,343,615,547,0,381
ENSP00000425882,503,411,469,336,0,0,0,0
ENSP00000468614,0,0,0,10,200,317,464,100
ENSP00000331965,238,122,174,227,432,317,232,100
ENSP00000274456,221,111,117,277,415,240,0,473
ENSP00000356471,104,119,150,164,0,0,0,0
ENSP00000486888,0,2,4,4,889,832,813,868
ENSP00000358964,5,63,24,41,0,0,0,0
ENSP00000236979,0,6,0,0,420,404,0,469
ENSP00000494088,63,144,27,144,998,890,717,1033
ENSP00000428746,345,33,228,292,605,677,641,622
ENSP00000370908,5,20,27,13,439,508,136,627
ENSP00000461862,10,20,4,42,425,259,0,259
ENSP00000508791,415,463,347,431,300,346,100,232
ENSP00000489484,431,403,357,413,0,0,0,0
ENSP00000420295,45,35,43,156,159,0,0,0
ENSP00000384490,197,468,66,332,1074,986,923,1122
ENSP00000364844,3,29,2,5,538,232,322,467
ENSP00000484085,176,200,295,231,200,200,159,200
ENSP00000518806,368,308,360,362,0,0,0,0
ENSP00000506973,19,49,14,41,1048,1056,942,1056
ENSP00000352119,104,128,81,84,159,0,0,0
ENSP00000259523,588,368,677,517,935,950,1023,945
ENSP00000248072,0,0,0,4,0,100,0,0
ENSP00000432068,391,409,307,367,678,100,681,400
ENSP00000369361,448,166,198,240,0,317,0,0
ENSP00000364585,584,539,552,571,0,0,0,0
ENSP00000335171,249,205,266,262,0,0,0,0
ENSP00000378127,358,224,356,426,718,1200,464,990
ENSP00000374114,255,377,227,430,0,0,0,0
ENSP00000263035,268,291,273,306,1187,902,753,974
ENSP00000300692,455,167,358,313,200,0,0,100
ENSP00000301547,129,76,203,152,0,0,0,0
ENSP00000476763,456,383,473,390,1050,674,950,1107
ENSP00000499243,2,12,2,44,417,370,0,200
ENSP00000320096,290,250,178,240,0,259,0,100
ENSP00000449406,199,235,230,264,959,868,867,1022
ENSP00000315111,13,59,21,225,100,0,100,100
ENSP00000298355,3,17,3,106,1151,1021,300,1018
ENSP00000475367,305,331,167,355,100,693,100,619
ENSP00000443610,176,178,285,283,0,0,0,0
ENSP00000497588,510,526,522,577,0,0,0,0
ENSP00000387203,179,145,134,123,0,0,0,0
ENSP00000344729,29,27,0,6,0,0,0,0
ENSP00000469394,0,0,0,3,346,755,100,359
ENSP00000439311,45,96,60,93,0,0,0,0
ENSP00000456028,170,406,219,351,232,344,159,0
ENSP00000265594,282,222,347,247,281,0,0,100
ENSP00000268719,126,197,202,223,259,100,0,0
ENSP00000363315,365,378,389,438,417,332,0,159
ENSP00000356621,185,206,245,293,0,0,0,0
ENSP00000310594,0,10,2,10,1195,1129,1102,1313
ENSP00000387030,342,279,480,440,691,475,370,439
ENSP00000497482,0,2,0,21,0,0,0,0
ENSP00000399211,92,72,76,52,100,0,0,0
ENSP00000496633,320,303,345,333,1015,1017,1470,1107
ENSP00000359935,164,174,255,199,332,370,100,500
ENSP00000362135,343,313,377,323,259,0,0,332
ENSP00000494382,0,0,4,12,0,0,0,0
ENSP00000386869,205,241,230,312,0,0,0,100
ENSP00000484715,63,234,48,152,1273,1155,1144,1380
ENSP00000458537,2,7,3,5,0,0,0,0
ENSP00000258091,623,588,631,578,0,0,0,0
ENSP00000356247,6,102,84,38,928,1124,748,1119
ENSP00000470294,271,291,279,298,942,1163,509,850
ENSP00000400827,275,254,253,247,159,100,0,0
ENSP00000372654,1,0,0,2,259,159,0,232
ENSP00000476846,101,393,64,254,1178,889,824,1145
ENSP00000333948,383,356,333,342,159,100,0,100
ENSP00000362566,35,180,59,39,1011,773,300,762
ENSP00000308820,4,7,3,73,0,0,0,0
ENSP00000331907,352,309,232,325,100,0,0,232
ENSP00000430264,163,27,11,119,1008,871,968,1031
ENSP00000507976,350,377,312,385,909,650,1166,826
ENSP00000483467,10,34,4,23,0,0,0,0
ENSP00000230640,314,256,395,367,0,36,144,112
ENSP00000429335,0,0,0,4,187,0,158,208
ENSP00000403679,651,635,697,623,100,0,232,159
ENSP00000431107,119,141,165,195,0,0,0,0
ENSP00000345282,199,231,302,271,0,0,0,0
ENSP00000369081,244,268,245,343,230,459,120,424
ENSP00000296955,302,230,213,328,0,0,100,0
ENSP00000444561,626,593,553,529,359,400,100,200
ENSP00000310382,10,1,11,9,300,100,159,391
ENSP00000467584,496,665,441,683,859,591,332,809
ENSP00000405529,237,279,299,341,346,332,0,300
ENSP00000376506,387,291,438,360,0,0,0,0
ENSP00000392047,537,410,432,438,943,446,0,1041
ENSP00000278742,656,652,688,624,475,617,409,446
ENSP00000261796,73,36,12,23,0,0,0,0
ENSP00000493015,0,0,0,2,790,940,100,694
ENSP00000413126,200,138,230,304,106,0,0,176
ENSP00000470713,40,412,0,6,100,232,0,0
ENSP00000432057,296,264,336,340,1076,1058,1093,1185
ENSP00000430031,21,84,136,144,300,300,100,0
ENSP00000372143,0,65,9,23,0,0,0,0
ENSP00000380812,28,106,9,29,0,0,0,0
ENSP00000333889,477,527,409,366,159,159,100,100
ENSP00000455811,0,0,0,2,313,200,209,168
ENSP00000501911,352,280,228,208,0,0,0,0
ENSP00000433944,0,0,0,2,0,0,0,100
ENSP00000452201,286,223,245,165,0,0,0,0
ENSP00000340979,9,14,10,22,0,0,0,0
ENSP00000345957,920,730,903,873,944,894,611,984
ENSP00000330148,15,52,7,58,163,0,106,207
ENSP00000479297,516,579,515,560,561,281,0,621
ENSP00000475727,159,154,132,150,1235,1376,374,1016
ENSP00000443168,0,0,0,9,459,0,159,159
ENSP00000319388,59,96,137,139,232,232,200,0
ENSP00000484875,4,0,3,2,0,0,0,0
ENSP00000353850,279,196,226,256,956,1248,930,982
ENSP00000257181,297,281,358,376,0,0,0,0
ENSP00000507885,13,91,29,31,904,689,963,855
ENSP00000455091,230,228,185,200,100,346,0,417
ENSP00000468348,192,138,202,139,716,806,332,751
ENSP00000299847,6,24,5,25,0,0,0,0
ENSP00000493157,0,0,0,0,0,0,0,0
ENSP00000300571,477,228,74,350,399,263,0,106
ENSP00000348550,85,174,73,273,0,0,0,0
ENSP00000251691,227,394,301,259,0,0,0,0
ENSP00000378207,56,30,38,165,1227,1050,1229,1063
ENSP00000313699,11,0,11,112,0,0,0,0
ENSP00000341115,479,484,424,382,0,0,0,0
ENSP00000406986,0,9,0,1,760,946,100,475
ENSP00000278174,311,237,328,314,0,0,0,0
ENSP00000327143,110,48,166,159,0,0,0,0
ENSP00000404911,17,8,12,15,232,0,200,0
ENSP00000461286,211,118,220,241,1460,931,1099,1843
ENSP00000422621,0,0,0,0,0,0,0,0
ENSP00000473652,553,551,509,525,234,101,202,232
ENSP00000381129,65,127,55,112,0,100,0,0
ENSP00000358861,95,79,48,101,100,259,0,232
ENSP00000473036,17,73,3,60,0,0,0,0
ENSP00000252998,183,115,349,166,1649,1287,1126,1663
ENSP00000373301,83,143,77,205,979,639,1461,859
ENSP00000506967,156,115,52,197,667,651,439,700
ENSP00000440994,22,41,62,43,0,0,0,0
ENSP00000366157,146,230,170,185,0,0,0,0
ENSP00000403980,0,0,0,18,1017,549,1136,1336
ENSP00000217313,607,722,446,690,0,0,0,0
ENSP00000377500,93,197,169,242,381,281,100,529
ENSP00000307218,236,179,273,160,0,100,0,0
ENSP00000315685,228,242,232,184,0,0,0,259
ENSP00000496959,164,304,61,267,0,0,0,0
ENSP00000286760,205,178,181,213,0,0,0,0
ENSP00000347309,98,86,57,103,0,0,0,0
ENSP00000446428,114,54,132,119,0,0,0,0
ENSP00000350937,466,336,450,473,317,100,100,100
ENSP00000381666,134,169,191,208,0,0,0,0
ENSP00000412404,0,0,0,0,845,839,625,851
ENSP00000400839,17,206,35,77,100,200,232,459
ENSP00000479832,1,42,3,59,1134,1083,1051,1131
ENSP00000482345,0,0,1,0,0,0,0,0
ENSP00000250559,219,186,234,267,100,0,0,0
ENSP00000374839,265,139,438,458,1011,945,810,982
ENSP00000423394,51,134,33,95,1036,0,0,1064
ENSP00000260227,819,76,58,666,0,0,0,0
ENSP00000416883,42,172,93,84,159,200,0,100
ENSP00000479457,1,2,1,44,0,0,0,0
ENSP00000335808,382,311,414,349,0,0,0,0
ENSP00000368887,360,292,434,392,0,0,0,0
ENSP00000375039,288,173,181,506,0,0,0,0
ENSP00000498766,0,6,0,3,0,0,0,0
ENSP00000438735,109,40,80,112,1010,970,1026,1147
ENSP00000473494,265,187,397,235,439,581,100,486
ENSP00000356857,158,171,50,172,100,232,0,100
ENSP00000387769,337,365,254,280,0,0,0,0
ENSP00000215885,6,0,78,4,1314,1337,1105,1450
ENSP00000398726,40,49,33,94,924,459,200,846
ENSP00000349945,0,0,0,0,0,0,0,0
ENSP00000463557,40,36,83,6,300,1029,159,200
ENSP00000295887,358,205,466,360,344,317,100,266
ENSP00000064724,21,359,3,49,0,0,0,0
ENSP00000354675,53,98,42,74,0,0,0,0
ENSP00000397512,256,174,246,305,0,0,0,0
ENSP00000268717,431,403,487,407,918,836,686,772
ENSP00000262794,2,9,6,42,259,0,100,0
ENSP00000478878,21,61,1,13,345,100,0,0
ENSP00000468818,219,263,202,214,0,0,0,0
ENSP00000290341,4,10,1,347,0,0,0,0
ENSP00000327797,626,601,604,500,0,0,0,0
ENSP00000501308,8,21,4,40,0,0,0,0
ENSP00000403349,425,276,432,363,0,0,100,0
ENSP00000233190,262,308,388,361,830,842,717,761
ENSP00000431981,24,80,13,145,0,0,0,0
ENSP00000351682,2,0,125,15,0,0,0,0
ENSP00000418082,756,617,672,626,254,0,228,205
ENSP00000402756,341,296,323,299,0,0,0,0
ENSP00000418622,39,67,66,126,0,281,0,100
ENSP00000355629,215,223,276,244,232,100,391,0
ENSP00000274361,28,1,1,20,0,0,0,0
ENSP00000412215,0,3,0,21,0,511,100,0
ENSP00000456324,361,345,376,406,1122,1097,921,1224
ENSP00000498711,0,1,7,6,0,0,0,0
ENSP00000412547,152,18,4,29,232,0,0,0
ENSP00000377655,87,112,165,205,1057,1232,525,1156
ENSP00000420306,202,212,219,342,0,0,0,0
ENSP00000412189,63,51,48,43,980,785,605,831
ENSP00000216468,170,371,230,290,539,500,625,425
ENSP00000501645,145,124,194,182,0,0,0,0
ENSP00000301480,1,2,1,174,0,0,0,0
ENSP00000492889,0,0,0,18,0,0,0,0
ENSP00000322300,142,75,178,177,0,0,0,0
ENSP00000322570,212,234,231,255,0,0,0,100
ENSP00000377114,162,85,211,160,0,0,0,0
ENSP00000386439,37,171,41,213,0,0,0,0
ENSP00000371450,93,224,68,348,1058,1003,1014,1062
ENSP00000243346,415,276,373,363,159,100,100,0
ENSP00000490729,16,268,21,201,0,0,0,0
ENSP00000343521,0,3,2,25,0,0,0,0
ENSP00000355889,450,449,530,501,872,699,232,1001
ENSP00000431586,90,85,91,136,0,0,0,0
ENSP00000515871,253,302,253,284,1384,1056,604,1400
ENSP00000256640,44,41,39,108,0,0,0,0
ENSP00000340644,0,5,0,14,0,0,0,0
ENSP00000346733,203,302,268,223,0,0,0,0
ENSP00000309751,218,240,243,315,0,0,0,0
ENSP00000296802,432,348,494,411,0,0,0,0
ENSP00000383984,547,490,538,496,346,100,0,100
ENSP00000225308,594,654,576,527,708,370,717,425
ENSP00000469379,26,61,170,137,0,0,0,0
ENSP00000474659,0,3,0,0,0,0,0,0
ENSP00000469332,0,10,2,6,593,444,452,542
ENSP00000386210,0,0,0,2,0,0,0,0
ENSP00000439208,483,491,440,428,0,0,0,0
ENSP00000262039,87,113,206,205,281,100,100,100
ENSP00000303550,81,117,35,129,0,0,0,0
ENSP00000435355,4,95,3,136,0,169,0,0
ENSP00000415234,458,467,462,501,0,0,0,0
ENSP00000337612,18,53,9,65,0,0,0,0
ENSP00000307128,379,416,366,429,0,0,0,100
ENSP00000322419,907,794,888,796,1164,1069,907,1149
ENSP00000312286,0,49,32,28,200,232,0,232
ENSP00000307156,452,530,345,553,0,0,0,0
ENSP00000444695,289,318,348,306,856,517,574,736
ENSP00000296238,423,464,33,94,0,0,0,100
ENSP00000505685,454,285,135,219,1491,1274,1300,1516
ENSP00000357711,6,17,155,137,0,0,0,0
ENSP00000392956,309,209,240,262,0,0,0,0
ENSP00000444110,285,352,310,374,972,985,753,951
