gene,TCGA.D7.5577.01A,TCGA.D7.6818.01A,TCGA.BR.4280.01A,TCGA.D7.8572.01A,GTEX.1399T.1326.SM.5PNVH,GTEX.13OVL.0011.R3b.SM.5L3I8,GTEX.Q2AI.0006.SM.2I3FG,GTEX.ZTSS.1226.SM.51MSZ
ENSP00000506606,578,612,579,605,717,799,452,728
ENSP00000338057,350,272,389,390,820,721,613,908
ENSP00000439424,117,97,145,166,240,0,0,179
ENSP00000371710,1,44,0,12,1285,1119,604,1148
ENSP00000230990,249,240,342,243,0,0,0,0
ENSP00000486265,45,353,644,484,707,874,768,766
ENSP00000320359,255,243,186,245,0,0,0,0
ENSP00000365266,0,0,2,17,100,100,0,100
ENSP00000518195,330,385,314,367,0,100,0,0
ENSP00000370420,0,38,0,499,946,823,825,924
ENSP00000406191,104,144,64,148,0,0,0,0
ENSP00000362334,584,508,569,478,0,0,0,0
ENSP00000375641,285,336,119,281,1107,978,1024,1152
ENSP00000262067,544,542,595,441,1051,1254,1281,1092
ENSP00000412766,19,53,43,90,0,159,0,0
ENSP00000463957,7,9,6,14,1102,1070,1036,1254
ENSP00000201031,11,6,151,276,0,0,0,0
ENSP00000215531,673,505,517,502,1084,1025,1155,999
ENSP00000344206,58,256,265,114,0,0,0,0
ENSP00000443133,2,0,1,10,0,0,0,0
ENSP00000405539,236,222,265,298,400,570,300,200
ENSP00000407034,770,633,730,714,0,72,0,0
ENSP00000429293,5,5,4,9,0,100,0,0
ENSP00000268383,278,330,298,327,159,0,252,0
ENSP00000299140,0,0,2,5,0,0,0,0
ENSP00000234040,123,75,117,150,200,0,0,0
ENSP00000428163,139,123,133,243,0,0,0,0
ENSP00000512696,243,170,248,198,0,0,0,0
ENSP00000386974,31,7,18,15,0,0,0,100
ENSP00000355623,356,404,379,443,281,0,0,0
ENSP00000410452,518,525,503,466,0,0,100,0
ENSP00000436342,179,227,187,235,0,0,0,0
ENSP00000424328,312,322,365,317,0,0,0,0
ENSP00000361162,324,256,288,323,1168,1047,958,1111
ENSP00000439245,294,289,354,247,0,0,0,0
ENSP00000235345,332,258,297,305,1036,905,928,1067
ENSP00000365728,435,474,364,509,100,0,0,0
ENSP00000433547,342,276,421,388,0,0,0,0
ENSP00000398094,169,170,241,247,0,0,0,0
ENSP00000327436,318,324,329,350,0,0,0,0
ENSP00000504742,377,379,405,487,0,0,0,0
ENSP00000258111,19,56,47,121,159,0,159,0
ENSP00000428514,278,285,325,242,0,0,0,0
ENSP00000370508,482,398,539,393,0,0,0,0
ENSP00000365533,86,137,249,88,1102,1155,1260,1192
ENSP00000307260,308,332,339,315,0,0,0,0
ENSP00000424276,116,572,111,294,0,0,0,0
ENSP00000310208,335,284,389,468,1164,1077,1346,1116
ENSP00000381009,0,2,0,0,1116,910,827,1110
ENSP00000516315,8,27,0,21,274,0,0,0
ENSP00000375004,89,153,613,298,0,0,0,0
ENSP00000421169,6,4,6,36,504,1144,232,687
ENSP00000319531,231,94,209,307,697,1041,159,693
ENSP00000366161,450,386,455,458,0,0,100,0
ENSP00000425449,418,293,363,369,1385,811,532,1447
ENSP00000341198,293,433,482,415,0,0,0,0
ENSP00000321812,201,104,209,231,0,0,0,0
ENSP00000411639,6,4,9,23,0,0,0,0
ENSP00000352252,28,63,12,21,193,159,0,100
ENSP00000478112,562,504,575,534,865,842,100,978
ENSP00000440961,373,304,198,367,0,0,0,0
ENSP00000403397,79,129,151,165,0,0,0,0
ENSP00000457003,238,52,142,209,0,0,0,0
ENSP00000337034,185,110,200,208,487,532,159,281
ENSP00000341682,408,9,3,20,0,244,0,0
ENSP00000255416,17,4,7,6,0,0,0,0
ENSP00000257290,181,301,168,367,0,0,0,0
ENSP00000350186,252,267,235,244,159,100,0,0
ENSP00000355106,196,171,275,250,0,100,0,0
ENSP00000284425,19,40,5,72,1125,1041,1053,1215
ENSP00000457882,480,535,458,432,0,0,0,0
ENSP00000384651,63,71,57,79,1069,972,1006,870
ENSP00000344504,711,658,602,696,0,0,0,0
ENSP00000215882,549,573,564,560,159,407,200,159
ENSP00000409784,233,415,335,352,985,789,945,1005
ENSP00000493127,3,2,0,30,0,100,0,0
ENSP00000398736,405,421,399,577,0,0,0,0
ENSP00000492907,0,0,0,4,0,575,0,159
ENSP00000226355,0,2,0,3,232,200,0,0
ENSP00000354360,13,87,35,138,0,0,0,0
ENSP00000456594,1,21,3,84,1141,1054,798,1147
ENSP00000506366,452,469,401,428,1307,1351,1294,1360
ENSP00000238721,387,269,304,313,100,0,0,0
ENSP00000330862,2,9,3,7,920,845,803,938
ENSP00000364979,553,704,540,704,0,0,0,0
ENSP00000330512,255,296,271,295,100,0,0,100
ENSP00000455848,224,337,219,372,0,0,0,0
ENSP00000350224,18,38,17,31,0,0,0,0
ENSP00000329904,0,0,3,16,0,159,100,101
ENSP00000442462,139,191,243,291,0,0,0,0
ENSP00000309487,54,44,70,50,1074,1017,844,1066
ENSP00000494017,6,16,11,20,0,0,0,0
ENSP00000296121,282,254,354,315,0,100,0,0
ENSP00000359295,297,278,298,331,100,192,0,0
ENSP00000361990,243,269,348,322,0,0,0,0
ENSP00000486314,205,202,200,250,867,737,848,889
ENSP00000389515,293,239,365,360,1148,1088,1021,1163
ENSP00000485771,778,694,761,704,0,176,0,100
ENSP00000457808,3,1,4,39,0,0,100,0
ENSP00000355011,646,622,662,614,0,0,0,0
ENSP00000357928,181,200,267,291,1221,1015,439,1172
ENSP00000283357,7,3,0,14,0,0,0,0
ENSP00000169298,347,517,399,548,1081,904,1021,1183
ENSP00000248437,467,452,535,399,1046,941,1031,1079
ENSP00000369643,2,224,4,49,0,100,359,0
ENSP00000506539,440,382,358,338,159,912,200,346
ENSP00000356606,171,171,217,246,0,0,0,0
ENSP00000493376,0,0,0,0,0,0,0,232
ENSP00000261211,206,178,221,266,1507,1298,1267,1527
ENSP00000354888,29,109,11,26,1131,951,816,1128
ENSP00000369777,459,513,375,500,521,317,0,259
ENSP00000384408,203,207,271,309,0,0,0,0
ENSP00000350321,299,250,307,316,0,0,0,0
ENSP00000432353,0,11,3,9,0,0,0,0
ENSP00000322020,408,356,351,354,910,487,722,734
ENSP00000451535,266,60,140,96,847,941,761,1001
ENSP00000395778,305,390,117,247,1051,1202,850,982
ENSP00000294413,7,33,14,20,0,100,0,0
ENSP00000262144,170,133,237,236,1034,1104,919,1079
ENSP00000465171,383,346,216,295,0,0,0,0
ENSP00000429835,68,70,145,143,100,0,0,0
ENSP00000364370,20,39,20,47,589,320,949,523
ENSP00000414302,3,44,10,62,0,0,0,0
ENSP00000486504,298,333,335,343,999,946,930,1061
ENSP00000507935,519,494,438,425,200,0,0,159
ENSP00000473304,4,270,9,163,0,0,0,0
ENSP00000478255,60,89,171,102,100,100,0,281
ENSP00000506169,287,320,275,320,1240,941,609,1024
ENSP00000497641,434,369,446,406,1116,970,703,1124
ENSP00000453384,426,463,438,495,594,432,275,688
ENSP00000359110,471,538,502,419,0,0,0,0
ENSP00000396593,0,0,0,7,0,0,0,0
ENSP00000468000,293,248,256,267,0,0,0,0
ENSP00000438585,273,259,249,260,464,770,679,1014
ENSP00000261858,252,236,421,301,0,0,0,0
ENSP00000369725,0,0,0,5,555,446,159,359
ENSP00000484299,253,270,313,246,0,0,0,0
ENSP00000437062,947,847,924,900,0,0,0,0
ENSP00000443192,640,671,478,517,200,649,0,100
ENSP00000312368,1,0,3,11,1297,1205,1215,1381
ENSP00000298282,14,41,4,43,841,708,716,849
ENSP00000508509,2,25,2,8,0,0,0,0
ENSP00000321503,405,316,373,451,950,891,745,967
ENSP00000428545,3,11,0,162,159,159,159,100
ENSP00000355958,273,314,304,295,0,0,0,0
ENSP00000377528,103,184,151,207,200,0,0,0
ENSP00000507755,203,213,142,276,874,933,630,961
ENSP00000361812,311,288,300,311,1051,868,830,953
ENSP00000355580,398,268,374,241,0,0,0,0
ENSP00000434492,227,201,157,264,862,910,798,922
ENSP00000347557,2,3,0,82,0,0,0,0
ENSP00000016171,302,314,408,411,969,859,803,952
ENSP00000290541,669,621,657,586,100,0,100,100
ENSP00000391748,26,31,61,112,539,475,409,539
ENSP00000461269,207,235,116,174,1195,1115,1171,1210
ENSP00000356807,383,342,387,404,0,0,0,0
ENSP00000233840,0,0,0,14,634,595,400,679
ENSP00000429064,73,336,56,228,100,232,0,0
ENSP00000512343,344,189,331,288,0,0,0,0
ENSP00000465650,299,402,188,411,1204,1109,1093,1287
ENSP00000479250,760,641,593,542,0,0,0,0
ENSP00000367879,2,297,159,211,0,0,0,0
ENSP00000352626,0,0,0,2,0,0,0,0
ENSP00000387662,0,107,2,5,1066,1097,784,1130
ENSP00000357588,62,129,32,132,0,0,0,0
ENSP00000416788,0,0,0,0,0,0,0,0
ENSP00000356790,687,655,776,579,651,1197,470,638
ENSP00000396125,524,481,481,433,0,100,0,253
ENSP00000346550,355,616,454,465,0,0,0,0
ENSP00000422279,15,17,42,69,0,100,100,0
ENSP00000374856,874,561,934,962,1084,954,1019,1021
ENSP00000408288,80,137,149,106,0,0,0,0
ENSP00000297990,371,345,377,464,0,159,0,0
ENSP00000321537,285,409,281,403,549,396,345,547
ENSP00000404843,71,68,113,90,1465,1452,1249,1488
ENSP00000441561,124,179,246,194,417,902,159,724
ENSP00000358498,214,207,237,403,1151,397,346,732
ENSP00000278426,344,420,340,344,0,0,0,0
ENSP00000334696,0,0,0,0,0,0,0,0
ENSP00000423592,271,350,394,357,0,0,0,0
ENSP00000293883,219,306,262,325,0,0,0,0
ENSP00000493458,0,0,0,3,1109,999,744,1118
ENSP00000288532,267,285,317,288,1190,1170,943,1220
ENSP00000366565,464,490,419,371,1364,1230,1202,1274
ENSP00000452791,68,39,71,85,0,0,0,100
ENSP00000365942,176,60,77,222,200,0,0,159
ENSP00000426815,203,235,288,297,159,381,259,259
ENSP00000452896,9,18,27,99,916,491,159,639
ENSP00000366976,0,0,0,5,0,0,0,0
ENSP00000468779,212,91,129,121,0,0,0,0
ENSP00000269703,19,10,6,34,0,0,0,0
ENSP00000438370,192,237,251,286,799,877,593,887
ENSP00000320768,225,251,212,268,100,0,100,0
ENSP00000457789,84,225,159,131,0,100,0,0
ENSP00000331944,281,214,283,301,200,159,0,159
ENSP00000479334,709,551,583,556,954,859,159,936
ENSP00000468867,94,134,255,137,0,0,0,0
ENSP00000260810,289,282,368,389,281,370,100,417
ENSP00000310573,0,0,1,16,1193,1065,1019,1109
ENSP00000432504,159,125,191,217,0,200,0,0
ENSP00000452410,314,256,391,329,0,0,0,0
ENSP00000338629,375,417,390,291,0,0,0,0
ENSP00000494600,184,327,136,91,632,370,317,425
ENSP00000346577,9,17,6,29,0,100,0,0
ENSP00000402517,0,0,0,0,0,0,0,159
ENSP00000483532,577,665,595,536,0,0,0,0
ENSP00000512657,138,207,195,228,904,1160,553,1240
ENSP00000325526,31,156,217,116,0,0,0,0
ENSP00000361942,0,5,0,106,997,742,432,1049
ENSP00000504720,185,168,243,205,1251,1248,1112,1382
ENSP00000348349,60,98,112,167,707,652,478,816
ENSP00000369677,447,644,260,608,0,0,0,0
ENSP00000234396,39,12,12,135,0,100,0,0
ENSP00000394647,364,386,409,432,0,0,0,0
ENSP00000409973,335,298,373,393,0,100,0,100
ENSP00000399421,87,224,62,95,0,100,0,0
ENSP00000341375,11,33,31,78,0,0,0,0
ENSP00000506351,466,491,482,532,589,300,0,300
ENSP00000347324,141,265,109,323,0,0,0,0
ENSP00000483077,163,177,206,258,0,0,0,0
ENSP00000283109,198,165,278,206,173,165,166,368
ENSP00000427929,22,105,31,55,1137,921,838,1089
ENSP00000502087,182,218,198,287,100,0,0,0
ENSP00000358458,149,355,287,290,1073,1013,1147,1101
ENSP00000379380,350,335,336,352,550,175,0,159
ENSP00000364907,403,426,438,362,0,0,0,0
ENSP00000305608,291,211,236,308,0,0,0,0
ENSP00000413150,241,182,277,309,1229,1223,955,1297
ENSP00000380987,78,268,51,208,859,844,525,942
ENSP00000447091,309,284,253,326,0,0,0,0
ENSP00000495131,267,175,213,227,595,739,300,726
ENSP00000442736,10,126,14,47,0,0,0,0
ENSP00000481126,303,331,324,315,636,700,495,724
ENSP00000315387,343,293,338,375,100,0,0,0
ENSP00000376304,72,148,20,183,0,0,0,0
ENSP00000494552,127,187,115,173,352,354,0,254
ENSP00000344609,344,373,352,361,0,0,0,0
ENSP00000307078,492,487,610,579,0,0,0,0
ENSP00000497955,5,2,7,7,0,0,0,0
ENSP00000377384,130,160,122,169,200,0,0,0
ENSP00000274024,0,62,360,41,578,609,517,529
ENSP00000309501,16,5,3,8,0,0,0,0
ENSP00000493320,70,15,80,65,1000,803,890,916
ENSP00000371110,150,208,364,280,673,464,732,634
ENSP00000369887,309,259,363,376,232,159,100,381
ENSP00000403760,0,0,0,0,0,0,100,159
ENSP00000305442,278,320,305,283,200,400,0,232
ENSP00000385878,644,645,594,555,0,0,567,0
ENSP00000263956,234,198,321,275,300,200,0,370
ENSP00000434182,169,227,234,228,100,747,200,884
ENSP00000261837,106,127,72,145,417,159,0,359
ENSP00000447752,427,396,317,383,0,0,0,0
ENSP00000366396,516,484,611,548,0,100,0,0
ENSP00000470189,6,31,9,60,0,0,0,0
ENSP00000491259,0,0,0,0,747,1006,159,796
ENSP00000215941,277,252,234,282,0,0,322,0
ENSP00000367029,269,283,311,357,733,977,400,778
ENSP00000354886,2,282,24,9,804,970,159,1199
ENSP00000343791,0,0,2,4,100,100,0,0
ENSP00000295822,44,102,135,125,0,0,0,0
ENSP00000471413,95,353,48,129,332,200,0,212
ENSP00000296315,252,217,185,257,1239,300,100,1297
ENSP00000301046,0,0,2,5,0,0,0,0
ENSP00000282276,289,199,352,301,0,0,0,0
ENSP00000231706,0,2,0,5,1162,1151,1076,1235
ENSP00000359128,349,284,366,459,773,1276,578,962
ENSP00000427793,297,277,372,306,0,0,0,0
ENSP00000287912,185,171,239,235,951,872,684,981
ENSP00000432183,332,349,306,358,873,886,317,525
ENSP00000413518,320,263,348,454,0,0,0,0
ENSP00000354077,426,247,440,427,996,882,809,1040
ENSP00000269346,120,286,96,200,281,281,281,259
ENSP00000342137,68,17,4,43,831,802,598,864
ENSP00000261653,157,247,224,243,1085,1020,1191,1107
ENSP00000374205,1,5,0,4,0,0,0,0
ENSP00000428455,199,212,247,277,332,919,100,332
ENSP00000328992,175,143,293,240,0,0,0,0
ENSP00000516775,265,200,108,166,0,0,0,0
ENSP00000330221,394,423,344,401,0,0,0,0
ENSP00000276826,204,238,222,278,0,100,0,0
ENSP00000449770,6,0,0,0,0,0,0,0
ENSP00000407393,17,377,26,88,454,334,379,302
ENSP00000362021,7,93,11,49,300,0,0,200
ENSP00000422212,425,582,350,424,403,564,394,649
ENSP00000413304,69,567,69,107,100,0,0,159
ENSP00000436134,414,462,478,465,532,439,0,159
ENSP00000496966,49,440,126,204,346,439,317,509
ENSP00000298492,307,295,362,327,947,812,659,914
ENSP00000494882,10,27,31,38,0,0,0,0
ENSP00000371318,48,287,377,185,648,1008,679,588
ENSP00000377842,351,313,319,350,0,0,0,0
ENSP00000467546,519,562,567,457,0,0,0,0
ENSP00000343930,133,64,181,153,0,317,0,0
ENSP00000392046,22,101,24,42,0,0,0,300
ENSP00000477171,408,400,423,452,224,0,0,299
ENSP00000484149,168,342,133,351,0,0,0,0
ENSP00000362609,73,81,70,152,0,0,0,0
ENSP00000435648,1,14,3,13,0,0,0,0
ENSP00000320951,0,0,0,0,728,346,159,495
ENSP00000431942,228,439,412,341,960,882,790,1001
ENSP00000490174,6,5,2,3,0,0,0,0
ENSP00000501348,326,323,389,399,0,0,0,0
ENSP00000401536,1,16,2,17,976,774,781,816
ENSP00000402208,255,208,280,319,100,0,0,100
ENSP00000380747,209,238,314,321,409,370,332,452
ENSP00000221485,11,9,2,17,1001,1125,1173,1038
ENSP00000500974,209,111,200,229,973,910,588,960
ENSP00000416583,355,347,432,301,372,259,0,285
ENSP00000457963,156,208,177,267,0,100,0,159
ENSP00000358865,6,25,1,18,0,200,0,0
ENSP00000331268,5,39,6,18,348,234,166,0
ENSP00000484060,9,40,6,44,649,454,523,744
ENSP00000467286,9,3,8,15,0,0,0,0
ENSP00000377486,321,255,359,332,1021,1049,868,1160
ENSP00000305596,0,0,0,8,0,0,0,0
ENSP00000257749,13,45,13,82,0,100,0,200
ENSP00000396894,152,184,118,167,951,758,100,941
ENSP00000318437,10,62,0,265,926,824,731,1210
ENSP00000289104,150,283,80,224,0,0,0,0
ENSP00000425955,0,0,0,0,0,0,0,0
ENSP00000428780,324,338,236,331,0,0,0,0
ENSP00000215368,465,268,373,453,1459,1153,832,1360
ENSP00000380174,207,183,239,272,0,446,0,159
ENSP00000370215,9,10,17,56,1280,1323,1173,1372
ENSP00000487122,499,455,507,387,0,100,0,0
ENSP00000291759,79,38,4,31,1065,1101,794,1129
ENSP00000441873,21,46,10,98,1100,981,1042,1162
ENSP00000453633,454,372,509,451,697,452,446,724
ENSP00000379897,207,212,276,180,0,0,0,0
ENSP00000493343,0,0,0,2,232,259,0,0
ENSP00000470005,34,155,181,201,0,0,0,0
ENSP00000430474,139,163,159,99,0,0,0,0
ENSP00000364412,6,6,8,15,0,0,0,0
ENSP00000462339,80,234,68,204,0,0,0,0
ENSP00000322568,10,10,9,62,281,281,0,159
ENSP00000322180,194,216,236,268,591,713,439,661
ENSP00000358630,204,165,232,266,531,461,403,499
ENSP00000345144,150,215,160,181,0,0,0,0
ENSP00000368766,4,30,17,26,1094,905,975,1105
ENSP00000466680,4,64,4,89,0,0,0,0
ENSP00000312134,0,0,0,2,422,76,302,430
ENSP00000400041,3,0,3,4,0,0,0,0
ENSP00000418830,2,2,4,19,0,0,0,0
ENSP00000355206,1131,1105,1272,1031,982,764,1216,972
ENSP00000501107,1,1,1,4,0,0,0,0
ENSP00000479937,44,61,121,185,0,0,0,0
ENSP00000516662,18,16,12,25,993,807,710,926
ENSP00000356732,2,2,0,11,0,0,0,0
ENSP00000504283,39,98,19,154,232,0,0,100
ENSP00000370038,455,489,444,424,259,381,591,200
ENSP00000454869,643,476,619,503,0,0,0,0
ENSP00000256495,622,468,499,553,0,0,0,0
ENSP00000363458,311,417,331,315,0,0,0,0
ENSP00000437563,6,0,4,2,0,0,0,0
ENSP00000423972,246,296,284,313,0,77,0,0
ENSP00000466044,660,552,469,498,0,0,0,0
ENSP00000386607,205,24,57,70,1093,1258,741,904
ENSP00000384794,341,379,104,337,0,0,377,0
ENSP00000357309,493,441,363,312,1088,1244,975,1119
ENSP00000489748,0,8,6,7,0,0,0,0
ENSP00000509266,175,223,249,222,0,0,0,0
ENSP00000477118,0,0,0,4,219,114,226,249
ENSP00000377782,216,215,228,277,0,159,0,359
ENSP00000415181,2,1,2,19,0,0,0,0
ENSP00000433394,0,4,0,10,130,118,162,261
ENSP00000448989,3,13,16,54,827,869,609,984
ENSP00000430073,0,3,0,7,1007,796,826,974
ENSP00000470561,146,22,81,60,0,200,0,0
ENSP00000453944,297,268,295,250,1071,900,752,1126
ENSP00000485530,0,0,0,0,0,0,0,0
ENSP00000358451,156,143,176,239,0,0,0,0
ENSP00000340689,224,326,421,446,517,334,462,538
ENSP00000456781,520,450,452,470,0,0,0,0
ENSP00000360492,681,714,658,474,0,0,0,0
ENSP00000364549,221,372,265,448,346,0,0,200
ENSP00000309836,8,15,5,34,1019,1080,725,1127
ENSP00000266594,3,5,2,13,0,0,0,0
ENSP00000370213,156,377,83,175,0,0,0,0
ENSP00000285071,151,167,185,187,0,0,0,0
ENSP00000362638,835,777,780,729,259,346,281,159
ENSP00000400925,200,154,269,189,243,270,259,200
ENSP00000221455,289,246,289,309,439,159,159,417
ENSP00000262188,131,184,63,178,0,0,0,0
ENSP00000456333,0,4,0,2,0,0,0,0
ENSP00000448244,53,260,308,295,0,0,0,0
ENSP00000323687,280,319,313,335,159,237,0,0
ENSP00000507487,4,1,0,4,200,159,0,100
ENSP00000263923,159,331,176,291,0,0,0,0
ENSP00000330475,0,0,0,6,0,232,0,0
ENSP00000515696,241,289,226,277,0,0,0,0
ENSP00000392936,6,0,0,0,200,0,0,0
ENSP00000248598,382,337,357,335,0,0,0,100
ENSP00000242465,648,742,629,666,0,0,0,0
ENSP00000294811,97,116,107,138,0,0,0,0
ENSP00000423639,184,141,216,248,0,0,0,0
ENSP00000394537,229,208,248,231,0,0,0,0
ENSP00000415482,227,220,302,304,159,100,159,0
ENSP00000357391,462,394,523,470,0,0,0,0
ENSP00000309142,293,218,311,314,465,485,111,325
ENSP00000339390,3,8,2,19,936,927,667,1061
ENSP00000510152,405,271,461,351,0,0,0,0
ENSP00000481683,0,0,0,1,0,0,0,0
ENSP00000389295,7,5,4,11,0,0,0,0
ENSP00000332407,145,66,113,116,0,0,0,0
ENSP00000381302,5,89,21,250,0,100,0,0
ENSP00000295228,82,182,92,134,370,281,400,281
ENSP00000369981,6,55,0,12,0,0,0,174
ENSP00000358154,70,35,10,9,0,0,0,0
ENSP00000353516,0,3,4,11,100,159,0,0
ENSP00000469468,520,511,475,396,381,0,470,259
ENSP00000363360,255,342,306,283,858,920,675,944
ENSP00000385047,202,146,245,226,1027,908,900,1009
ENSP00000396218,260,57,172,162,491,1165,359,692
ENSP00000436543,570,495,563,562,0,0,0,0
ENSP00000489571,1,1,0,8,521,0,0,100
ENSP00000331298,626,571,551,541,0,0,0,0
ENSP00000494239,191,168,211,241,714,509,699,663
ENSP00000264710,576,511,599,562,908,860,766,988
ENSP00000418967,69,57,38,59,0,0,0,0
ENSP00000434050,88,220,135,261,0,0,103,276
ENSP00000342411,0,0,5,10,0,0,0,0
ENSP00000254035,16,38,462,48,937,1020,1025,1017
ENSP00000509909,408,300,470,361,481,0,0,0
ENSP00000431438,247,237,367,288,159,452,0,232
ENSP00000295962,268,190,186,228,651,281,0,452
ENSP00000341030,0,0,0,4,0,0,0,0
ENSP00000371958,627,414,653,557,0,0,0,0
ENSP00000482277,397,448,381,500,907,967,1393,1063
ENSP00000284486,20,518,42,127,0,0,0,0
ENSP00000446375,20,45,93,24,0,0,0,0
ENSP00000378084,168,155,217,264,1077,1022,925,1161
ENSP00000335493,239,204,128,326,500,1047,100,418
ENSP00000494942,41,1,0,118,0,0,0,0
ENSP00000336425,151,305,189,380,317,0,611,417
ENSP00000450690,0,0,0,0,0,0,0,0
ENSP00000386125,173,207,164,227,1012,891,586,1010
ENSP00000258873,2,3,18,6,0,0,0,0
ENSP00000443145,117,97,119,137,359,359,532,475
ENSP00000261250,192,167,236,244,850,801,200,619
ENSP00000467652,125,113,198,112,813,200,0,674
ENSP00000187910,0,0,0,8,359,281,0,115
ENSP00000361084,597,541,557,491,0,0,0,100
ENSP00000428393,0,104,0,0,0,0,0,0
ENSP00000457193,47,186,61,177,0,0,0,0
ENSP00000455566,421,237,340,403,973,1029,975,1032
ENSP00000426741,0,0,2,0,682,1076,0,475
ENSP00000420476,15,88,153,143,0,0,0,0
ENSP00000275766,141,175,291,430,1140,952,792,1035
ENSP00000478592,3,17,5,11,300,200,100,159
ENSP00000236192,119,210,183,174,0,0,0,0
ENSP00000351899,141,2,5,107,0,59,0,0
ENSP00000263598,0,23,16,20,0,0,0,0
ENSP00000237455,242,220,257,228,641,100,0,0
ENSP00000361769,51,74,147,57,100,0,0,100
ENSP00000321132,77,85,95,122,613,287,405,445
ENSP00000501134,7,31,4,10,0,0,0,0
ENSP00000449093,271,267,163,293,0,0,0,0
ENSP00000294904,277,193,84,311,847,742,643,868
ENSP00000501165,664,536,491,548,0,0,0,0
ENSP00000350075,198,308,276,281,0,0,0,0
ENSP00000292852,36,142,15,190,0,0,0,0
ENSP00000502198,89,262,102,247,0,0,0,0
ENSP00000337226,389,346,335,365,0,0,0,0
ENSP00000496121,130,250,119,350,0,0,0,0
ENSP00000503917,567,381,475,495,100,0,200,470
ENSP00000327796,2,2,6,13,0,0,0,0
ENSP00000406553,10,121,14,161,378,261,364,327
ENSP00000433586,217,61,101,53,966,509,873,735
ENSP00000419211,173,159,120,332,1283,881,0,1297
ENSP00000339912,398,130,33,304,0,0,100,0
ENSP00000241704,517,609,574,589,333,181,0,249
ENSP00000381549,199,150,125,200,0,0,0,0
ENSP00000398747,139,217,190,267,0,0,0,0
ENSP00000450337,3,16,5,40,390,159,0,250
ENSP00000418001,103,103,208,149,0,0,0,0
ENSP00000448328,2,52,109,109,0,0,0,0
ENSP00000308354,26,92,61,56,0,159,200,346
ENSP00000270800,413,459,449,492,0,0,0,0
ENSP00000480103,442,488,346,430,0,0,0,0
ENSP00000320919,16,5,14,9,0,0,0,0
ENSP00000415676,0,119,0,23,0,0,0,0
ENSP00000508815,610,661,494,585,0,0,0,0
ENSP00000473382,0,0,1,0,0,0,0,0
ENSP00000274311,277,320,220,260,0,317,0,159
ENSP00000441392,228,222,318,279,0,281,0,100
ENSP00000267884,703,648,662,656,762,851,100,671
ENSP00000406482,15,72,21,66,0,0,0,0
ENSP00000491129,186,1,1,17,0,0,0,0
ENSP00000367178,486,420,494,452,1141,958,943,1083
ENSP00000477013,466,529,361,388,0,0,0,100
ENSP00000223271,431,601,317,497,0,0,0,0
ENSP00000279101,273,321,303,208,259,370,0,159
ENSP00000384407,177,281,132,247,0,0,0,0
ENSP00000403396,33,155,216,187,1172,708,1542,1088
ENSP00000181383,3,8,0,45,1027,1164,750,1046
ENSP00000358718,1,3,5,25,0,0,0,0
ENSP00000433716,4,6,87,51,0,0,0,0
ENSP00000496876,128,120,181,252,0,0,0,0
ENSP00000332498,0,0,0,158,0,0,0,0
ENSP00000282507,45,3,3,31,0,0,0,0
ENSP00000384688,424,497,572,311,0,100,0,0
ENSP00000508122,193,240,298,198,159,0,391,159
ENSP00000481250,54,264,26,161,334,396,191,245
ENSP00000333310,0,22,14,18,100,0,0,100
ENSP00000367815,1,2,9,14,1131,1143,1043,1155
ENSP00000425347,260,184,291,256,100,0,0,100
ENSP00000266070,289,285,340,387,0,0,0,0
ENSP00000295727,1,724,118,16,521,1183,0,486
ENSP00000358711,58,194,87,183,0,0,0,0
ENSP00000348440,243,260,222,258,552,391,0,259
ENSP00000331397,1,50,0,29,0,100,0,0
ENSP00000377977,255,248,125,301,0,0,0,0
ENSP00000493129,508,764,745,1065,1423,1090,617,1146
ENSP00000259526,49,279,30,138,0,0,0,0
ENSP00000376728,42,83,22,166,0,0,0,0
ENSP00000362441,225,251,266,315,0,0,0,0
ENSP00000314810,0,0,0,7,0,100,100,0
ENSP00000356146,327,309,367,368,0,0,0,0
ENSP00000459278,528,623,449,400,0,0,0,0
ENSP00000431657,180,237,100,378,391,846,0,281
ENSP00000479414,420,459,440,392,0,0,0,0
ENSP00000395859,8,94,178,97,655,604,281,555
ENSP00000427090,119,72,6,425,1150,1045,1036,1209
ENSP00000360216,0,0,0,8,159,359,0,200
ENSP00000448463,541,360,547,460,0,0,0,0
ENSP00000384602,360,313,340,344,1231,1346,1136,1139
ENSP00000350676,202,332,278,294,851,964,159,586
ENSP00000313311,284,247,285,328,857,804,555,760
ENSP00000368664,390,357,285,416,0,0,0,0
ENSP00000322749,457,441,422,430,0,0,0,0
ENSP00000350027,242,242,259,200,360,412,282,285
ENSP00000454733,367,401,388,392,0,0,0,0
ENSP00000313454,194,153,302,286,1424,1092,439,1212
ENSP00000313309,153,267,42,348,0,0,0,0
ENSP00000418292,52,119,103,86,0,100,0,0
ENSP00000427969,0,0,89,0,0,0,0,0
ENSP00000478261,6,30,3,59,0,0,0,0
ENSP00000365321,7,201,11,44,0,0,0,0
ENSP00000482180,148,214,207,317,1214,1247,1079,1142
ENSP00000426931,214,232,384,349,0,0,0,0
ENSP00000368898,11,13,27,33,909,777,400,842
ENSP00000262158,256,264,99,324,720,644,475,794
ENSP00000246672,420,422,286,236,0,0,0,0
ENSP00000375268,197,333,106,324,0,0,0,0
