gene,TCGA.D7.5577.01A,TCGA.D7.6818.01A,TCGA.BR.4280.01A,TCGA.D7.8572.01A,GTEX.1399T.1326.SM.5PNVH,GTEX.13OVL.0011.R3b.SM.5L3I8,GTEX.Q2AI.0006.SM.2I3FG,GTEX.ZTSS.1226.SM.51MSZ
ENSP00000358482,42.2565189810023,43.5692741556968,30.572641113466,15.6054676900437,185.713006445096,176.635272116546,232.898304527372,205.330287238162
ENSP00000280612,29.4752262027979,14.1105035617882,18.1363125249374,21.6613208234935,0,0,0,0
ENSP00000346693,4.9560114854262,6.68392273979439,9.32724644139639,15.6054676900437,0,0,0,0
ENSP00000271308,125.465343394211,85.9007848410613,124.104195706358,88.2757052914414,0,0,0,0
ENSP00000476419,43.5607325297987,44.8070376260291,63.9952741951364,62.8877056165942,0,0,0,0
ENSP00000483125,0,0,0,0.698752284628824,0,0,0,0
ENSP00000356954,157.027311275083,130.460269773024,122.031474274936,163.508034603145,152.797755954393,174.912001169067,88.0688946520333,124.670793799862
ENSP00000515196,78.5136556375413,69.8098597267414,77.4679634993756,69.4093936064632,48.4047801333874,61.8654270144779,0,26.6075922337961
ENSP00000416171,124.943657974692,106.447658448577,125.658736779924,108.539521545677,0,0,0,0
ENSP00000303325,0,0,0,0,37.4330299698196,17.2327094747849,22.5240139775021,16.7343347382365
ENSP00000471265,234.758438783346,225.272951600478,256.758367317328,230.122419071093,156.670138365064,139.41261965101,209.698570130545,153.453849549629
ENSP00000394560,59.9938232446329,63.3734896810135,80.5770456465077,57.7635221959828,0,0,0,0
ENSP00000357255,4.43432606590765,4.70350118726272,9.84542679925175,5.12418342061138,0,17.2327094747849,0,0
ENSP00000347168,38.8655637541317,22.2797424659813,14.2499598410223,21.1954859670743,212.658334052682,156.473002031047,52.2557124278049,233.443969598399
ENSP00000499835,19.5632032319455,36.3902460277695,37.3089857655856,32.6084399493451,215.078573059352,210.75603687662,282.000654998326,222.399308671163
ENSP00000368959,138.768321591933,128.974953608625,128.2496385692,111.567448112402,16.1349267111291,57.212595456286,0,16.7343347382365
ENSP00000483577,3.13011251711128,4.45594849319626,2.84999196820445,7.91919255912667,0,0,0,0
ENSP00000360058,125.72618610397,88.6238644757923,109.076965328552,88.508622719651,95.196067595662,106.153490364675,99.3309016407843,105.928338893037
ENSP00000160298,103.554555774432,106.695211142644,100.786079602867,102.716585840437,0,17.2327094747849,0,0
ENSP00000417451,0,0.247552694066459,0,0,0,0,0,0
ENSP00000368438,195.110346899937,158.433724202534,196.649445806107,146.039227487424,0,0,0,0
ENSP00000473043,2.08674167807419,2.72307963473105,4.14544286284284,8.15210998733628,0,0,0,0
ENSP00000479370,132.247253847952,130.70782246709,136.540524294886,118.7878883869,0,0,0,0
ENSP00000270112,9.65118026109312,47.0350118726272,57.5180197219444,46.1176507855024,120.850601066357,121.145947607738,299.344145761003,146.592772306952
ENSP00000246841,2.60842709759273,4.2083957991298,2.59090178927678,7.68627513091706,80.6746335556457,169.397534137136,117.350112822786,76.8105964485056
ENSP00000302327,4.69516877566692,14.6056089499211,3.62726250498749,41.2263847931006,157.799583234843,154.577403988821,171.632986508566,165.502570561159
