sample,group
SI_15001,1
SI_15002,1
SI_15003,1
SI_15004,1
SI_16462,1
SI_16463,1
SI_16464,1
SI_16465,1
SI_16466,1
SI_16467,1
SI_16468,1
GTEX.1117F.0226.SM.5GZZ7,2
GTEX.1117F.0426.SM.5EGHI,2
GTEX.1117F.0526.SM.5EGHJ,2
GTEX.1117F.0626.SM.5N9CS,2
GTEX.1117F.0726.SM.5GIEN,2
GTEX.1117F.1326.SM.5EGHH,2
GTEX.1117F.2426.SM.5EGGH,2
GTEX.1117F.2526.SM.5GZY6,2
GTEX.1117F.2826.SM.5GZXL,2
GTEX.1117F.2926.SM.5GZYI,2
