gene,SI_15001,SI_15002,SI_15003,SI_15004,SI_16462,SI_16463,SI_16464,SI_16465,SI_16466,SI_16467,SI_16468,GTEX.1117F.0226.SM.5GZZ7,GTEX.1117F.0426.SM.5EGHI,GTEX.1117F.0526.SM.5EGHJ,GTEX.1117F.0626.SM.5N9CS,GTEX.1117F.0726.SM.5GIEN,GTEX.1117F.1326.SM.5EGHH,GTEX.1117F.2426.SM.5EGGH,GTEX.1117F.2526.SM.5GZY6,GTEX.1117F.2826.SM.5GZXL,GTEX.1117F.2926.SM.5GZYI
ENSP00000341094,31.2801346218794,41.1356278399291,21.0891955889585,47.3858606492703,21.7066955321744,81.0130684205996,22.2262348417484,27.4699643409896,57.0933685650346,18.9873962837946,36.3472372734187,0.552008060421698,0,0,0.630359593042368,1.41789842517933,6.62107602800395,0,17.8758406965318,0.661801652419456,4.09465502345307
ENSP00000303373,42.4516112725506,29.0438870915926,53.6751767331016,55.1642943784902,38.2565517942743,47.1277946100603,86.146939423127,25.5720395319757,106.949549565487,26.9151235981625,76.348429616652,0.414006045316274,0,0.445834954129156,2.89965412799489,1.56457757261168,23.4873960151298,1.00926724713508,48.1927426836901,1.04785261633081,35.5862745674648
ENSP00000352119,21.4352708234754,7.58697458719153,5.57206171079504,29.0573673792695,5.03691277542169,28.0429852225152,7.9495292499684,38.9574039744943,26.2683104195934,9.20007861173554,16.3466411018021,0.414006045316274,0.522496505020878,0.743058256881927,1.63893494191016,0.684502688017609,5.50594743381381,0.465815652523882,12.0481856709225,0.606651514717835,4.16910329660676
ENSP00000366679,5.86502524160238,3.91203377152063,3.738218616103,13.7687217735616,6.11625122729776,13.6320067053894,9.40964686730954,16.0824154869066,6.43305561296164,4.01280024554423,6.15402959126666,0.138002015105425,0.0522496505020878,0.222917477064578,0,0.0977860982882299,1.32421520560079,0,0.458354889654662,0.275750688508107,0.0744482731536921
ENSP00000351589,8.30878575893671,2.48947603642222,1.90437552141096,27.0009998416597,2.03875040909925,16.3584080464672,0,18.2800126341858,11.2578473226829,4.89365883602954,6.34634301599375,0,0,0,0.252143837216947,0.0977860982882299,2.85751702261223,0.310543768349255,0.589313429555994,0,0
ENSP00000328484,10.4732593600043,3.08220842604656,0.846389120627095,19.1331588281959,5.03691277542169,1.55794362347307,2.10905878060386,11.6872211923483,9.11349545169566,3.62130753866186,8.46179068799166,0,0,0,0,0,0.975737519916371,0,0.32739634975333,0,0.223344819461076
ENSP00000482538,8.65789440427018,6.75714924171745,3.10342677563268,18.9543442597081,4.19742731285141,1.55794362347307,4.05588227039204,19.7783743255125,11.2578473226829,4.60003930586777,7.11559671490208,0,0,0,0,0.244465245720575,1.60299735414832,0,0.261917079802664,0,0.148896546307384
ENSP00000352627,23.1808140501428,14.9368562185333,7.61750208564386,35.8523209818064,12.83213492786,18.6953234816768,4.38035285202341,32.5643940915004,21.9796066776189,12.3320202667944,10.5772383599896,0,0,0,0,0,0,0,0,0,0
ENSP00000482674,8.09932057173662,4.97895207284444,5.78365899095182,13.5899072050738,5.63654524868617,14.8004644229942,2.59576465305091,23.7740055023837,17.1548149678977,7.73198096092668,4.80783561817708,0,0,0,0,0,0,0,0.130958539901332,0,0.0744482731536921
ENSP00000516775,118.976226329648,250.84434728902,138.38462122253,169.158581789471,195.959892262834,250.828923379164,112.266821244452,241.935467759552,504.994865617489,127.724495620371,182.697753490729,3.51905138518833,10.711178352928,5.27571362386168,1.57589898260592,4.54705357040269,38.4022409624229,0.155271884174627,27.632251919181,2.42660605887134,25.1635163259479
ENSP00000367008,90.6286043285702,189.200178768089,88.3065982520936,168.532730799763,108.533477660872,209.15393145126,191.437643162504,155.729725118555,513.840317085311,97.5795571904291,196.159693221625,3.31204836253019,4.59796924418373,3.41806798165686,14.120054884149,32.1716263368276,109.212906693497,6.83196290368361,327.003474133626,5.84591459637186,168.550890419959
ENSP00000489317,15.7797107690731,10.6691830132381,15.1644717445688,24.4081885985864,5.99632473264487,34.6642456222758,12.1676468111761,29.1681075911598,45.8355212423517,16.4426936890593,27.8854465854271,0.138002015105425,0.261248252510439,0.445834954129156,1.44982706399745,3.52029953837628,3.55447239398107,0.388179710436569,18.5306333960385,0.110300275403243,4.02020675029938
ENSP00000348924,18.4329364736075,11.1433689249376,26.23806273944,25.2128541567816,17.2694152300172,28.8219570342518,14.1144703009643,15.2832892515324,64.8666440973632,17.9107913398681,23.4622378167042,0,0,0,2.14322261634405,2.68911770292632,42.0264088935408,0.465815652523882,52.3179366905821,1.21330302943567,16.3786200938123
ENSP00000445633,28.9061958336117,23.5907491070487,43.7301045657333,38.8921686460992,37.0572868477453,75.1707798325756,36.178469851897,26.8706196644589,99.4443180170321,19.8682548742799,43.2705205635937,1.38002015105425,0.574746155522966,2.0805631192694,3.78215755825421,11.6854387454435,221.074243798195,0.776359420873137,193.163846354465,3.30900826209728,183.29164850439
ENSP00000479169,20.4577666165416,3.91203377152063,3.59715376266516,37.5510593824406,7.55536916313253,16.7478939523355,12.8165879744389,15.9825247074848,35.9178938390358,7.34048825404432,22.5006706930687,0,0,0,1.63893494191016,1.17343317945876,6.20290280518264,2.17380637844478,87.414825384139,0.882402203225941,2.30789646776446
ENSP00000366962,18.5725799317409,7.94261402096613,10.7914612879955,39.7862414885383,12.4723554439013,93.4766174083842,10.707529193835,30.5665785030647,36.4539818067826,8.71071272813259,21.3467901447062,0,0,0,0,0.0977860982882299,1.53330181701144,0,1.44054393891465,0.110300275403243,0.446689638922153
ENSP00000476136,17.8743626410739,6.99424219756719,6.70058053829784,29.4149965162452,14.2712528636948,28.0429852225152,0.97341174489409,26.2712749879282,21.1754747259987,12.7235129736768,20.3852230210708,0.276004030210849,0.679245456527141,0.81736408257012,1.82804281982287,5.18266320927618,29.6206032831755,0.388179710436569,33.525386214741,1.43390358024215,7.66817213483029
ENSP00000349430,43.6385806666844,20.2714477251524,18.7616255072339,76.8008571655155,55.5259670242915,50.6331677628747,49.3195284079672,85.6063979644656,54.9490166940474,33.4726264384421,52.1169381010396,26.9103929455578,3.91872378765658,33.2147040826221,28.3031457276023,17.7481768393137,81.6831695244276,20.3406168268762,61.550513753626,17.2619931006075,28.1414472520956
