Gene	Terms
ATP8B2	GO:0005730,GO:0005829,GO:0005886
MPP1	GO:0005886,GO:0005886,GO:0034451,GO:0034451
TFAM	GO:0005739,GO:0005739
SLC25A3	GO:0005515,GO:0005515,GO:0005739,GO:0005739
CDK5	GO:0005654,GO:0005654,GO:0005886,GO:0005886,GO:0030054,GO:0030054
CDK16	GO:0005515,GO:0005515,GO:0005829,GO:0005829,GO:0005829,GO:0005886,GO:0005886,GO:0005886,GO:0015630,GO:0015630,GO:0015630
CDC42EP1	GO:0005515,GO:0005515,GO:0005515,GO:0005515
CLTC	GO:0005764,GO:0005768,GO:0072686
HSF1	GO:0005654,GO:0005829
NFKB2	GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005829,GO:0005829
PLCB2	GO:0004435,GO:0004435
REEP5	GO:0005783
HNRNPU	GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654
MDM2	GO:0005515
BEX3	GO:0005829,GO:0005829
U2AF1	GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005654
TIAL1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005829,GO:0005829
SET	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005811
SRSF2	GO:0005654,GO:0005654,GO:0005829,GO:0005829,GO:0016607,GO:0016607
FOXK2	GO:0005654,GO:0005739,GO:0043231
RUNX1	GO:0001222,GO:0001222,GO:0001222,GO:0001222,GO:0001223,GO:0001223,GO:0003677,GO:0003677,GO:0003677,GO:0003700,GO:0003700,GO:0005509,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042803,GO:0046982,GO:0140297,GO:0140297,GO:0030097,GO:0030099,GO:0030099,GO:0030853,GO:0045893,GO:0045893,GO:0045944,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0043231,GO:0043231,GO:0043231
IL5RA	GO:0005515
AMPD3	GO:0005515,GO:0005515
AMPD2	GO:0005515,GO:0005515,GO:0042802,GO:0005829,GO:0005829
ANK2	GO:0005515,GO:0005886,GO:0005886,GO:0005886
DEFA5	GO:0005515
DEFA6	GO:0031640,GO:0031640,GO:0031640,GO:0031640,GO:0061844
MYT1	GO:0005654,GO:0005654,GO:0005829,GO:0005829
FLI1	GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0016604,GO:0016604,GO:0016604,GO:0016604
IL1RL1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005829,GO:0005886,GO:0005925
EXOSC10	GO:0005654,GO:0005654,GO:0005730,GO:0005730,GO:0005829,GO:0005829
OTUD4	GO:0005829,GO:0005829
PFKP	GO:0042802
ATP2B2	GO:0005388,GO:0005388,GO:0005388,GO:0005509,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005516,GO:0005516,GO:0005516,GO:0005524,GO:0030165,GO:0070588,GO:0070588,GO:0070588,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886
SATB1	GO:0005654,GO:0016604
XPC	GO:0005515,GO:0005515,GO:0005654,GO:0005730,GO:0005739,GO:0005829,GO:0005886,GO:0043231
EWSR1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005730,GO:0005730,GO:0005730,GO:0005730,GO:0005730
POU4F1	GO:0045944,GO:0045944
POU5F1	GO:0000976,GO:0061629,GO:0003129,GO:0003133,GO:0030509,GO:0035019,GO:0045944,GO:0060795,GO:0060913,GO:0090263,GO:0005654,GO:0005739,GO:0005829,GO:0005667
COL4A3	GO:0005783,GO:0043231
OCRL	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AKAP17A	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005829,GO:0016607
MEF2A	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829
MEF2B	GO:0005654,GO:0005654,GO:0005829,GO:0005829,GO:0030054,GO:0030054
SP2	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654
GUCY1A1	GO:0005515
GUCY1B1	GO:0005515,GO:0005829,GO:0005829,GO:0005829
RHD	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
OGDH	GO:0005739,GO:0005739,GO:0005739
CENPE	GO:0015630,GO:0015630,GO:0043231,GO:0043231,GO:0045171,GO:0045171,GO:0072686,GO:0072686
KIF23	GO:0005654,GO:0005654,GO:0072686,GO:0072686,GO:0090543,GO:0090543
ALDH6A1	GO:0005654,GO:0005654,GO:0005739,GO:0005739
NRG1	GO:0005102,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0008083,GO:0030296,GO:0030297,GO:0043125,GO:0043125,GO:0007169,GO:0007171,GO:0008283,GO:0010667,GO:0030307,GO:0038130,GO:0042060,GO:0045785,GO:0051238,GO:0055012,GO:0060045,GO:1900086,GO:2001240,GO:0005615,GO:0005615,GO:0005615,GO:0005654,GO:0005654,GO:0016324
APBA1	GO:0005515,GO:0005515,GO:0005794
SP3	GO:0005654,GO:0005654,GO:0005829,GO:0005829
DSC2	GO:0005515,GO:0005515,GO:0005515,GO:0005783,GO:0005783,GO:0005886,GO:0005886
PAX5	GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654
CACNB1	GO:0005515
MAP2K1	GO:0005829,GO:0005886
TEK	GO:0005886,GO:0005886,GO:0005886,GO:0034451,GO:0034451,GO:0034451
RASSF7	GO:0034451,GO:0034451,GO:0034451
TOP2B	GO:0005654,GO:0005654
CREB5	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802
AKAP12	GO:0005829,GO:0005829,GO:0005829,GO:0005886,GO:0005886,GO:0005886
PAX2	GO:0005654,GO:0005654,GO:0005654
DST	GO:0015629,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042803,GO:0000226,GO:0031581,GO:0005654,GO:0005737,GO:0005829,GO:0015629,GO:0015630,GO:0015630,GO:0030018,GO:0030056,GO:0030424,GO:0045111
GSTM4	GO:0005829,GO:0005829,GO:0045171,GO:0045171
CREM	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
MECOM	GO:0042803,GO:0030512,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042803,GO:0016607,GO:0016607,GO:0016607,GO:0016607,GO:0016607
CAV1	GO:0005515,GO:0005515,GO:0009267,GO:0030514,GO:0005901,GO:0005901,GO:0016323,GO:0016324
KMT2A	GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005654,GO:0005829,GO:0005829,GO:0005829
PPARD	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
CENPC	GO:0000776,GO:0005654,GO:0016604,GO:0030496
PLAUR	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
ERCC6	GO:0070063,GO:0006281
TAP1	GO:0005515,GO:0005783,GO:0034451
TAP2	GO:0005783,GO:0005783,GO:0016607,GO:0016607
CFHR1	GO:0005515
ZNF85	GO:0005515,GO:0005654
HSF2	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654
ARID5A	GO:0005654,GO:0005654,GO:0005730,GO:0005730
RELA	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005829,GO:0005829
UBXN1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005829,GO:0005829
FOLH1	GO:0005515
EIF4G1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0008190,GO:0008190,GO:0008190,GO:0008190,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829
ATP7A	GO:0005783,GO:0005794,GO:0005794
TLE2	GO:0005654,GO:0005654,GO:0005654,GO:0005925,GO:0005925,GO:0005925,GO:0016604,GO:0016604,GO:0016604
TLE3	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654
TLE4	GO:0005515,GO:0005654,GO:0005654,GO:0005654,GO:0005654
EMX1	GO:0005694,GO:0005730
PRKCQ	GO:0016235,GO:0016235,GO:0034451,GO:0034451,GO:0034451
GLO1	GO:0005654,GO:0005829,GO:0005886
REL	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
ICA1	GO:0005515,GO:0005829,GO:0005829,GO:0043231,GO:0043231
UBE3A	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
DNM1	GO:0005515
MXD1	GO:0005654,GO:0005654,GO:0005739,GO:0005739,GO:0005829,GO:0005829
PTK2	GO:0004713,GO:0004713,GO:0005829,GO:0005829,GO:0005829,GO:0005925,GO:0005925,GO:0005925,GO:0043231,GO:0043231,GO:0043231
LIPE	GO:0005829
PRKCZ	GO:0005829,GO:0005829,GO:0005886,GO:0005886
SRSF11	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0016607,GO:0016607
GRIN1	GO:0005515,GO:0005515,GO:0005515
PRKCD	GO:0005829
CALD1	GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0015629,GO:0015629,GO:0015629,GO:0015629,GO:0015629
RNASEL	GO:0042802
FPGS	GO:0004326,GO:0004326,GO:0008283,GO:0008283,GO:0046901,GO:0046901,GO:0005739,GO:0005829
SLC18A2	GO:0005813,GO:0043231
DHX33	GO:0004386,GO:0005730
SLC49A4	GO:0005764,GO:0016020
MEF2D	GO:0000977,GO:0046983,GO:0045944,GO:0048513,GO:0005634
CTDSPL2	GO:0005654,GO:0005654
LMO3	GO:0046872
POLR3F	GO:0006383,GO:0005666
VPS29	GO:0010008
SNX21	GO:0015031,GO:0005768,GO:0016020
TRERF1	GO:0001650,GO:0005654,GO:0005829
PTPN11	GO:0005515,GO:0005515,GO:0005515,GO:0005515
BTK	GO:0005829,GO:0005829,GO:0005886,GO:0005886
PPP2R3A	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0030674,GO:0001754,GO:0001756,GO:0007525,GO:0045732,GO:0090090,GO:0090249,GO:0090263,GO:0000159
EXOSC9	GO:0005730,GO:0005634,GO:0005730,GO:0005730,GO:0005730,GO:0005730
RBPJ	GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005654,GO:0005654
MEF2C	GO:0003677,GO:0003677,GO:0045893,GO:0045893,GO:0045893,GO:0005634,GO:0005634,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0043231,GO:0043231,GO:0043231,GO:0043231,GO:0043231,GO:0043231
RUNX1T1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0005654,GO:0005654
APLP2	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
SLC34A1	GO:0005654,GO:0005654,GO:0005829,GO:0005829,GO:0005886,GO:0005886,GO:0016607,GO:0016607,GO:0072686,GO:0072686
GABPB1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005654,GO:0005654,GO:0036464,GO:0036464
RING1	GO:0005515,GO:0005515,GO:0005654,GO:0005829
RAD51	GO:0005515,GO:0005515,GO:0042802,GO:0042802,GO:0005634,GO:0005730,GO:0005730,GO:0005730,GO:0005730,GO:0005829,GO:0005829,GO:0005829,GO:0005829
PAX8	GO:0045893,GO:0045893,GO:0045893,GO:0045893,GO:0045893,GO:0005654,GO:0005654,GO:0005654,GO:0005654
FMR1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0008266,GO:0008266,GO:0034046,GO:0034046,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0015030,GO:0015030
CHRND	GO:0005886,GO:0005886
RPL18	GO:0005730,GO:0005730,GO:0005783,GO:0005783,GO:0005829,GO:0005829
C1QBP	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
TJP1	GO:0005829,GO:0005829,GO:0005886,GO:0005886,GO:0030054,GO:0030054
CXCL9	GO:0031640,GO:0031640,GO:0061844
SPAG1	GO:0005829
KHDRBS1	GO:0005654,GO:0005654
SCN1B	GO:0017080,GO:0005248,GO:0005515,GO:0017080,GO:0035725
BCL2L1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0051434,GO:0010507,GO:0043066,GO:0043066,GO:0043066,GO:0090201,GO:0090201,GO:1901029,GO:1901029,GO:2000811,GO:2001243,GO:0005741,GO:0097136,GO:0097136
MCL1	GO:0005515,GO:0005515,GO:0005515,GO:0042981,GO:0005739,GO:0005739,GO:0097136
KLC1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
PPARA	GO:0005515,GO:0005515,GO:0005654
TNK2	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005886,GO:0005886,GO:0043231,GO:0043231
LRP1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
FOXM1	GO:0003677,GO:0003677,GO:0003677,GO:0003700,GO:0003700,GO:0003700,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0006355,GO:0042127,GO:0045893,GO:0045893
TLE5	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0042802
PCDH1	GO:0005654,GO:0005654,GO:0005730,GO:0005730,GO:0030054,GO:0030054,GO:0043231,GO:0043231
