gene,SI_15001,SI_15002,SI_15003,SI_15004,SI_16462,SI_16463,SI_16464,SI_16465,SI_16466,SI_16467,SI_16468,GTEX.1117F.0226.SM.5GZZ7,GTEX.1117F.0426.SM.5EGHI,GTEX.1117F.0526.SM.5EGHJ,GTEX.1117F.0626.SM.5N9CS,GTEX.1117F.0726.SM.5GIEN,GTEX.1117F.1326.SM.5EGHH,GTEX.1117F.2426.SM.5EGGH,GTEX.1117F.2526.SM.5GZY6,GTEX.1117F.2826.SM.5GZXL,GTEX.1117F.2926.SM.5GZYI
ENSG00000172456.17,2666,720,2157,665,488,91,270,585,476,1200,432,231,1434,270,345,352,183,406,454,348,384
ENSG00000091483.6,2428,1533,1023,1434,763,266,218,828,453,966,722,2011,3342,1356,2035,3286,1227,1409,2613,2441,2124
ENSG00000142621.19,321,59,80,296,191,31,157,98,54,200,51,35,4,10,3,22,5,37,26,21,3
ENSG00000137460.8,267,240,457,461,262,29,276,298,128,495,381,186,40,66,246,84,147,80,2712,265,1280
ENSG00000112214.10,339,403,299,88,251,15,114,293,199,1245,248,1260,247,6544,5172,106,1396,421,267,1337,182
ENSG00000134775.15,2687,2230,5376,1087,906,485,1316,1698,649,1513,2805,1234,1250,781,630,2005,101,330,51,404,181
ENSG00000176971.3,185,324,254,1545,285,354,30,129,242,254,197,5177,692,5702,5170,2916,483,1830,1299,2371,889
ENSG00000172500.12,1336,1143,1671,976,616,203,692,927,378,630,365,1917,1117,1397,1864,1381,1058,1490,1742,2140,1583
ENSG00000112367.10,3374,916,2038,1027,1110,330,508,1164,834,1912,1095,789,231,472,1192,460,390,907,1018,1118,635
ENSG00000132436.11,1305,489,643,560,768,239,28,232,228,1052,504,216,49,126,387,217,230,745,1693,475,362
ENSG00000261308.2,803,473,348,1281,55,19,447,168,100,136,53,25,6,13,17,13,28,23,25,81,13
ENSG00000168386.18,13893,12583,4357,9983,8095,1319,1513,6523,3027,14892,6388,2913,1751,8436,7501,1211,3253,9217,596,2581,1117
ENSG00000214253.8,2583,2375,2569,2434,970,130,1722,1065,586,1024,729,4383,9447,4402,5475,4210,2929,3057,3574,4249,4230
ENSG00000139914.6,77,35,75,107,52,2,7,96,45,104,15,44,4288,33,56,1499,75,29,61,57,33
ENSG00000179431.6,202,309,265,146,78,34,227,217,61,174,78,253,115,78,807,148,1190,271,242,521,297
ENSG00000141756.18,5036,2535,10133,11451,9540,1953,1923,6667,550,4550,1356,7981,405,3636,8606,5805,5800,8868,2042,4943,3282
ENSG00000106080.10,221,156,225,172,382,38,8,295,38,125,79,550,81,380,998,414,741,696,904,615,352
ENSG00000096060.14,9885,2994,26648,12516,11295,7108,3256,18914,1287,16279,9207,17001,26324,15483,22775,10517,16232,7766,28517,13357,16157
ENSG00000176826.15,51,47,27,48,3095,2,21,1219,17,49,15,155,13,31,118,68,54,129,68,90,70
ENSG00000181027.10,622,623,568,829,241,53,1195,429,132,555,197,741,881,868,1381,635,667,1207,1205,1051,607
ENSG00000155749.12,140,107,228,112,162,19,39,134,39,219,29,25,2,32,78,144,28,28,13,70,40
ENSG00000143631.10,11,7,11,8,20,7,55,3,17,22,23,178,59,33,121,131,380,156,155,149,46828
ENSG00000136068.14,14263,12490,42521,18894,23192,3289,9110,32790,5103,14790,15870,9460,3479,9609,10606,4666,10131,26100,13330,18096,9615
ENSG00000128591.15,1169,2390,1620,689,6189,633,11232,8720,716,799,913,4734,108567,8360,9528,35165,1584,14495,1432,1019,2706
ENSG00000126500.3,1,21,8,4,2,0,0,7,10,6,0,11,6,12,107,48,52,66,174,101,81
ENSG00000122025.14,684,43,102,288,61,94,4,58,35,236,61,93,39,187,14,24,50,74,20,31,22
ENSG00000059122.16,2028,1513,2322,1960,1347,693,1598,2031,952,1295,665,8460,4155,4429,6215,3641,2601,5868,5737,4586,5350
ENSG00000248905.8,5156,1518,6439,7209,6374,2420,1852,4830,645,3990,1459,767,132,119,492,167,291,195,1441,629,843
ENSG00000137942.16,7566,3073,4587,1831,6484,570,931,2860,1710,7027,4237,2114,1397,857,3019,1886,4167,3174,3694,4819,2190
ENSG00000109920.12,11259,5157,10143,5882,8515,1562,8221,8963,2313,9807,3303,10740,5837,10439,7653,4810,7094,10010,10203,8163,7702
ENSG00000102531.16,10217,8394,14838,9564,5151,2727,2622,8694,4665,9929,7554,3784,1076,2835,4342,2338,4019,3956,2824,3892,2229
ENSG00000277758.4,228,246,203,303,168,45,13,140,140,442,175,36,4,45,59,11,25,15,56,12,7
ENSG00000188352.12,4192,2268,2203,2774,2977,548,644,2308,829,5263,1395,485,445,238,1520,1326,862,1875,1837,1286,945
ENSG00000175592.8,356,417,769,209,632,95,1465,1876,34,94,90,754,48,525,231,162,2190,120,1001,696,628
ENSG00000125798.14,1,5,0,9,46,0,0,186,0,6,2,6,0,2,0,1,2,2,0,0,2
ENSG00000204612.1,55,8,1,2,0,1,1,3,6,58,317,0,0,0,0,0,0,0,0,0,0
ENSG00000186564.5,24,44,24,98,19,19,22,44,27,107,24,86,12,445,225,19,27,27,19,120,54
ENSG00000176165.10,15,6,0,24,1,4,46,32,4,47,10,9,2,50,6,6,4,4,0,6,7
ENSG00000176678.5,120,129,605,557,59,70,379,282,177,910,145,182,740,3442,610,274,99,14,40,68,22
ENSG00000111206.12,668,394,43,982,599,16,87,561,101,247,228,40,13,26,93,40,46,74,857,40,192
ENSG00000053254.15,4351,2080,6008,2712,2863,772,3636,3591,840,3543,2042,7507,11055,12000,4234,2792,3777,3574,5050,3889,6247
ENSG00000184481.16,1383,770,1689,976,541,181,301,979,576,1321,491,930,4215,1140,1757,1076,1411,1688,1680,1573,1512
ENSG00000110074.10,739,351,657,850,398,107,353,304,281,730,200,993,722,727,927,655,607,988,1154,842,608
ENSG00000100350.14,308,420,206,632,213,122,46,246,127,243,185,445,163,130,378,276,252,637,608,468,697
ENSG00000179772.7,136,155,78,501,136,2,70,216,295,657,280,28,12,90,1234,138,30,84,59,89,51
ENSG00000275464.4,964,602,1288,770,424,149,2586,1132,287,446,330,103,80,113,169,63,103,92,157,158,126
ENSG00000277117.4,50,79,168,65,26,11,680,101,22,38,18,27,14,28,50,89,43,58,112,85,61
ENSG00000280433.1,37,15,37,61,23,13,43,37,15,39,17,70,34,27,103,38,39,23,115,74,56
ENSG00000136877.14,1275,1356,2280,1521,1334,205,1925,2187,512,1235,635,3332,8643,4054,3450,1642,2152,3442,1549,4036,1602
ENSG00000254685.6,1574,629,1248,870,775,181,226,359,540,1223,672,651,248,597,1105,537,382,596,1270,815,507
ENSG00000171051.8,929,764,1402,283,365,285,86,3616,84,220,132,469,22,102,339,223,383,250,52,310,63
ENSG00000165879.8,24,7,48,25,27,2,12,74,8,71,17,203,182,88,193,84,116,245,216,147,167
ENSG00000181274.6,47,52,91,55,17,49,37,48,8,40,12,311,180,67,287,149,186,306,1435,327,986
ENSG00000164946.19,126,492,7,42,607,37,128,31,58,69,140,314,20,194,1358,407,266,2307,163,178,199
ENSG00000149531.15,211,125,160,137,167,34,15,101,49,176,111,342,91,252,384,190,158,356,252,314,125
ENSG00000282870.1,43,8,7,81,34,41,13,5,15,86,1,20,0,14,41,18,5,14,17,14,11
ENSG00000283047.1,127,10,25,78,18,12,0,22,17,25,3,2,1,0,2,0,0,2,2,4,1
ENSG00000276291.5,142,44,126,129,88,11,43,85,54,199,69,565,151,501,810,337,246,687,537,558,242
ENSG00000139926.15,493,646,647,386,955,125,221,1134,378,776,345,3721,286,923,1707,661,865,9983,10550,1970,4354
ENSG00000147234.10,43,17,45,118,39,35,0,31,67,32,21,8,4,7,58,67,36,251,20,10,12
ENSG00000166225.8,2296,1368,1290,1769,1268,479,492,1549,648,2127,1506,1474,636,1658,1517,718,1023,1583,2006,1564,943
ENSG00000137218.10,365,333,240,513,198,11,153,332,158,530,172,623,228,527,767,328,355,796,575,608,229
ENSG00000186765.11,16,48,589,46,51,77,148,215,20,120,66,59,34,118,32,23,23,96,133,49,39
ENSG00000162613.16,14464,6782,8623,5827,9049,1775,2602,4692,1801,6417,2158,5487,4247,7024,7594,4119,4679,7330,6408,7020,3445
ENSG00000179163.11,2549,1574,2030,856,679,205,577,659,326,513,927,1161,360,690,1198,613,493,1049,738,790,675
ENSG00000001036.13,2853,1244,2168,927,1237,345,411,1256,369,700,1063,3438,281,758,1712,1245,1448,1067,1112,2193,962
ENSG00000255883.1,53,17,20,81,44,0,13,8,21,19,20,4,11,8,5,6,2,4,2,5,2
ENSG00000089280.18,11770,6972,9570,11506,5954,1811,5055,7446,2869,8159,3995,6433,4727,7360,9507,5162,6805,9279,8689,8426,6490
ENSG00000172728.15,981,483,582,581,320,120,140,322,260,685,300,274,39,111,355,121,130,321,688,309,376
ENSG00000196371.3,765,648,1044,1221,427,151,1666,1076,335,845,264,516,48,260,625,261,295,402,97,414,130
ENSG00000130383.7,6,5,47,3,11,0,0,22,0,1,0,125,11,43,2,0,4,2,0,3,7
ENSG00000156413.13,2836,432,140,562,2,6,1097,73,290,161,660,19,21,10,0,1,0,2,1174,15,7
ENSG00000180549.7,23,14,22,36,6,14,0,80,6,8,5,6,3,11,12,8,0,0,7,5,16
ENSG00000033170.16,1116,339,1259,699,770,417,128,974,358,901,697,937,142,241,825,422,532,520,649,851,832
ENSG00000010361.13,831,523,744,589,210,48,418,190,235,420,148,303,744,161,812,384,257,917,725,545,415
ENSG00000129245.11,2372,2031,1465,1624,750,365,1044,1314,364,972,505,2127,6848,2391,2303,2917,1127,2245,2700,2147,2117
ENSG00000266964.5,23,524,85,349,40,27,187,241,175,94,107,1747,9429,3596,5724,4363,1152,3128,1180,1812,1699
ENSG00000089356.18,2,6,16,33,5,13,0,2,6,0,19,1213,52,85,160,35,49,30,18119,1158,8265
ENSG00000089327.14,2471,1020,2537,2570,2763,1570,297,3638,698,2796,1168,6240,699,2943,5508,3915,9037,2571,3618,8730,5465
ENSG00000010810.17,4987,2040,4915,3324,3484,1144,1981,3680,1124,6157,1618,11356,712,3132,6503,3018,6949,4252,1063,6593,3701
ENSG00000157240.3,3334,4498,3043,2837,490,329,1532,1623,2135,2556,2108,2181,173,3599,2245,1434,509,1026,3035,1215,1098
ENSG00000111432.4,3,6,10,267,21,4,49,113,27,70,21,158,11,10,80,10,86,70,2041,38,914
ENSG00000180340.6,51,72,76,82,59,0,10,128,51,108,50,61,6,52,315,144,77,411,60,78,79
ENSG00000155760.2,168,294,180,347,302,88,304,396,212,392,144,1271,390,663,1220,1125,1138,2593,762,1692,598
ENSG00000177283.7,590,1614,416,482,1000,314,537,2141,505,621,424,630,425,649,1110,1305,364,695,100,577,175
ENSG00000138757.14,7883,8250,6743,7849,4749,1103,2856,4324,1971,2821,3025,4168,4618,5397,4184,2384,4845,2781,4423,3460,2487
ENSG00000131482.9,108,43,20,64,6,6,280,114,68,14,14,3,4,4,1,0,7,4,6,2,2
ENSG00000152254.10,17,41,47,5,12,2,0,0,7,90,1,2,2,0,0,0,2,0,0,8,0
ENSG00000141349.8,1534,1581,1174,2086,804,450,402,1933,994,1102,1107,2027,1152,978,2212,1270,1500,1600,1431,2538,984
ENSG00000109458.8,7499,3431,3778,5994,4933,1556,1666,2878,2629,8446,4210,1747,1047,1738,3051,1453,1513,2212,3967,2078,1718
ENSG00000154727.10,508,179,423,257,326,86,20,241,142,494,224,1197,770,877,2063,1022,1343,1685,2336,1889,1113
ENSG00000151834.15,16,20,10,28,12,11,67,60,9,6,15,22,14,25,281,10,367,12,29,45,4
ENSG00000145864.12,28,13,4,18,14,0,0,37,5,30,5,49,25,11,123,12,178,8,19,15,36
ENSG00000146276.11,20,18,2,5,9,10,0,21,15,42,9,2,1,30,9,0,6,2,0,2,4
ENSG00000111886.10,129,59,214,153,66,2,204,169,30,205,25,8,9,21,112,60,128,74,20,118,16
ENSG00000144644.14,20,10,13,10,9,22,1,13,14,28,7,10,8,154,31,11,12,7,4,5,2
ENSG00000154252.11,16,14,43,75,16,0,0,109,17,9,7,32,8,28,2,5,16,7,16,3,6
ENSG00000108479.11,394,331,901,304,180,89,182,333,151,255,113,930,165,234,1122,414,653,791,1328,1116,1123
ENSG00000141429.13,2814,1717,2984,1895,3645,791,595,2955,906,1831,2034,3171,1650,1554,2730,1796,2561,1517,3911,3041,5317
ENSG00000115339.13,1554,543,328,439,385,156,196,194,246,473,537,448,29,189,93,31,146,66,2693,681,871
ENSG00000166573.5,137,85,193,85,51,27,21,54,43,483,13,7,0,2,28,67,13,8,0,15,13
ENSG00000213930.11,1315,861,844,1337,539,214,619,808,650,1550,466,603,517,330,1853,1270,811,1521,1938,1351,1680
ENSG00000130005.12,2421,1122,1644,1042,124,173,210,362,290,422,179,252,13536,85,841,742,339,350,1947,315,1498
ENSG00000214013.9,5026,1496,3164,4159,1739,672,896,1563,1245,4414,1307,1090,929,1114,1738,827,851,1430,2147,1314,1046
ENSG00000216624.3,29,14,34,38,75,52,19,63,26,59,27,14,22,26,5,7,5,7,13,6,3
ENSG00000175857.8,502,95,44,384,48,84,0,61,42,184,67,43,6,4,34,34,12,46,16,15,42
ENSG00000165219.21,9000,4117,6989,5827,4883,1409,2249,6864,2434,6945,3296,4569,2852,3716,2968,1597,2582,2620,3798,2873,3377
ENSG00000185340.15,1469,1400,1509,2695,685,444,2303,1672,492,2618,769,1104,282,478,2315,895,923,1471,3273,1938,1980
ENSG00000270765.5,44,10,65,5,106,7,0,93,2,15,75,4,0,4,21,10,2,14,9,3,1
ENSG00000164125.15,2682,1906,1607,2171,4722,727,473,2534,797,2538,1384,930,111,1041,8364,4164,3713,4402,489,1623,453
ENSG00000179348.11,404,470,339,449,277,56,443,456,192,1191,262,3329,887,493,1125,775,690,1474,651,1338,1156
ENSG00000167491.17,6700,6822,8881,7652,3341,1736,11695,9000,2688,6206,2846,4995,2294,3969,4223,1953,3323,3194,6277,4498,4627
ENSG00000280071.3,2168,778,1897,1955,931,338,1682,1193,642,1203,699,162,238,136,200,222,146,149,231,189,153
ENSG00000070610.14,8339,4000,4252,4773,1570,482,7896,2790,1514,5673,1636,5908,5490,4893,6340,5589,3607,5390,6577,6314,3625
ENSG00000249948.6,8727,760,671,1126,2,310,1082,708,702,968,1364,0,2,0,2,6,7,0,0,4,4
ENSG00000160766.14,442,103,139,332,184,121,171,135,83,482,129,37,22,26,169,74,70,312,179,103,151
ENSG00000107862.4,11194,6721,10289,8734,5649,1732,4457,6590,3840,9000,4396,5281,5401,4274,5265,3127,3827,4924,6444,5597,4762
ENSG00000225492.6,357,43,105,255,119,103,42,6,89,49,15,31,5,25,92,51,33,89,308,73,18
ENSG00000154451.14,3407,310,1808,3134,229,2279,82,491,548,325,321,481,83,267,269,304,1164,95,109,117,60
ENSG00000183347.14,21,6,55,37,8,12,2,38,13,28,9,4,18,35,8,5,6,11,5245,4,19
ENSG00000100116.16,73,92,211,106,77,11,38,120,19,124,56,474,448,417,207,454,240,222,455,233,321
ENSG00000135968.20,7734,5363,6881,6515,4326,1693,1299,4246,2349,6958,3816,3206,1008,3386,2732,1717,2666,1955,2454,2597,1514
ENSG00000005436.13,1549,709,1234,814,1006,221,296,608,288,900,402,653,1648,603,1113,533,665,1180,1346,933,709
ENSG00000147174.11,298,103,486,226,124,5,909,353,148,711,137,78,107,208,318,197,140,193,196,215,90
ENSG00000140905.10,123,97,101,142,46,42,27,53,25,52,25,261,439,285,345,211,199,201,347,336,146
ENSG00000224837.1,93,79,70,55,30,7,1,24,0,12,7,0,5,9,5,0,0,6,7,0,4
ENSG00000119125.16,3334,3014,2124,3226,3,140,3307,4760,2313,12,2213,7,3,6,2,2,1,2,2,6,13
ENSG00000104381.12,455,183,178,204,169,64,48,161,60,215,171,470,409,449,456,268,259,255,421,525,137
ENSG00000135414.9,304,189,153,344,157,27,84,254,108,545,101,469,140,276,966,672,800,1174,596,758,382
ENSG00000130513.6,1445,1642,1928,506,936,95,2165,1391,484,131,1365,1704,55,392,219,124,25357,1143,122,4902,1538
ENSG00000164404.8,49,13,45,57,33,32,0,18,26,36,5,55,17,30,36,38,22,34,95,41,36
ENSG00000183208.12,289,189,233,284,99,118,104,211,108,250,84,77,21,33,106,88,21,113,154,89,37
ENSG00000142252.10,169,99,221,150,58,1,126,92,61,121,67,164,196,62,201,115,95,132,799,235,242
ENSG00000168827.14,2991,1465,1847,1829,1178,208,438,1370,552,1459,874,1611,1697,1152,1939,1238,1351,1069,1864,2495,1414
ENSG00000198380.12,6398,8884,10307,6562,4448,1362,1182,4289,1905,2310,1863,4230,962,3480,6703,2692,8252,2518,3344,6710,2137
ENSG00000151892.14,45,1434,1590,558,232,66,0,135,44,65,105,3043,560,1336,4973,2379,1474,799,650,3380,2245
ENSG00000187871.2,42,26,34,53,8,11,138,39,35,24,17,0,0,0,0,0,0,1,0,2,0
ENSG00000103365.15,3985,1940,3962,4218,2090,810,1649,1752,886,1550,939,5524,3716,3154,4100,4006,4311,6083,7595,5085,5305
ENSG00000134864.10,49,29,273,50,22,49,924,58,12,17,37,170,62,53,127,77,80,74,312,181,131
ENSG00000179168.14,130,46,79,57,40,0,40,149,13,37,16,16,34,29,62,38,16,41,56,15,30
ENSG00000152904.11,1494,685,1198,1257,823,77,48,656,403,897,688,833,363,555,1183,726,715,782,1331,1229,1110
ENSG00000280208.1,61,5,3,12,0,0,166,0,3,2,1,0,0,1,0,1,0,2,0,4,5
ENSG00000099998.17,426,1358,812,953,917,91,446,1053,514,2179,622,6044,476,2732,6907,7515,3181,1532,1166,3103,1175
ENSG00000167741.10,135,37,11,19,7,14,60,4,4,7,3,117,10,11,4,4,5,4,2437,243,3689
ENSG00000204136.10,858,210,246,695,233,88,1,72,48,385,206,942,55,1131,2627,387,755,190,1090,393,387
ENSG00000157017.15,25,13,23,25,4,0,2,9,9,31,4,18,16,30,28,7,8,22,22,16,12
ENSG00000141034.9,251,202,197,170,112,45,37,221,92,222,109,982,1585,921,1125,686,504,662,2117,1004,1507
ENSG00000204120.14,10698,8158,9937,10306,5061,2248,4497,4422,2966,7168,3538,4622,3289,5212,3144,2046,2880,3224,4368,3981,3736
ENSG00000196329.11,2489,1159,1254,2268,671,873,760,997,771,5296,1073,2094,599,1048,1881,1307,2389,1400,678,1554,901
ENSG00000133561.15,1714,1105,1007,1819,461,192,341,499,484,1895,413,2056,608,1242,1274,663,1430,1105,363,1940,710
ENSG00000181938.13,71,40,52,31,66,1,11,96,11,52,19,96,28,37,201,92,81,177,942,249,127
ENSG00000108262.15,2423,2400,3926,2611,1025,554,1581,1674,984,3209,1030,6922,1879,4013,4865,2124,3744,3257,5445,8366,4528
ENSG00000183153.6,66,35,11,75,3,6,0,46,40,17,7,0,0,2,0,0,0,0,3,1,0
ENSG00000198814.12,2704,956,2389,1265,626,501,250,2734,363,419,463,284,115,158,212,185,178,450,112,238,173
ENSG00000149328.14,731,698,352,865,211,112,256,66,238,365,353,184,29,66,156,46,92,9851,318,321,511
ENSG00000178445.9,98,699,286,444,35,24,232,40,9,94,55,16,18,6,6,0,15,5,4,22,8
ENSG00000119392.14,1191,908,1326,1412,595,104,256,670,545,928,518,1658,1441,1130,1390,886,717,1166,2197,1520,1744
ENSG00000090863.11,15393,13192,19297,14604,11871,2371,5527,8698,4093,10168,6246,13163,10749,10891,11035,8062,7364,11173,7050,7987,6574
ENSG00000074047.21,604,765,575,2184,783,306,1281,2005,789,3145,566,318,80,295,423,319,161,652,269,298,239
ENSG00000174332.5,1317,857,1046,1415,248,165,1082,249,554,900,541,252,4,120,295,121,66,1499,213,107,221
ENSG00000126603.8,4994,4903,7362,3827,1869,461,2743,2173,1475,2215,2145,2055,237,2491,2876,1764,597,1842,353,1156,348
ENSG00000167699.13,2255,1711,1195,1001,575,319,414,739,572,769,523,2220,552,1597,1844,1147,1400,1607,3004,2154,3214
ENSG00000118990.5,37,13,0,37,2,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115419.12,6202,8128,3776,3236,3101,916,3766,3119,1813,3155,2704,5415,746,4721,8810,3190,4268,3678,3060,4881,3371
ENSG00000016864.18,880,557,891,637,1007,395,129,816,340,862,698,3209,648,1124,2743,1677,1471,1839,1758,2071,1654
ENSG00000120820.12,76,65,89,21,252,7,23,147,48,140,90,435,19,365,2126,691,630,686,323,653,398
ENSG00000250959.2,164,84,69,172,75,85,33,34,44,118,37,197,133,190,104,57,28,102,68,104,31
ENSG00000182890.4,522,111,371,129,125,76,61,129,39,310,81,31,15,24,175,40,233,5,25,150,26
ENSG00000166840.13,2088,934,151,1948,13,196,165,89,1426,621,398,14,3,1,10,6,2,12,9,43,10
ENSG00000196743.8,1767,913,1617,1413,632,338,450,1140,496,431,624,1509,187,587,1699,1418,1177,1521,12810,2108,5609
ENSG00000162419.12,1137,543,1025,894,628,282,148,908,373,1136,493,415,315,436,582,377,686,658,775,798,731
ENSG00000205835.8,34,76,22,2,3,0,0,7,0,8,1,0,0,0,2,0,0,868,2,0,1
ENSG00000144591.18,1596,1545,2958,2053,1257,707,726,1629,668,1133,675,1091,716,950,2288,1347,1172,2021,1779,1888,1172
ENSG00000173540.12,1879,1443,3050,2410,1724,361,576,1845,316,1324,582,932,347,782,1199,577,825,910,1423,1076,687
ENSG00000137198.9,62,100,81,157,48,31,38,122,81,96,57,724,14180,538,971,1632,134,514,107,346,371
ENSG00000100938.17,2337,920,2268,2351,1035,54,226,891,413,1271,693,2206,1296,1972,2940,1903,1847,1941,3194,2506,2014
ENSG00000060558.3,369,245,1066,356,310,196,376,795,72,150,93,266,34,137,225,114,489,216,5223,268,2667
ENSG00000156052.10,2594,1584,1437,1941,1221,322,830,1120,583,1730,966,4908,1276,4816,4946,2019,2769,4284,3516,4393,1829
ENSG00000111664.10,16,35,22,37,77,5,42,110,18,110,25,328,34,544,436,273,54,747,145,124,72
ENSG00000069966.18,1375,1116,1509,1083,411,265,469,832,407,834,468,888,93,707,1118,746,695,2108,1273,853,663
ENSG00000127920.5,772,341,778,372,1236,78,40,821,137,703,281,3199,849,1207,7027,3609,4956,2628,950,8487,2284
ENSG00000186469.8,277,133,265,352,315,122,78,324,129,319,114,694,101,209,1470,740,1705,424,201,826,517
ENSG00000204590.12,4149,3824,3576,3283,2743,352,3118,2698,681,2190,699,5508,2042,7708,3852,2080,3092,4197,3418,3742,3543
ENSG00000115523.16,197,181,721,212,151,158,167,222,122,185,104,313,140,114,89,103,361,96,125,143,56
ENSG00000163281.11,562,331,280,275,326,56,43,148,190,345,186,970,370,746,1397,686,650,932,1092,1018,723
ENSG00000211451.12,36,14,6,52,14,5,1,7,3,11,5,54,82,44,78,24,15,89,97,74,49
ENSG00000136935.13,1868,962,1885,1277,1170,218,426,666,348,1168,463,3011,1241,3194,2131,1164,1168,1848,2976,1899,1874
ENSG00000167110.17,4480,3229,4150,7207,4154,785,1714,2499,1049,2503,1357,7680,1551,5356,5774,4179,4840,4702,8924,5145,7666
ENSG00000255769.7,7,10,69,13,0,0,23,4,6,8,6,109,188,22,89,119,58,326,3357,165,496
ENSG00000238105.7,661,196,439,881,212,102,313,85,154,545,62,292,73,617,431,197,104,262,757,650,344
ENSG00000225151.10,58,39,258,81,24,23,75,47,28,84,32,29,37,3,9,19,3,66,182,29,101
ENSG00000144674.16,14354,6560,13523,12793,12396,5214,2944,10863,3478,11797,10022,5820,8131,5270,4987,5548,4360,3658,7387,5046,8418
ENSG00000174450.11,2,0,4,2,6,1,7,4,0,0,1,3,1,0,0,7,0,2,3,1,2
ENSG00000230373.8,24,6,24,12,1,4,51,14,0,34,2,367,149,403,280,160,264,358,348,237,170
ENSG00000147533.16,554,442,441,378,410,120,119,460,236,267,294,2610,825,1890,2488,1227,1726,1520,2010,2189,2611
ENSG00000175265.17,7714,1503,7568,4330,1737,1110,4520,3127,869,8000,917,5410,2469,4356,8739,4330,5243,9435,11135,6289,6446
ENSG00000215252.11,159,53,194,55,69,65,634,313,106,369,80,3012,1826,3689,4612,1967,2413,5114,4848,3537,3421
ENSG00000188626.6,26,4,156,33,7,0,27,5,4,12,11,42,6,32,113,58,142,73,37,163,24
ENSG00000232653.8,27,5,20,11,4,10,63,25,12,38,13,333,91,603,820,338,247,373,474,299,230
ENSG00000186399.10,453,56,458,245,211,59,59,20,25,161,53,115,21,187,208,101,81,113,111,98,67
ENSG00000173230.15,88986,28765,24043,66439,43756,10802,5693,19281,11440,34456,20142,11692,4613,14346,8664,5217,4782,7210,7993,7401,5602
ENSG00000173905.8,13096,9887,6786,14100,14811,3332,2707,6511,2333,8129,4072,2260,698,1507,3488,2970,1611,2141,1511,2325,1164
ENSG00000135052.16,3255,3541,7720,3644,2784,658,1157,2051,1036,905,1713,2479,257,669,2605,1011,2083,2968,1026,2339,1038
ENSG00000116580.18,17657,8261,11348,15621,6970,1643,6481,7500,3680,10834,3989,4206,1946,4085,2781,1799,2511,2765,3156,3468,2670
ENSG00000120370.12,482,349,519,830,778,188,122,326,268,576,267,1128,105,804,657,475,545,640,894,1124,446
ENSG00000114745.13,832,781,841,889,548,82,1045,688,259,1041,408,3257,2218,1944,3720,1701,1703,2924,3593,3364,2266
ENSG00000108587.15,918,538,916,999,544,165,274,532,336,743,443,1971,1402,2649,2077,1043,1198,2057,2541,1907,1567
ENSG00000108433.16,1637,1164,1903,3185,1288,443,1100,1674,649,2119,826,2786,1931,2955,3149,1669,1498,2735,2828,2921,1563
ENSG00000169347.16,9,3,3,4,0,47,2,32,3,8,1,10,553,1229,21,100,561,493,4,12,60
ENSG00000178732.5,37,15,22,20,48,1,57,61,10,10,2,18,0,6,2,9,10,6,4,2,0
ENSG00000088053.11,238,75,302,466,96,39,86,89,60,48,184,43,9,26,11,23,18,10,81,17,43
ENSG00000230596.3,36,37,85,42,104,18,19,196,18,91,45,73,3,27,126,92,67,75,35,29,21
ENSG00000133114.17,1078,583,908,812,594,324,643,668,328,993,620,1075,749,1317,1426,666,459,1305,1390,1131,703
ENSG00000186281.12,188,81,330,68,48,52,152,161,17,52,67,110,68,64,293,268,329,257,42,778,116
ENSG00000237510.7,56,9,81,10,26,22,11,25,2,26,7,6,5,3,29,15,8,1,4,21,5
ENSG00000158669.11,1666,1061,1884,860,1441,352,1113,2611,487,1254,570,3824,2219,1916,2297,1784,2551,3659,3174,3074,2420
ENSG00000076650.6,1113,588,1023,1189,698,246,290,465,401,1077,417,844,481,777,737,337,450,693,1161,710,867
ENSG00000152133.14,268,171,252,238,237,121,38,171,70,158,71,946,139,651,701,376,485,473,643,793,551
ENSG00000089916.17,2312,1204,1540,1368,1307,565,1120,2479,451,2565,1153,4452,2500,4545,3478,2542,1985,3468,3790,3017,1982
ENSG00000160818.16,2759,2855,2187,4395,2869,879,1533,1869,432,1236,704,925,2068,1088,1266,500,1182,863,1103,2097,875
ENSG00000125772.12,3516,770,3058,1272,2190,402,715,2672,392,1817,554,3184,6063,1550,6624,3991,7251,3563,5936,3622,2862
ENSG00000152642.10,433,342,354,337,142,40,86,211,172,370,261,1886,9307,2044,3121,5604,2203,1114,2773,4094,1209
ENSG00000171723.15,2181,1641,1348,954,820,135,618,1500,499,2662,1103,736,1661,567,828,600,877,557,1154,992,1026
ENSG00000150625.16,86,92,113,64,1977,24,27,5,134,17,397,493,2,116,201,257,294,189,119,93,164
ENSG00000198522.13,1397,1370,1514,1043,1239,256,383,1115,457,875,638,1483,798,968,1396,704,813,927,1483,1578,1291
ENSG00000183671.12,28,21,12,21,47,18,3,34,6,17,11,110,4,2,50,6,35,8,724,14,110
ENSG00000148358.19,2648,1940,2815,3876,2119,364,682,1992,1222,2196,1527,4654,2959,4875,5654,3736,3532,5437,5617,4855,4334
ENSG00000125734.15,2770,2521,3988,2465,1048,380,2153,1973,1315,1872,919,2739,1032,2162,2933,1721,2063,2939,3472,3312,3282
