gene,logFC,logCPM,PValue,FDR
ENSP00000307786,-4.87941132665378,7.14295134114743,8.65726512004034e-23,2.62550268733075e-21
ENSP00000356515,2.75553102038079,10.8231486919976,9.46586616540927e-23,2.85311659329176e-21
ENSP00000345156,-3.06831609112978,10.5810329640348,9.66903910043447e-23,2.89658470124601e-21
ENSP00000473408,-2.64363740449223,6.18361579042381,1.05669402985664e-22,3.14638652647618e-21
ENSP00000433597,-4.88851318492265,3.82015761196857,1.07264678122345e-22,3.17464676876555e-21
ENSP00000418587,3.34955592942344,8.64031412826702,1.09657058538224e-22,3.22601873412152e-21
ENSP00000366276,-2.71055880887494,5.91703194616157,1.26481566862695e-22,3.69883296426441e-21
ENSP00000283233,5.49493249637242,5.30767853139157,1.40330202144144e-22,4.07954013688862e-21
ENSP00000443216,-2.85146400643715,6.3971496312512,1.46111840604186e-22,4.22263219346098e-21
ENSP00000242848,2.03308440126528,9.35596673125776,1.60755424721482e-22,4.6186631675827e-21
ENSP00000360158,12.349172962932,9.81030553587632,1.85429508962146e-22,5.29659986936643e-21
ENSP00000344844,9.01340247644689,8.2648151345479,2.73492735084294e-22,7.7668774998216e-21
ENSP00000251076,3.3603095333016,9.17006522407429,2.80431169367693e-22,7.91815135116939e-21
ENSP00000462445,3.03754601888545,5.7008403196722,2.83452096766134e-22,7.95771515092579e-21
ENSP00000253023,-2.81215510553371,6.8382470486175,3.17978004287185e-22,8.87628372194852e-21
ENSP00000369274,2.17020373111629,8.84820909298314,3.58004257844762e-22,9.93714643384925e-21
ENSP00000356999,-2.13609297924905,6.69246449434935,3.69002622937461e-22,1.01848870027626e-20
ENSP00000482370,-2.02628963100661,8.15560586505645,5.38957721083985e-22,1.47927334284113e-20
ENSP00000333327,-2.48164794379017,7.11824794955498,5.84517624364797e-22,1.59540838250236e-20
ENSP00000376337,-2.28698067211958,6.78647232085065,6.45538746059253e-22,1.75222754662382e-20
ENSP00000391345,9.42063860623985,5.7172960653524,8.01272178413781e-22,2.16299462227852e-20
ENSP00000278980,-2.41847759275432,6.39271822770897,8.88381207392323e-22,2.38503654203196e-20
ENSP00000484095,7.93728039764887,3.70790524814097,1.07966706913777e-21,2.88282842971407e-20
ENSP00000383594,-2.23721117447562,5.41097896659519,1.13920027347509e-21,3.02534645599088e-20
ENSP00000500133,3.17343551175729,6.95963862579124,1.37908947039114e-21,3.64272396130735e-20
ENSP00000370127,3.32695136686705,3.85677871756808,1.69355146565719e-21,4.44942157795388e-20
ENSP00000366809,9.58689192504063,6.80559973180336,2.39596813991681e-21,6.26137844224004e-20
ENSP00000467092,-1.99709572246865,6.98051355563428,2.57711916866266e-21,6.69914628340722e-20
ENSP00000491593,-2.98620144073075,8.36909177755607,2.72201348936547e-21,7.03855382802766e-20
ENSP00000366249,10.4020628045896,6.96016437624619,2.79522056329236e-21,7.19000975259443e-20
ENSP00000418568,-1.9140458133779,6.67158281620116,2.8320398998735e-21,7.24677709795756e-20
ENSP00000508759,-2.15591544850934,6.48310705747995,3.03825883803054e-21,7.73417910427153e-20
ENSP00000420622,9.70927688559797,6.78779028545437,3.07889418232367e-21,7.79722016379185e-20
ENSP00000485004,2.78301947218665,6.67629100999687,3.69264958899476e-21,9.30358329781091e-20
ENSP00000363227,7.49880625731816,0.22301021693245,4.56405446541269e-21,1.14404079533533e-19
ENSP00000346339,6.6922942648407,4.52483568469779,5.55363755219449e-21,1.38502646162089e-19
ENSP00000421076,5.3890363198731,2.09626602367247,1.01374459806457e-20,2.51541778297537e-19
ENSP00000300482,3.18077639039855,6.56740742499717,1.04960199520591e-20,2.59130382032493e-19
ENSP00000481622,6.00763086335906,1.38089025223687,1.30876599268906e-20,3.21498366104068e-19
ENSP00000405165,5.41569764438569,1.35541509220597,1.35735042347521e-20,3.31774260225558e-19
ENSP00000339017,-2.49249482660947,6.77275124024838,1.36825418784264e-20,3.3278380321143e-19
ENSP00000398960,2.45385141921827,9.92623608816823,1.58915390237429e-20,3.84606557751965e-19
ENSP00000468723,-2.63105759502277,6.19595299616118,1.76985649631754e-20,4.26240439529808e-19
ENSP00000357541,3.22401742330687,1.92332819088755,2.31779797284934e-20,5.55480070273601e-19
ENSP00000203630,-2.17204770228485,8.24925953886486,2.67171871752645e-20,6.3719194462172e-19
ENSP00000419669,5.4158246373682,2.08875497157971,2.77880793157837e-20,6.59530597480411e-19
ENSP00000356541,-2.12849725269069,6.51257635914519,2.84290964238233e-20,6.71500724664635e-19
ENSP00000231487,-2.54604108590248,8.949704627116,2.99292569557867e-20,7.03552341740575e-19
ENSP00000351142,6.77042766671375,5.53909038756805,3.06427181655057e-20,7.16893687367283e-19
ENSP00000405156,3.17268155403683,4.06931645151018,3.11862706455975e-20,7.26152358681614e-19
ENSP00000376309,-2.08568570466409,9.57590368365499,3.15071401885223e-20,7.30163112010425e-19
ENSP00000502350,-2.57271252531135,8.10418871344005,3.34367426535044e-20,7.71242801205011e-19
ENSP00000452513,-2.67596429536187,4.65841086323029,3.62580485970503e-20,8.32410246529478e-19
ENSP00000447824,-1.71889687743736,8.22037757119853,4.14652683709751e-20,9.47529597705120e-19
ENSP00000467929,3.01296716035108,5.18101452200201,5.23164690356488e-20,1.18995746468584e-18
ENSP00000382688,1.72806534426424,8.98274720772432,5.58017717355915e-20,1.26338297021641e-18
ENSP00000419325,-2.77511042331584,7.01101316193208,5.80894526989074e-20,1.30914440876024e-18
ENSP00000352955,-2.67976253947685,6.98600224896893,6.12208344776133e-20,1.37341534150007e-18
ENSP00000507858,3.44725252521182,8.97338125796634,9.30031951341583e-20,2.07693044406418e-18
ENSP00000315180,7.55642559794082,5.64563873734357,9.34306875759598e-20,2.07703605457326e-18
ENSP00000256319,-3.07808259566263,5.55550106625137,9.4213271169359e-20,2.08499910475253e-18
ENSP00000458671,-2.24746006752449,7.41901515476906,9.99323118131103e-20,2.20164774860005e-18
ENSP00000346012,-2.73475632736439,8.37596749410225,1.1862353218554e-19,2.60177416798017e-18
ENSP00000430474,2.61086956683936,7.96888315115387,1.25241216434786e-19,2.73471153930712e-18
ENSP00000350704,-2.77167850202571,4.8693759167329,1.4180607292793e-19,3.08271343493328e-18
ENSP00000366185,9.29664079787173,6.93258620210388,1.72590190634845e-19,3.73129004361166e-18
ENSP00000401115,-3.25277415108044,4.34999457167777,1.73159806623948e-19,3.73129004361166e-18
ENSP00000466258,2.22333293475555,8.0268274786569,1.93595824013239e-19,4.15343355186481e-18
ENSP00000417426,4.98565976160701,5.33884728193674,1.99402267690814e-19,4.25940583115204e-18
ENSP00000461828,-3.65379044988186,6.81316467176025,2.02202325895969e-19,4.30051959795194e-18
ENSP00000468656,-2.28414316533907,6.99228686603228,2.9380328448555e-19,6.22179110636857e-18
ENSP00000429274,-3.00227125909674,7.13897468870987,3.02510289087405e-19,6.37868261925502e-18
ENSP00000253004,-2.76133351142239,7.59365366067386,3.11401646540367e-19,6.53810380108043e-18
ENSP00000436689,-1.77670690443279,6.58008080980724,3.32009675257316e-19,6.92106468448601e-18
ENSP00000414558,-2.50809571868058,7.06382884385174,3.32459040410889e-19,6.92106468448601e-18
ENSP00000427458,9.09806797292262,6.06835786332723,3.37865661036377e-19,7.00394089734902e-18
ENSP00000248879,-2.5843345945545,5.80246989256084,3.8862271043007e-19,8.02228309387788e-18
ENSP00000376802,6.85939460414679,10.7644554768577,3.90401216849514e-19,8.0252768969944e-18
ENSP00000401514,1.9425756731904,8.53044551021094,4.90204337641677e-19,1.00348912951398e-17
ENSP00000454949,-2.9455533044479,8.69622514745028,4.95345538458944e-19,1.00980607072564e-17
ENSP00000341442,5.23851551371967,0.536763451559081,6.12742351846311e-19,1.24396825397559e-17
ENSP00000467485,2.08109373594492,7.62196722802747,6.63443880411733e-19,1.34135793599294e-17
ENSP00000215912,-2.76895571604123,7.68640060332489,7.47279931316673e-19,1.50466651744214e-17
ENSP00000436092,2.01116591123906,8.79964948885701,1.07093607527619e-18,2.14755466850282e-17
ENSP00000378563,-2.66113190294163,5.39060451770771,1.20366489510888e-18,2.4039047275081e-17
ENSP00000366974,7.08853672117007,4.36759430104622,1.37651712895275e-18,2.73798730953233e-17
ENSP00000362508,8.69890451356059,4.83729211081368,1.38949616200238e-18,2.74460617970459e-17
ENSP00000311513,1.84574926743402,8.85382356120918,1.39101758344483e-18,2.74460617970459e-17
ENSP00000279804,-4.07361911880281,4.18053896231383,1.42855461664363e-18,2.80739553262806e-17
ENSP00000503596,-2.5877837159443,9.34530091750762,1.53868505726522e-18,3.01177676746773e-17
ENSP00000518423,5.94502041897841,2.88541034400049,1.54574446327076e-18,3.01358831271796e-17
ENSP00000261483,2.30615797764144,7.77527429697446,1.63341925435848e-18,3.17193233069693e-17
ENSP00000481157,2.85834906173923,5.26684926116088,1.72629043177706e-18,3.33908066587429e-17
ENSP00000398467,-2.95433396583216,6.20450394352553,1.78663107092268e-18,3.44224252997769e-17
ENSP00000263960,-2.25579846709285,6.06944405687052,1.98113429938435e-18,3.80207531752941e-17
ENSP00000382329,6.49025929686521,1.92507237487194,2.3229999551971e-18,4.43465401966089e-17
ENSP00000441682,-1.92397441421887,7.08683097989731,2.32880264008246e-18,4.43465401966089e-17
ENSP00000268719,-2.69831536804432,5.69924547196245,2.44383984931508e-18,4.63574717362354e-17
ENSP00000512483,3.00082970140742,5.45370313412566,2.47143702905194e-18,4.67006543220469e-17
ENSP00000244527,10.6487372665107,6.6655863230491,2.93015335316308e-18,5.5156488214905e-17
ENSP00000483927,-1.85631302760023,7.46945964157221,3.06820961587348e-18,5.75347856594901e-17
ENSP00000421899,2.95300273944828,8.75845742621072,3.30096259683369e-18,6.15868701253561e-17
ENSP00000426835,3.05628239967207,6.88089711143203,3.31658230111175e-18,6.15868701253561e-17
ENSP00000390630,5.88906795741292,1.65754763171671,3.32190526831251e-18,6.15868701253561e-17
ENSP00000351244,6.10459271250632,0.74368923101723,4.06089729384251e-18,7.50044676866475e-17
ENSP00000387982,3.18312922826417,5.77108427612354,4.229963232089e-18,7.7834491982222e-17
ENSP00000429293,5.05166943867128,1.6655794443344,5.2447107768742e-18,9.61465076372498e-17
ENSP00000292614,-2.98035702214229,5.8863926332949,6.5474727921325e-18,1.19582653634747e-16
ENSP00000301962,1.62420135972001,7.23541434187541,6.73945786321965e-18,1.22633172155549e-16
ENSP00000374045,4.64675579000467,5.15108967500805,7.02039192246276e-18,1.27273747288043e-16
ENSP00000335320,2.33537470136696,9.72852541522396,8.169629587304e-18,1.47563934420679e-16
ENSP00000404672,5.64955268302363,4.67558423334559,9.70599114956459e-18,1.74672287611029e-16
ENSP00000369190,-6.55030416815478,8.81251920395085,9.91791327606821e-18,1.77834700457384e-16
ENSP00000407255,4.60553081480939,7.4605563816447,1.04527324299828e-17,1.86742816103656e-16
ENSP00000414831,1.76204937205814,6.36663656004397,1.07668365176373e-17,1.91657492069391e-16
ENSP00000452523,3.96194151303174,5.96904767851697,1.23570206467834e-17,2.19169828294753e-16
ENSP00000319393,-3.6808154188247,7.27915117092736,1.25893059101761e-17,2.22486546534875e-16
ENSP00000485745,1.97917747325239,8.65857633473231,1.27266148964362e-17,2.24107021455882e-16
ENSP00000365671,-1.47134352606013,7.67302272001004,1.56903538216545e-17,2.75309672592101e-16
ENSP00000424903,-4.15735443969261,6.64504699316075,1.63401216741463e-17,2.85690454751178e-16
ENSP00000252087,3.65378080945982,5.18603841106453,1.80647943649309e-17,3.14724591187608e-16
ENSP00000505357,2.09061913558959,10.3222035432221,2.38273033902148e-17,4.1365209030433e-16
ENSP00000331428,2.51455982966258,3.4921129389706,2.46585783591634e-17,4.26576040417499e-16
ENSP00000351530,2.48090240420796,6.07467206523358,2.87151369388293e-17,4.95008658878836e-16
ENSP00000441992,3.93100230572071,2.64292955059272,2.93318820489838e-17,5.03872505268032e-16
ENSP00000357209,2.21400151958626,8.89441058948947,3.0114998087232e-17,5.15522597918366e-16
ENSP00000364071,1.77573740160249,9.29996804156906,3.0379368878386e-17,5.18242497567744e-16
ENSP00000477778,2.5044341999685,5.8877541842322,3.39019150936134e-17,5.76332556591428e-16
ENSP00000460274,3.10690076694302,5.61357768526109,3.7782014204367e-17,6.40079433745018e-16
ENSP00000267884,-2.29710541045848,8.50579955796279,3.84729512276622e-17,6.49545049420977e-16
ENSP00000421855,11.5995251523812,8.5975040895352,3.91466983961713e-17,6.58656606919142e-16
ENSP00000343636,7.06098489951851,1.31997565738718,4.02571205522225e-17,6.75028099908086e-16
